SSC_NAME16	Sex	employmentToPopulation
Iwantja	F	41.2
Iwantja	M	33
Jabuk	F	43.5
Jabuk	M	74.1
James Well	M	11.5
Jamestown	F	51.1
Jamestown	M	61.4
Jerusalem	F	59.7
Jerusalem	M	68.6
Jervois	F	50.9
Jervois	M	57.8
Joanna	F	77.1
Joanna	M	70.5
Johnburgh	M	60
Joslin	F	57.1
Joslin	M	61.8
Julia	F	85.7
Julia	M	45.5
Jupiter Creek	F	77.7
Jupiter Creek	M	70.4
Kadina	F	42.1
Kadina	M	48.4
Kainton	F	52.2
Kainton	M	86.4
Kalamurina	M	30
Kalanbi	F	85.7
Kalanbi	M	73.3
Kalangadoo	F	46.2
Kalangadoo	M	57.6
Kalbeeba	F	55.9
Kalbeeba	M	63.8
Kaldoonera	F	109.1
Kaldoonera	M	107.1
Kalka	F	17.9
Kalka	M	24
Kallora	M	100
Kaltjiti	F	34.1
Kaltjiti	M	29.5
Kangarilla	F	63.3
Kangarilla	M	67.3
Kangaroo Flat (SA)	F	69.8
Kangaroo Flat (SA)	M	70.8
Kangaroo Head	M	23.1
Kangaroo Inn	M	100
Kanmantoo	F	70.9
Kanmantoo	M	71.4
Kanni	F	61.5
Kanni	M	100
Kanpi	F	28.6
Kanpi	M	35.3
Kanyaka	M	100
Kapinnie	F	92.3
Kapinnie	M	61.9
Kapunda	F	48.1
Kapunda	M	54.9
Karatta	F	78.4
Karatta	M	65.4
Karcultaby	F	37.5
Karcultaby	M	30
Karkoo	F	80
Karkoo	M	92.3
Karoonda	F	40.9
Karoonda	M	53.9
Karte	F	100
Karte	M	93.3
Keilira	F	70.4
Keilira	M	68.6
Keith	F	58.7
Keith	M	67.3
Kellidie Bay	M	57.1
Kelly	F	53.8
Kelly	M	72.7
Kensington (SA)	F	48.6
Kensington (SA)	M	60.1
Kensington Gardens	F	52.4
Kensington Gardens	M	60
Kensington Park	F	55.3
Kensington Park	M	62
Kent Town	F	47.1
Kent Town	M	47.5
Kenton Valley	F	68.8
Kenton Valley	M	78.7
Kepa	F	61.9
Kepa	M	66.7
Keppoch	F	68.2
Keppoch	M	116.7
Kersbrook	F	58.3
Kersbrook	M	65.7
Keswick	F	53.4
Keswick	M	58.9
Keyneton	F	63.1
Keyneton	M	64.7
Ki Ki	F	47.8
Ki Ki	M	94.7
Kiana	M	50
Kidman Park	F	51.3
Kidman Park	M	56.4
Kielpa	F	57.1
Kielpa	M	81
Kilburn	F	35.9
Kilburn	M	44.9
Kilkenny	F	43.7
Kilkenny	M	52.8
Kimba	F	52.7
Kimba	M	61
Kings Park (SA)	F	43.1
Kings Park (SA)	M	51.5
Kingscote	F	50
Kingscote	M	51.3
Kingsford (SA)	F	58.8
Kingsford (SA)	M	100
Kingston On Murray	F	47.1
Kingston On Murray	M	46.3
Kingston Park	F	56.7
Kingston Park	M	54.8
Kingston Se	F	45.5
Kingston Se	M	52.5
Kingswood (SA)	F	53.4
Kingswood (SA)	M	59.4
Klemzig	F	49.4
Klemzig	M	58.3
Kohinoor	F	76.2
Kohinoor	M	41.2
Kolendo	M	75
Kongal	M	133.3
Kongorong	F	75.7
Kongorong	M	83.5
Koolunga	F	54.8
Koolunga	M	60
Koolywurtie	F	60
Koolywurtie	M	86.1
Koongawa	F	40
Koongawa	M	80
Koonibba	F	20.4
Koonibba	M	8.3
Koonunga	F	62.5
Koonunga	M	90.5
Koorine	F	59.1
Koorine	M	85.7
Kooroona	M	100
Koppamurra	F	70.8
Koppamurra	M	95.8
Koppio	F	54.2
Koppio	M	70.6
Korunye	F	45.2
Korunye	M	60.8
Krondorf	F	69.2
Krondorf	M	65.4
Krongart	M	100
Kudla	F	46.9
Kudla	M	49.3
Kuitpo	F	59.5
Kuitpo	M	57.1
Kuitpo Colony	F	42.9
Kuitpo Colony	M	33.3
Kulpara	F	35
Kulpara	M	46.2
Kurralta Park	F	55.4
Kurralta Park	M	63
Kyancutta	F	65.5
Kyancutta	M	70.6
Kybunga	F	44
Kybunga	M	71.4
Kybybolite	F	57.6
Kybybolite	M	73.3
Kyeema	F	76.9
Kyeema	M	46.7
Laffer	F	58.8
Laffer	M	81.3
Lake Plains	F	33.3
Lake Plains	M	64
Lameroo	F	50
Lameroo	M	60.1
Langhorne Creek	F	66.1
Langhorne Creek	M	71.8
Largs Bay	F	55.6
Largs Bay	M	60.3
Largs North	F	52.9
Largs North	M	60.3
Laura (SA)	F	56.2
Laura (SA)	M	57.6
Laura Bay	F	60
Laura Bay	M	70
Laurie Park	F	83.3
Laurie Park	M	84
Leabrook	F	35.8
Leabrook	M	50.3
Leasingham	F	69.2
Leasingham	M	64.8
Leawood Gardens	F	50
Leawood Gardens	M	32
Leigh Creek (SA)	F	55.4
Leigh Creek (SA)	M	62.8
Leighton	F	58.8
Leighton	M	52.4
Lenswood	F	62.4
Lenswood	M	69.4
Lewiston	F	58.2
Lewiston	M	65
Light Pass	F	60.9
Light Pass	M	65.3
Lincoln Gap	F	100
Lincoln Gap	M	50
Lincoln National Park	M	166.7
Linden Park	F	41.9
Linden Park	M	52.9
Linwood	F	52
Linwood	M	50
Lipson	F	57.3
Lipson	M	60.2
Littlehampton	F	61.5
Littlehampton	M	70.8
Lobethal	F	51.4
Lobethal	M	66.4
Lochaber	F	66.7
Lochaber	M	86.4
Lochiel (SA)	F	78.9
Lochiel (SA)	M	60.4
Lock	F	50
Lock	M	67.3
Lockleys	F	52.8
Lockleys	M	61.8
Long Flat (SA)	F	67.6
Long Flat (SA)	M	61.8
Long Plains	F	62.5
Long Plains	M	62.5
Longwood (SA)	F	65.8
Longwood (SA)	M	65.5
Lonsdale	F	42.9
Lonsdale	M	37.5
Louth Bay	F	27.3
Louth Bay	M	64.2
Loveday	F	55.3
Loveday	M	60.5
Lowan Vale	F	20
Lowan Vale	M	75
Lowbank	F	53.3
Lowbank	M	100
Lower Broughton	F	43.8
Lower Broughton	M	90
Lower Hermitage	F	56.5
Lower Hermitage	M	53.8
Lower Inman Valley	F	60
Lower Inman Valley	M	59.8
Lower Light	F	53.8
Lower Light	M	58
Lower Mitcham	F	60.3
Lower Mitcham	M	62.2
Loxton	F	48.2
Loxton	M	56.4
Loxton North	F	60.7
Loxton North	M	66.9
Lucindale	F	56.7
Lucindale	M	72.7
Lyndhurst (SA)	F	25
Lyndhurst (SA)	M	30
Lyndoch	F	51.7
Lyndoch	M	62.4
Lynton	F	64
Lynton	M	51.8
Lyrup	F	42.6
Lyrup	M	50.4
Maaoupe	F	80.6
Maaoupe	M	94.6
Macclesfield (SA)	F	60.8
Macclesfield (SA)	M	65.5
Macdonald Park	F	48.6
Macdonald Park	M	55.7
Macgillivray	F	73.8
Macgillivray	M	70.8
Magarey	F	100
Magarey	M	80
Magdala	F	75
Magdala	M	72
Maggea	F	71.4
Maggea	M	100
Magill	F	49.6
Magill	M	59.1
Maitland (SA)	F	43.3
Maitland (SA)	M	54.4
Makin	F	37.5
Makin	M	70
Malinong	F	140
Malinong	M	68.8
Mallala	F	48.8
Mallala	M	64.6
Malpas	M	50
Maltee	F	133.3
Maltee	M	100
Malvern (SA)	F	51.3
Malvern (SA)	M	62.6
Mambray Creek	F	37.5
Mambray Creek	M	23.5
Mangalo	F	73.7
Mangalo	M	54.5
Mannanarie	F	72.7
Mannanarie	M	61.3
Manningham	F	61.8
Manningham	M	65.1
Mannum	F	38.2
Mannum	M	41.6
Manoora (SA)	F	30.8
Manoora (SA)	M	70.3
Mansfield Park	F	39.8
Mansfield Park	M	50.7
Mantung	M	71.4
Marama	F	45.5
Marama	M	54.8
Marananga	F	64.9
Marananga	M	60
Marble Hill	F	70.4
Marble Hill	M	55.2
Marcollat	F	75
Marcollat	M	73
Marden	F	52.3
Marden	M	59.6
Marino	F	59.7
Marino	M	61.6
Marion	F	40.5
Marion	M	48.9
Marion Bay (SA)	F	40.8
Marion Bay (SA)	M	44.7
Markaranka	F	54.5
Markaranka	M	63.6
Marla	F	45.9
Marla	M	42.3
Marleston	F	46.8
Marleston	M	56.3
Marola	M	100
Marrabel	F	45.5
Marrabel	M	66.7
Marree	F	44.7
Marree	M	42
Marryatville	F	53.6
Marryatville	M	61.7
Maryvale (SA)	M	100
Maslin Beach	F	58.4
Maslin Beach	M	58.9
Matta Flat	F	25.7
Matta Flat	M	55.2
Mawson Lakes	F	61.4
Mawson Lakes	M	68.3
Mayfield (SA)	F	100
Mayfield (SA)	M	100
Maylands (SA)	F	58.3
Maylands (SA)	M	66.3
McBean Pound	M	50
McCallum	F	37.5
McCallum	M	122.2
McCracken	F	33
McCracken	M	36.8
McHarg Creek	F	76.2
McHarg Creek	M	50
McLaren Flat	F	66.2
McLaren Flat	M	72.2
McLaren Vale	F	44.7
McLaren Vale	M	54.2
Meadows	F	62.4
Meadows	M	68.5
Medindie	F	46.1
Medindie	M	64.2
Medindie Gardens	F	66.4
Medindie Gardens	M	66.4
Melrose (SA)	F	53
Melrose (SA)	M	67.1
Melrose Park (SA)	F	52.7
Melrose Park (SA)	M	61.1
Melton (SA)	F	40
Melton (SA)	M	27.3
Melton Station	F	60
Melton Station	M	50
Meningie	F	45
Meningie	M	54.4
Meningie East	F	100
Meningie East	M	42.9
Meningie West	F	21.4
Meningie West	M	71.4
Menzies (SA)	F	78.1
Menzies (SA)	M	83.3
Merghiny	F	50
Merghiny	M	70
Meribah	F	40.9
Meribah	M	66.7
Merriton	F	64.7
Merriton	M	64
Middle Beach	F	46.2
Middle Beach	M	27.9
Middle River	F	100
Middle River	M	50
Middleton (SA)	F	53.2
Middleton (SA)	M	56.3
Midgee (SA)	M	66.7
Mil-Lel	F	74
Mil-Lel	M	73.6
Milang	F	42
Milang	M	46.2
Mile End	F	55
Mile End	M	59
Mile End South	M	25
Milendella	F	61.9
Milendella	M	79.2
Millbrook (SA)	F	65.8
Millbrook (SA)	M	69.6
Millicent	F	43.5
Millicent	M	49.3
Millswood	F	58
Millswood	M	65.1
Miltalie	F	90.5
Miltalie	M	56.5
Mimili	F	33
Mimili	M	28.9
Minbrie	F	90.9
Minbrie	M	52.6
Mindarie (SA)	F	37.5
Mindarie (SA)	M	58.8
Mingary	F	60.9
Mingary	M	92.9
Mingbool	F	39
Mingbool	M	84.6
Minlaton	F	42.9
Minlaton	M	51.4
Minnipa	F	54.5
Minnipa	M	58.3
Mintaro	F	54.1
Mintaro	M	58.8
Miranda (SA)	F	23.5
Miranda (SA)	M	56
Mitcham (SA)	F	47.9
Mitcham (SA)	M	58.4
Mitchell (SA)	F	83.3
Mitchell (SA)	M	77.8
Mitchell Park (SA)	F	44.8
Mitchell Park (SA)	M	48.8
Mitchellville	F	87.5
Mitchellville	M	30
Moana	F	58.3
Moana	M	62
Moculta	F	64.8
Moculta	M	72.4
Modbury	F	45.8
Modbury	M	53.7
Modbury Heights	F	57.6
Modbury Heights	M	64.2
Modbury North	F	55.7
Modbury North	M	62
Moerlong	F	57.1
Moerlong	M	200
Monarto	F	55.1
Monarto	M	58.5
Monarto South	F	42.4
Monarto South	M	58
Monash (SA)	F	61.3
Monash (SA)	M	65.5
Monbulla	F	60.5
Monbulla	M	75.5
Montacute	F	56.7
Montacute	M	57
Montarra	F	30
Montarra	M	66.7
Monteith	F	61.8
Monteith	M	63.6
Moockra	M	100
Moody	F	44.4
Moody	M	81.8
Moonta	F	34.2
Moonta	M	34.1
Moonta Bay	F	37.1
Moonta Bay	M	41.6
Moonta Mines	F	40
Moonta Mines	M	34.8
Moorak	F	60.4
Moorak	M	26.4
Moorlands	F	40
Moorlands	M	40
Moorook	F	44.9
Moorook	M	50.7
Moorook South	F	48.5
Moorook South	M	44.9
Moppa	F	64
Moppa	M	57.1
Morchard	F	150
Morchard	M	45.5
Morgan	F	33.7
Morgan	M	38.8
Morn Hill	M	55.6
Morphett Vale	F	46.8
Morphett Vale	M	54.7
Morphettville	F	43.8
Morphettville	M	50.9
Mortana	M	60
Moseley	F	140
Moseley	M	133.3
Mosquito Hill	F	54.3
Mosquito Hill	M	81.5
Mount Barker (SA)	F	54.1
Mount Barker (SA)	M	63.5
Mount Barker Springs	F	57.8
Mount Barker Springs	M	65.8
Mount Barker Summit	F	62.5
Mount Barker Summit	M	61.9
Mount Benson	F	94.9
Mount Benson	M	74.5
Mount Bryan	F	50
Mount Bryan	M	66.7
Mount Bryan East	M	100
Mount Burr	F	31
Mount Burr	M	44.3
Mount Charles	F	76.9
Mount Charles	M	81.3
Mount Compass	F	57.1
Mount Compass	M	62.9
Mount Cooper (SA)	F	100
Mount Cooper (SA)	M	60
Mount Crawford	F	62.1
Mount Crawford	M	59.6
Mount Damper	F	72.7
Mount Damper	M	78.6
Mount Drummond	F	100
Mount Drummond	M	100
Mount Dutton Bay	F	66.7
Mount Dutton Bay	M	31.3
Mount Eba	F	50
Mount Eba	M	64.2
Mount Gambier	F	50.7
Mount Gambier	M	58.9
Mount George (SA)	F	49.6
Mount George (SA)	M	54.5
Mount Hope (SA)	F	23.1
Mount Hope (SA)	M	68.8
Mount Jagged	F	56.3
Mount Jagged	M	50.8
Mount Light	F	72.2
Mount Light	M	78.5
Mount Magnificent	F	30
Mount Magnificent	M	66.7
Mount Mary	M	25
Mount Mcintyre	F	39.1
Mount Mcintyre	M	69
Mount Mckenzie	F	48.3
Mount Mckenzie	M	64.5
Mount Osmond	F	60.3
Mount Osmond	M	69.6
Mount Pleasant (SA)	F	50.5
Mount Pleasant (SA)	M	58.4
Mount Schank	F	62.4
Mount Schank	M	73.5
Mount Serle	M	46.7
Mount Templeton	F	40
Mount Templeton	M	75
Mount Torrens	F	60.5
Mount Torrens	M	68.8
Mount Wedge	F	100
Mount Wedge	M	140
Mount Willoughby	F	42.9
Mount Willoughby	M	50
Moyhall	F	62.5
Moyhall	M	55
Mudamuckla	F	25
Mudamuckla	M	22.2
Mulgundawa	F	66.7
Mulgundawa	M	76.2
Mullaquana	F	64.3
Mullaquana	M	79
Mundic Creek	F	21.4
Mundic Creek	M	22.2
Mundoora	F	63
Mundoora	M	55
Mundulla	F	68.1
Mundulla	M	75
Mundulla West	F	58.8
Mundulla West	M	75.9
Mungeranie	F	18.8
Mungeranie	M	47.1
Munno Para	F	46
Munno Para	M	56.1
Munno Para Downs	F	49.4
Munno Para Downs	M	54.5
Munno Para West	F	58
Munno Para West	M	70.2
Murbko	F	38.9
Murbko	M	41.5
Murdinga	F	50
Murdinga	M	92.9
Murlong	M	100
Murninnie Beach	F	16.7
Murninnie Beach	M	14.3
Murputja	F	52.2
Murputja	M	47.4
Murrawong	F	40
Murrawong	M	42.9
Murray Bridge	F	41.8
Murray Bridge	M	47.8
Murray Bridge East	F	56.1
Murray Bridge East	M	60.6
Murray Bridge North	F	57.7
Murray Bridge North	M	61.9
Murray Bridge South	F	62.7
Murray Bridge South	M	62.8
Murray Town	F	38.5
Murray Town	M	35.7
Murtho	F	57.4
Murtho	M	70.1
Muston	F	44.4
Muston	M	46.2
Mylor	F	59.9
Mylor	M	64.2
Mypolonga	F	66.3
Mypolonga	M	59.1
Myponga	F	58.2
Myponga	M	62.1
Myponga Beach	F	31.6
Myponga Beach	M	72.2
Myrtle Bank (SA)	F	41.5
Myrtle Bank (SA)	M	51.8
Nailsworth	F	64.7
Nailsworth	M	68.2
Nain	F	46.2
Nain	M	52.9
Nairne	F	63.2
Nairne	M	70.5
Nalyappa	F	40
Nalyappa	M	100
Nangkita	F	55.1
Nangkita	M	53.8
Nangwarry	F	36.9
Nangwarry	M	49.8
Nantawarra	F	75
Nantawarra	M	72
Napperby	F	44.8
Napperby	M	50
Naracoorte	F	53.1
Naracoorte	M	65.8
Narridy	F	67.7
Narridy	M	46.2
Narrung (SA)	F	22.2
Narrung (SA)	M	58.3
Naturi	F	44.4
Naturi	M	50
Neales Flat	F	53.1
Neales Flat	M	50
Nectar Brook	F	50
Nectar Brook	M	25
Nelshaby	F	47.3
Nelshaby	M	57.5
Nene Valley	F	73.3
Nene Valley	M	70.3
Nepabunna	F	42.3
Nepabunna	M	36.1
Nepean Bay	F	47.2
Nepean Bay	M	60.3
Netherby (SA)	F	58.8
Netherby (SA)	M	62.8
Netherton	F	66.7
Netherton	M	72.2
Netley	F	44.2
Netley	M	50.1
New Port	F	73.1
New Port	M	75.5
New Residence	F	50
New Residence	M	81.8
New Town (SA)	F	48.9
New Town (SA)	M	53.8
New Well	M	37.5
Newland	F	92.9
Newland	M	50
Newton	F	53.5
Newton	M	61.1
Ngapala	F	100
Ngapala	M	78.3
Nildottie	F	50.6
Nildottie	M	65.5
Ninnes	F	68.4
Ninnes	M	89.5
Noarlunga Centre	F	49
Noarlunga Centre	M	53.2
Noarlunga Downs	F	47.9
Noarlunga Downs	M	54.6
Nora Creina	F	46.7
Nora Creina	M	38.1
Normanville (SA)	F	35.7
Normanville (SA)	M	36.1
North Adelaide	F	48.8
North Adelaide	M	53.6
North Beach (SA)	F	41.3
North Beach (SA)	M	43.4
North Booborowie	F	35.7
North Booborowie	M	57.1
North Brighton	F	51.3
North Brighton	M	54.8
North Haven (SA)	F	55.1
North Haven (SA)	M	61.1
North Moonta	F	20.6
North Moonta	M	26.6
North Plympton	F	44.7
North Plympton	M	54.4
North Shields	F	57.6
North Shields	M	54.9
Northern Heights	F	50.9
Northern Heights	M	58.4
Northfield	F	40
Northfield	M	36.5
Northgate (SA)	F	61.9
Northgate (SA)	M	68.9
Norton Summit	F	57.4
Norton Summit	M	55.5
Norwood (SA)	F	55.9
Norwood (SA)	M	61.5
Novar Gardens	F	47.2
Novar Gardens	M	50.2
Nullarbor	F	61.1
Nullarbor	M	75.7
Nunjikompita	F	91.7
Nunjikompita	M	50
Nuriootpa	F	49.9
Nuriootpa	M	61.4
Nurom	F	43.8
Nurom	M	70.6
Nurragi	F	33.3
Nurragi	M	44.4
O'Halloran Hill	F	57.2
O'Halloran Hill	M	62.9
O'Sullivan Beach	F	43.7
O'Sullivan Beach	M	47.4
Oakbank	F	66.9
Oakbank	M	61.6
Oakden	F	50
Oakden	M	54.3
Oaklands Park	F	43.4
Oaklands Park	M	48.1
Ob Flat	F	71.7
Ob Flat	M	76.4
Olary	M	100
Old Calperum	M	57.1
Old Noarlunga	F	55.4
Old Noarlunga	M	57.8
Old Reynella	F	52.3
Old Reynella	M	61.3
One Tree Hill	F	58
One Tree Hill	M	67.2
Onkaparinga Hills	F	63.3
Onkaparinga Hills	M	68.4
Oodnadatta	F	40
Oodnadatta	M	33.7
Orroroo	F	44.6
Orroroo	M	53.8
Osborne (SA)	F	46.4
Osborne (SA)	M	50.8
Ottoway	F	43.2
Ottoway	M	47.4
Outer Harbor	M	50
Overland Corner	F	31.6
Overland Corner	M	50
Ovingham	F	58
Ovingham	M	60.8
Owen	F	45.5
Owen	M	50.2
Padthaway	F	54
Padthaway	M	62
Paechtown	F	55.8
Paechtown	M	64.2
Pages Flat	F	63.8
Pages Flat	M	53.5
Paisley	F	55.9
Paisley	M	75
Palkagee	M	100
Pallamana	F	69
Pallamana	M	72.4
Palmer (SA)	F	40.3
Palmer (SA)	M	55.7
Panitya (SA)	F	100
Panitya (SA)	M	100
Panorama	F	50.8
Panorama	M	56.8
Para Hills	F	49.5
Para Hills	M	57.6
Para Hills West	F	44.4
Para Hills West	M	53.5
Para Vista	F	46.6
Para Vista	M	54.7
Parachilna	F	80
Parachilna	M	128.6
Paracombe	F	60.4
Paracombe	M	66.9
Paradise (SA)	F	48.8
Paradise (SA)	M	57.7
Parafield	M	16.9
Parafield Gardens	F	45.1
Parafield Gardens	M	54.7
Paralowie	F	51.8
Paralowie	M	61.6
Parawa	F	50
Parawa	M	56.4
Parham	F	26.9
Parham	M	40.4
Parilla	F	58.3
Parilla	M	66.7
Paringa	F	52
Paringa	M	59.1
Paris Creek	F	55.8
Paris Creek	M	70
Park Holme	F	46.4
Park Holme	M	52.4
Parkside (SA)	F	60.2
Parkside (SA)	M	64.7
Parndana	F	62.7
Parndana	M	64.4
Parrakie	F	46.8
Parrakie	M	79.5
Paruna	F	41.2
Paruna	M	57.1
Pasadena	F	42.2
Pasadena	M	49.8
Paskeville	F	39.1
Paskeville	M	54.4
Pata	F	60.9
Pata	M	51.4
Payneham	F	51.9
Payneham	M	60.9
Payneham South	F	54.4
Payneham South	M	61.1
Peake	F	42.9
Peake	M	69.2
Pearlah	F	34.6
Pearlah	M	43.5
Peebinga	F	23.1
Peebinga	M	41.2
Peep Hill	F	60
Peep Hill	M	72.7
Pekina	F	78.6
Pekina	M	55.2
Pelican Lagoon	F	38.5
Pelican Lagoon	M	44.8
Pelican Point (SA)	F	50
Pelican Point (SA)	M	44.4
Penfield	F	40.8
Penfield	M	53.6
Penfield Gardens	F	51.6
Penfield Gardens	M	56.1
Penneshaw	F	50.5
Penneshaw	M	45.6
Pennington	F	42.2
Pennington	M	49.8
Penola	F	56.1
Penola	M	66.8
Penong	F	63.6
Penong	M	60.4
Penrice	F	65.9
Penrice	M	71.1
Penwortham	F	66
Penwortham	M	68.3
Perlubie	F	50
Perlubie	M	55
Perponda	F	75
Perponda	M	104.8
Peterborough (SA)	F	34.5
Peterborough (SA)	M	29.6
Peterhead	F	56.4
Peterhead	M	57.7
Petersville	F	62.5
Petersville	M	38.9
Petherick	F	50
Petherick	M	82.4
Petina	F	53.8
Petina	M	81.3
Petwood	F	72.4
Petwood	M	58.3
Pewsey Vale	F	80.6
Pewsey Vale	M	53.5
Piccadilly (SA)	F	55.3
Piccadilly (SA)	M	66.7
Piednippie	F	83.3
Piednippie	M	72.7
Pike River	F	68.8
Pike River	M	70.8
Pimba	F	64.3
Pimba	M	64.7
Pimbaacla	F	37.5
Pimbaacla	M	33.3
Pine Hill (SA)	F	60
Pine Hill (SA)	M	80
Pine Point	F	38.5
Pine Point	M	31.7
Pinery	F	65.1
Pinery	M	71.1
Pinkawillinie	F	40
Pinkawillinie	M	76.5
Pinkerton Plains	F	70.4
Pinkerton Plains	M	89.7
Pinks Beach	F	37.9
Pinks Beach	M	48.7
Pinnaroo	F	54.8
Pinnaroo	M	60.6
Pipalyatjara	F	33.3
Pipalyatjara	M	27.4
Pirie East	F	45
Pirie East	M	80
Pleasant Park	F	88.2
Pleasant Park	M	107.7
Plympton	F	56.2
Plympton	M	65.6
Plympton Park	F	55.4
Plympton Park	M	59.1
Point Boston	M	66.7
Point Lowly	M	27.3
Point Pass	F	42.6
Point Pass	M	45.5
Point Pearce	F	24.1
Point Pearce	M	18.2
Point Souttar	F	61.5
Point Souttar	M	30.8
Point Sturt	F	37
Point Sturt	M	72.4
Point Turton	F	32.8
Point Turton	M	46.9
Polish Hill River	F	120
Polish Hill River	M	47.4
Poltalloch	F	44.4
Poltalloch	M	70
Pompoota	F	37.5
Pompoota	M	66.7
Ponde	F	51.7
Ponde	M	31.3
Poochera	F	88.2
Poochera	M	65.5
Pooginagoric	F	54.2
Pooginagoric	M	70.6
Pooginook	M	37.5
Poonindie	F	56.1
Poonindie	M	48.1
Pooraka	F	45.2
Pooraka	M	53
Port Adelaide	F	48.2
Port Adelaide	M	47.8
Port Augusta	F	42.7
Port Augusta	M	47.7
Port Augusta West	F	51.2
Port Augusta West	M	53.7
Port Bonython	M	37.5
Port Broughton	F	34.9
Port Broughton	M	40.2
Port Elliot	F	33.9
Port Elliot	M	36.5
Port Gawler	F	60
Port Gawler	M	71.4
Port Germein	F	37
Port Germein	M	40.9
Port Gibbon	M	30
Port Hughes	F	42.5
Port Hughes	M	45.5
Port Julia	F	36.8
Port Julia	M	31.8
Port Kenny	F	36
Port Kenny	M	44.4
Port Lincoln	F	51
Port Lincoln	M	57.6
Port Macdonnell	F	40.2
Port Macdonnell	M	48.2
Port Mannum	F	30.8
Port Mannum	M	42.7
Port Moorowie	F	25.9
Port Moorowie	M	41.9
Port Neill	F	46.5
Port Neill	M	48.4
Port Noarlunga	F	49.1
Port Noarlunga	M	52.8
Port Noarlunga South	F	54.4
Port Noarlunga South	M	58.1
Port Paterson	F	56
Port Paterson	M	37.9
Port Pirie	F	10.2
Port Pirie	M	30.4
Port Pirie South	F	45.9
Port Pirie South	M	51.1
Port Pirie West	F	34.3
Port Pirie West	M	34
Port Rickaby	F	13
Port Rickaby	M	30.8
Port Victoria	F	37.7
Port Victoria	M	29.5
Port Vincent	F	31.4
Port Vincent	M	31
Port Wakefield	F	43.5
Port Wakefield	M	58.2
Port Willunga	F	47.1
Port Willunga	M	56.9
Price	F	22.1
Price	M	33.7
Proof Range	M	100
Prospect (SA)	F	58.2
Prospect (SA)	M	64.1
Prospect Hill	F	55.9
Prospect Hill	M	71
Pukatja	F	27.1
Pukatja	M	22.6
Puntabie	M	166.7
Punthari	F	52.6
Punthari	M	59.1
Punyelroo	F	26.7
Punyelroo	M	18.8
Purnong	F	30
Purnong	M	44.4
Pyap	F	56.1
Pyap	M	73.3
Pyap West	F	41.2
Pyap West	M	60
Pygery	F	104
Pygery	M	84
Qualco	F	94.4
Qualco	M	65.7
Queenstown (SA)	F	43.6
Queenstown (SA)	M	52.8
Quinyambie	F	100
Quinyambie	M	75
Quorn	F	45.7
Quorn	M	49.4
Racecourse Bay	F	71.4
Racecourse Bay	M	50
Ramco	F	69.4
Ramco	M	60.3
Ramco Heights	F	74.5
Ramco Heights	M	61.4
Ramsay (SA)	F	75
Ramsay (SA)	M	65.9
Rapid Bay	F	88.9
Rapid Bay	M	36.4
Red Creek	F	59.6
Red Creek	M	60
Redbanks	F	52
Redbanks	M	59.5
Redhill	F	39.3
Redhill	M	36.7
Redwood Park	F	61.5
Redwood Park	M	66.7
Reedy Creek (SA)	F	63.6
Reedy Creek (SA)	M	76.2
Reeves Plains	F	63
Reeves Plains	M	66.1
Regency Park	F	3.5
Reid (SA)	F	67.3
Reid (SA)	M	78.8
Rendelsham	F	61.5
Rendelsham	M	57
Renmark	F	38.4
Renmark	M	47.7
Renmark North	F	57.9
Renmark North	M	66.9
Renmark South	F	67.2
Renmark South	M	65.6
Renmark West	F	57.2
Renmark West	M	66.9
Renown Park	F	43.8
Renown Park	M	48.1
Reynella	F	53.1
Reynella	M	60.8
Reynella East	F	49.9
Reynella East	M	58.9
Rhynie	F	49.1
Rhynie	M	48.4
Richmond (SA)	F	56.5
Richmond (SA)	M	60.9
Ridgehaven	F	46.7
Ridgehaven	M	56.1
Ridleyton	F	56.9
Ridleyton	M	61.5
Risdon Park	F	40.6
Risdon Park	M	49.8
Risdon Park South	F	52.7
Risdon Park South	M	54.7
Riverglades	F	57
Riverglades	M	61.7
Riverglen	F	75
Riverglen	M	58.3
Riverton (SA)	F	39.5
Riverton (SA)	M	45.1
Robe	F	51.5
Robe	M	58.6
Robertstown	F	30.5
Robertstown	M	47.4
Rochester (SA)	F	50
Rockleigh	F	50
Rockleigh	M	44
Rocky Camp	F	74.1
Rocky Camp	M	65.1
Rocky Gully (SA)	F	54.2
Rocky Gully (SA)	M	57.9
Rocky Plain (SA)	F	100
Rocky Plain (SA)	M	58.3
Rogues Point	M	16.7
Rose Park	F	51.3
Rose Park	M	60.2
Rosedale (SA)	F	76.2
Rosedale (SA)	M	72.2
Rosetown	F	55.7
Rosetown	M	62.5
Rosewater	F	50.9
Rosewater	M	53.9
Roseworthy	F	64.1
Roseworthy	M	70
Rosslyn Park	F	48.6
Rosslyn Park	M	56.5
Rostrevor	F	49.9
Rostrevor	M	56.2
Rowland Flat	F	62.3
Rowland Flat	M	65.4
Roxby Downs	F	69.5
Roxby Downs	M	82.1
Royal Park	F	50.9
Royal Park	M	56
Royston Park	F	61.9
Royston Park	M	62.9
Rudall	F	48.5
Rudall	M	56.4
SA Remainder	F	25
SA Remainder	M	10.3
Saddleworth	F	39.2
Saddleworth	M	48.7
Saints	M	133.3
Salisbury (SA)	F	33.9
Salisbury (SA)	M	46.2
Salisbury Downs	F	40.7
Salisbury Downs	M	52.2
Salisbury East	F	43
