SSC_NAME16	employmentToPopulation
Kulin	57.9
Kulin West	83.3
Kulja	38.5
Kumarina	79.6
Kunjin	61.3
Kununoppin	29.8
Kununurra	65.1
Kurnalpi	75
Kurrenkutten	54.2
Kweda	58.3
Kwelkan	54.5
Kwinana Beach	100
Kwinana Town Centre	50.3
Kwolyin	38.1
Lagrange	21.7
Lake Argyle	51.4
Lake Biddy	71.9
Lake Brown	100
Lake Camm	66.7
Lake Carnegie	90
Lake Clifton	49.6
Lake Darlot	33.3
Lake Deborah	72.1
Lake Grace	65.4
Lake Hinds	80
Lake Jasper	62.5
Lake King	77.6
Lake Margarette	100
Lake Muir	50
Lake Ninan	42.1
Lake Toolbrunup	75
Lake Wells	57.1
Lakelands (WA)	59
Lamington (WA)	71.2
Lancelin	47.8
Landsdale	69.4
Lange	43.4
Langford	51.8
Latham (WA)	62.8
Lathlain	63.1
Laverton (WA)	58.4
Leda	54.7
Ledge Point	39.3
Leederville	67.5
Leeman	38.2
Leeming	63.7
Leinster	58.5
Lennard Brook	57.9
Leonora	57.7
Leschenault	59.4
Lesmurdie	56.2
Lexia	40.7
Lime Lake	100
Linfarne	53.1
Little Grove	59.1
Little Italy	115.4
Lockier	30
Lockridge	47.7
Lockyer (WA)	46.2
Lol Gray	76.9
Lort River	67.9
Lowden	64
Lower Chittering	60.7
Lower Hotham	56.5
Lower King	56
Lowlands	50.4
Ludlow	56.5
Lumeah (WA)	72.7
Lyalls Mill	54.5
Lyndon	60
Lynwood (WA)	54.2
Macleod (WA)	45.2
Maddington	50.1
Madeley	62.4
Madora Bay	63.2
Madura	17.6
Magenta (WA)	100
Magitup	123.8
Mahogany Creek	54.1
Mahomets Flats	57.2
Maida Vale	62.1
Maitland (WA)	100
Malabaine	48.9
Malaga	50
Malebelling	47.1
Mallee Hill	34.6
Malyalling	100
Mandogalup	38
Mandurah	38.7
Manjimup	54.7
Manmanning	60
Manning	58.1
Manypeaks	53.8
Marangaroo	55.7
Maranup	63
Marbelup	69.8
Marble Bar	52.5
Marchagee	96.7
Mardella	66.1
Mardie	70
Margaret River (WA)	64.7
Mariginiup	61.8
Marmion	61.9
Marne	50
Marracoonda	80
Marradong	63.2
Martin	55.2
Marvel Loch	60.5
Marybrook	37.7
Maya	111.8
Mayanup	77
Maylands (WA)	64.6
McAlinden	46
McBeath	38.6
McKail	64
Meadow	30
Meadow Springs	52.3
Meckering	54.7
Meda	81
Medina	44.2
Meekatharra	50.4
Meeking	100
Meelon	66.5
Meenaar	65.5
Meerup	40.9
Melville (WA)	61.9
Menora	42.9
Menzies (WA)	40.4
Merilup	68.4
Merivale	49.2
Merkanooka	64.3
Merredin	54.2
Merriwa (WA)	43.7
Meru	51.4
Metricup	63.5
Mettler	78.9
Miamoon	81.8
Middle Swan	51.1
Middlesex (WA)	71.1
Middleton Beach	51.1
Midland	47.2
Midvale	43.7
Miling	72.4
Millars Well	73.2
Millbridge	70
Millbrook (WA)	64.1
Millendon	56.9
Mills Lake	52.8
Millstream (WA)	60
Milo	60
Milpara	56.3
Mimegarra	77.8
Mindarabin	87
Mindarie (WA)	62.1
Mindarra	57.7
Minding	68
Mingenew	50.8
Minigin	74.1
Minilya	52.6
Minnenooka	83.3
Minnivale	56.7
Minyirr	65
Mira Mar	56.1
Mirrabooka (WA)	46.8
Mobrup	60.5
Mocardy	73.8
Mogumber	63.5
Mokine	52.3
Mokup	63.8
Mollerin	76.5
Molloy Island	31.2
Monjebup	46.2
Monjingup	58.6
Moodiarrup	58.1
Moojebing	79.5
Mooliabeenee	47.6
Moondah	61.5
Moondyne	54.3
Moonies Hill	87.5
Moonyoonooka	65
Moora (WA)	54.6
Mooriary	47.1
Moorine Rock	52.5
Morangup	56.8
Morawa	44.1
Morbinning	73.7
Mordalup	43.5
Moresby (WA)	62.3
Morgantown	46.7
Morley	56.2
Mornington (WA)	36.6
Mosman Park (WA)	56
Moulyinning	54.5
Mount Adams	33.3
Mount Barker (WA)	49.3
Mount Budd	54.5
Mount Burges	34.5
Mount Caroline	72.7
Mount Claremont	55.9
Mount Clarence	51.2
Mount Elphinstone	52.5
Mount Hampton	46.2
Mount Hardey	61.5
Mount Hardman	33.9
Mount Hawthorn	69.4
Mount Helena	60.5
Mount Hill	45.2
Mount Horner	87
Mount Lawley	61.9
Mount Madden	73.9
Mount Magnet	38
Mount Melville	60.5
Mount Nasura	58.6
Mount Ney	60
Mount Pleasant (WA)	59
Mount Richon	51.1
Mount Sheila	78.9
Mount Sheridan (WA)	82.9
Mount Stirling	66.7
Mount Tarcoola	62.6
Mount Walker (WA)	92.5
Muchea	57.6
Muckenburra	63.3
Mueller Ranges	19.9
Muja	43.8
Mukinbudin	57.2
Mulga Downs	59.8
Mullaloo	64.3
Mullalyup	50.8
Mullewa	49.4
Mullingar	60.6
Muluckine	40.6
Mumballup	58
Mumberkine	65.2
Mundaring	54
Mundijong	56
Mundrabilla	62.5
Mungalup	70.3
Munglinup	61.2
Munster	65.4
Muntadgin	54.1
Muradup	66.3
Murchison (WA)	57.1
Murdoch	38.2
Murdong	80
Muresk	66.7
Myalup	48.3
Myaree	55.8
Myrup	62.9
Nabawa	50.4
Nairibin	36.8
Nalkain	83.3
Nalyerlup	83.3
Namban	121.1
Nambeelup	57.9
Nambung	42.9
Nanarup	31.3
Nanga	21.4
Nangeenan	78.4
Nangetty	150
Nannup	48.4
Nanson	48.9
Nanutarra	87.3
Napier	60.2
Naraling	110
Narembeen	51.8
Narngulu	10.1
Narra Tarra	69
Narraloggan	85.7
Narrikup	63.8
Narrogin	50
Narrogin Valley	73.3
Naturaliste	51.8
Naval Base	76.2
Nedlands	57.6
Needilup	74
Neendaling	86.7
Neerabup	43.8
Neergabby	66.5
Nembudding	100
Neridup	76.4
New Norcia	37.1
Newcarlbeon	78.9
Newdegate	73.9
Newlands (WA)	63.6
Newman	63.9
Ngaanyatjarra-Giles	22.3
Nickol	71.3
Nilgen	41.7
Nillup	69.8
Ningaloo	20
Nippering	85.7
Nirimba	66.1
Noggerup	55.1
Nokaning	82.5
Nolba	158.3
Nollamara	58.8
Nomans Lake	83.3
Noranda	56
Nornalup	52.5
Norpa	80
Norseman	46.1
North Baandee	42.4
North Beach (WA)	58.5
North Bodallin	80
North Boyanup	66.9
North Burngup	266.7
North Cascade	75
North Coogee	65.2
North Dandalup	54.3
North Eradu	42.9
North Fremantle	57.5
North Greenbushes	49.5
North Jindong	45.9
North Kellerberrin	84.6
North Kukerin	75
North Kununoppin	77.8
North Lake	64.8
North Lake Grace	83.3
North Moulyinning	84
North Perth	63.9
North Plantations	72.7
North Stirlings	45
North Tammin	75.6
North Trayning	81.3
North Walpole	38.5
North West Cape	40.4
North Wialki	30
North Yelbeni	61.1
North Yunderup	45
Northam	48.5
Northampton	36.3
Northbridge (WA)	51.4
Northcliffe	55.6
Northern Gully	76.5
Nowergup	68.2
Nugadong	33.3
Nukarni	62.5
Nullagine	79.6
Nullaki	28
Nulsen	42.8
Nungarin	40
Nunierra	66.7
Nunile	54.1
Nyabing	70.3
O'Connor (WA)	59.4
Oakford	66.2
Ocean Beach	51
Ocean Reef	64.3
Ogilvie	78
Old Plains	68.2
Oldbury	57.6
Ongerup	48.1
Onslow	61.1
Oombulgurri	93.3
Orana	48.8
Orange Grove (WA)	54.3
Orange Springs	66.7
Orchid Valley	80.6
Ord River	68.3
Orelia	48.2
Osborne Park	62.6
Osmington	66.7
Padbury	64.4
Palgarup	52.6
Pallinup	72.8
Palmdale (WA)	38.9
Palmer (WA)	39.3
Palmyra (WA)	62
Pannawonica	78.4
Pantapin	70.4
Paraburdoo	71.8
Paradise (WA)	60.2
Pardoo	21.2
Parkerville	64.6
Parkeston	15.2
Parkfield	61.9
Parklands (WA)	59.5
Parkwood (WA)	60.2
Parmelia	49.1
Parryville	60.3
Paulls Valley	78.6
Paynedale	54.5
Paynes Find	49
Paynesville (WA)	27.3
Peaceful Bay	30.2
Peak Hill (WA)	63.6
Pearsall	71.1
Peerabeelup	55.6
Pegs Creek	65.8
Pelican Point (WA)	59
Pemberton	53.9
Peppermint Grove	52.1
Peppermint Grove Beach	59.2
Perenjori	67.3
Perillup	68.4
Peron	81.8
Perth (WA)	59.3
Perup	70
Petrudor	100
Piara Waters	73.6
Piawaning	46.8
Piccadilly (WA)	69.9
Pickering Brook	60
Picton (WA)	40.3
Picton East	39.6
Piesse Brook	40.2
Piesseville	66.7
Pindar	61.5
Pingaring	85.7
Pingelly	33
Pingrup	67.9
Pinjar	55.3
Pinjarra	42.9
Pink Lake	62.1
Pintharuka	110.5
Pinwernying	46.7
Pippingarra	52.1
Pithara	62.4
Plumridge Lakes	55.4
Point Samson	68.4
Popanyinning	36.3
Porongurup	54.9
Port Albany	51.9
Port Denison	42.3
Port Hedland	71.1
Port Kennedy	57.8
Preston Beach	27.1
Preston Settlement	47.7
Prevelly	70.5
Pumphreys Bridge	58.8
Purnululu	30
Quairading	36.7
Qualeup	65.9
Quedjinup	54.7
Queens Park (WA)	59.3
Queenwood	63.6
Quelagetting	88.2
Quellington	65.4
Quindalup	60.4
Quindanning	46.5
Quinninup	48.4
Quinns Rocks	63.3
Ranford	57.7
Rangeway	37.2
Ravensthorpe	61.1
Ravenswood (WA)	43.6
Rawlinna	84
Red Gully	71
Red Hill (WA)	50.9
Redbank (WA)	60
Redcliffe (WA)	54.3
Redgate (WA)	66.7
Redmond	61.4
Redmond West	33.9
Regans Ford	94.7
Reinscourt	53.5
Ridgewood (WA)	55.1
Ringbark	62.1
Riverton (WA)	55.2
Rivervale	57.4
Robinson	64.4
Rockingham (WA)	45.9
Rocklea (WA)	42.6
Rocky Gully (WA)	43.1
Roebourne	22.2
Roebuck	53.7
Roelands	66.1
Roleystone	62.3
Rosa Brook	74.2
Rosa Glen	65.7
Rossmore (WA)	50
Rossmoyne	49
Rothsay	83.5
Rottnest Island	27.8
Ruabon	60.3
Rudds Gully	71.8
Ryansbrook	60.5
Sabina River	57.1
Safety Bay	49.6
Salmon Gums	63.9
Salter Point	47.9
Samson	56.4
San Remo (WA)	52
Sandsprings	150
Sandstone	41.9
Sandy Gully (WA)	61.5
Sawyers Valley	57.8
Scaddan	65.7
Scarborough (WA)	67.6
Scotsdale	55.9
Scott River	79.5
Scott River East	94.4
Scotts Brook	70.5
Seabird	29.1
Secret Harbour	67.3
Seppings	64
Serpentine (WA)	54.6
Seville Grove	61.6
Shackleton	52.5
Shadforth (WA)	48.8
Shelley (WA)	57.3
Shenton Park	59.4
Shoalwater (WA)	46.5
Siesta Park	52.9
Silver Sands	49.1
Sinagra	70.6
Sinclair	59.1
Singleton (WA)	61.7
Smith Brook	54.5
Somerville (WA)	69.6
Sorrento (WA)	59.7
South Boulder	48.7
South Bunbury	54.4
South Burracoppin	44.4
South Carnarvon	51.4
South Datatine	75
South Doodlakine	48.8
South Fremantle	57.7
South Glencoe	33.3
South Greenough	51.2
South Guildford	66
South Hedland	61.4
South Kalgoorlie	59.8
South Kukerin	100
South Kumminin	66.1
South Kununoppin	35
South Lake	60.3
South Lake Grace	95.5
South Murchison	21.3
South Newdegate	73.9
South Perth	59.6
South Plantations	72.7
South Quairading	79.2
South Stirling	50
South Tammin	70.5
South Trayning	61.8
South Yelbeni	38.1
South Yilgarn	94.1
South Yuna	61.1
South Yunderup	46.4
Southampton (WA)	48.4
Southern Brook	78.2
Southern Cross (WA)	54.3
Southern River	67.9
Spalding (WA)	40.8
Spearwood	53.1
Spencer Park	45
Spencers Brook	54.7
Springfield (WA)	55.8
Springs	100
St George Ranges	25.1
St James (WA)	55.6
St Ronans	34.8
Stake Hill	62
Stirling (WA)	60.6
Stirling Estate	65.1
Stoneville	59.1
Stove Hill	37
Strathalbyn (WA)	70.4
Stratham	58.5
Stratherne	37.5
Stratton	58.1
Strelley	15.2
Sturt Creek	19.5
Subiaco	60.8
Success	66.2
Sunnyside (WA)	73
Sunset Beach	56.4
Swan View	54.7
Swanbourne	59.1
Takalarup	70
Talandji	75.3
Talbot (WA)	64.2
Talbot West	53.8
Talgomine	53.8
Tamala	100
Tambellup	30.9
Tammin	34.8
Tampu	120
Tanami (WA)	19.1
Tandegin	71.4
Tapping	69.7
Tarcoola Beach	64.4
Tardun	26.9
Tarin Rock	64.5
Teesdale (WA)	60.5
Telfer	63.7
Tenindewa	71
Tenterden (WA)	52.6
The Lakes	58.3
The Plains	79.5
The Vines	67.9
Thomson Brook	57.7
Thornlie	57.5
Three Springs	49.8
Throssell	56.9
Tibradden	80
Tincurrin	62.8
Tingledale	57.9
Tom Price	73.1
Tonebridge	54.5
Toodyay	41.9
Toolibin	36.4
Toompup	75
Torbay	64.9
Torndirrup	4.9
Trayning	38
Treeton	72
Trigg	61.5
Trigwell	40
Tuart Hill	61.8
Turkey Hill	100
Tutunup	64.8
Two Rocks	50
Ucarty	74.3
Ucarty West	63.6
Uduc	63.4
Upper Capel	62.5
Upper Murray	100
Upper Swan	55.6
Upper Warren	45.7
Useless Loop	76
Usher	55.4
Utakarra	46.6
Varley	69.4
Vasse	63.8
Victoria Park	64.1
Victory Heights (WA)	64.2
Viveash	58.2
Wadderin	74.3
Waddington	72.2
Waddy Forest	74.1
Waeel	26.8
Wagerup	65.5
Waggrakine	58.9
Wagin	45.6
Waikiki	55.6
Walebing	61.9
Walgoolan	61.9
Walkaway	58.5
Walliston	59.6
Walmsley	47.1
Walpole	41.3
Walsall	68.8
Walyormouring	71.9
Walyurin	60.9
Wamenusking	72.2
Wandana (WA)	60
Wandering	54.6
Wandi	70.2
Wandillup	53.7
Wandina	67.9
Wanerie	52.9
Wangara	63.2
Wannamal	72.8
Wannanup	49.6
Wanneroo	56
Wansbrough	84.8
Warawarrup	57.9
Warburton (WA)	29.6
Wardering	50
Warding East	90
Warmun	34.4
Warnbro	53.1
Warner Glen	68.3
Waroona	48.5
Warrachuppin	100
Warradarge	72.9
Warralakin	35
Warrenup	63.7
Warwick (WA)	57.1
Waterbank	55.9
Watercarrin	69
Waterford (WA)	56.4
Waterloo (WA)	56.9
Watermans Bay	58.5
Watheroo	66.2
Wattening	64.1
Wattle Grove (WA)	69.5
Wattleup	54.7
Wattoning	66.7
Webberton	54.9
Wedge Island (WA)	25.8
Wedgecarrup	64.8
Wedgefield	74.2
Welbungin	71.4
Wellard	67.7
Wellesley (WA)	55.3
Wellington Forest	71.4
Wellington Mill	66
Wellstead	52.2
Welshpool (WA)	33.3
Wembley	63.7
Wembley Downs	59.6
West Ballidu	62.2
West Beach (WA)	63.3
West Binnu	23.1
West Busselton	50.1
West Casuarinas	81.3
West Coolup	77.2
West End (WA)	34.5
West Fitzgerald	78.6
West Holleton	69.6
West Kalgoorlie	84.2
West Lamington	68.8
West Leederville	64.2
West Lyons River	80
West Perth	60.3
West Pingelly	64.9
West Pinjarra	60
West Popanyinning	46.8
West River	86.7
West Swan	30.6
West Toodyay	52
Westdale (WA)	56.9
Westminster	55
Westonia	69.9
Westwood (WA)	53.8
Whim Creek	34.4
Whitby	65.2
White Gum Valley	59.4
White Peak	63.4
Whiteman	71.4
Whittaker	80
Wialki	39.3
Wickepin	62.3
Wickham (WA)	63.7
Widgiemooltha	42.9
Wilberforce (WA)	68
Wilga	38.3
Wilga West	75
Wilgarrup	57.9
Wilgoyne	63.9
Willagee	53
Willare	27.1
Willetton	58.3
William Bay	46.9
Williams	67.3
Williamstown (WA)	41.9
Willyung	61.4
Wilson	52
Wiluna	56.9
Wilyabrup	65.7
Windabout	63.2
Windy Harbour	16
Winnejup	62.5
Winthrop	59.6
Witchcliffe	67
Withers	41.7
Wittenoom	71.4
Wittenoom Hills	31.3
Wogolin	33.3
Wokalup	39.8
Womarden	78.1
Wongamine	42.1
Wongan Hills	62.3
Wongoondy	70
Wonnerup	50.4
Wonthella	46
Woodanilling	49.6
Woodbridge (WA)	57.8
Woodlands (WA)	54.1
Woodleigh (WA)	100
Woodridge (WA)	44.6
Woodvale (WA)	65.7
Woogenellup	74.6
Woolocutty	54.2
Wooramel	61.5
Wooroloo	14.6
Woorree	61.6
Woottating	67.3
Worsley	32.1
Wubin	52.4
Wundowie	53.3
Wungong	49.6
Wyalkatchem	37.6
Wyening	90
Wyndham (WA)	41.5
Wyola West	80
Xantippe	78.3
Yabberup	43.8
Yakamia	46.6
Yalgoo	61.9
Yallabatharra	49.3
Yallingup	59.9
Yallingup Siding	61
Yalyalup	64.4
Yanchep	56
Yandanooka	66.7
Yandoo Creek	66.7
Yangebup	62.9
Yanmah	50
Yannarie	30
Yarawindah	140
Yardarino	86.8
Yarloop	44.9
Yarragadee	71.4
Yathroo	72.4
Yeagarup	64.6
Yealering	36.8
Yelverton	63.9
Yerecoin	77.6
Yetna	51.7
Yilkari	50
Yilliminning	71.9
Yoganup	100
Yokine	59.2
Yoongarillup	75.4
York	43.6
Yornaning	28.6
Yornup	65.5
Yoting	22.2
Youndegin	47.5
Youngs Siding	59.1
Yourdamung Lake	50
Yuna	126.7
No usual address (WA)	31.8
Migratory - Offshore - Shipping (WA)	78.8
Abbotsham	47
Abels Bay	34.3
Aberdeen (Tas.)	60.2
Acacia Hills (Tas.)	61.7
Acton (Tas.)	47.4
Acton Park (Tas.)	66.6
Adventure Bay	28.6
Akaroa	39.7
Alcomie	43.5
Allens Rivulet	62.8
Alonnah	36.7
Ambleside	54
Andover	59.4
Ansons Bay	19.4
Antill Ponds	70
Apslawn	35.7
Apsley (Tas.)	95.8
Arthur River (Tas.)	29.2
Austins Ferry	58.5
Avoca (Tas.)	40.3
Baden	41.9
Badger Head	28.2
Bagdad	56.3
Bakers Beach	56
Banca	100
Bangor (Tas.)	45.6
Barnes Bay	18.2
Barretta	45.9
Barrington (Tas.)	59.8
Battery Point	54
Beaconsfield (Tas.)	37.1
Beaumaris (Tas.)	40.7
Beauty Point	37.7
Beechford	40.5
Bellerive	53.2
Bellingham	44.2
Berriedale	50.5
Beulah (Tas.)	43.8
Bicheno	46.6
Binalong Bay	38.8
Birchs Bay	38.8
Birralee	49.2
Bishopsbourne	62.1
Black Hills	44.7
Black River (Tas.)	57.1
Blackmans Bay	58.6
Blackstone Heights	66
Blackwall (Tas.)	50.2
Blackwood Creek	54.3
Blessington	59.5
Blue Rocks	57.1
Blumont	50
Boat Harbour (Tas.)	55.7
Boat Harbour Beach	62.7
Bonnet Hill	57.1
Boobyalla	75
Boomer Bay	46.1
Bothwell	53.9
Boyer	65.5
Bracknell	53.3
Bradys Lake	34.7
Branxholm	40.7
Breadalbane (Tas.)	53
Bream Creek	58.4
Bridgenorth	61.2
Bridgewater (Tas.)	35.6
Bridport	50.2
Brighton (Tas.)	62.1
Brittons Swamp	58.1
Broadmarsh	65.9
Broadmeadows (Tas.)	67.7
Bronte Park	34.6
Brooklyn (Tas.)	48.1
Brooks Bay	16.1
Buckland (Tas.)	52.6
Bungaree (Tas.)	37.5
Burnie	51.4
Burns Creek	62.5
Bushy Park (Tas.)	34
Cairns Bay	47.9
Calder	64.8
Cambridge (Tas.)	66
Camdale	62
Camena	45.8
Campania	59.1
Campbell Town	45.8
Cape Barren Island	30.5
Carlton (Tas.)	52.3
Carlton River	49.8
Carrick (Tas.)	60
Castle Forbes Bay	44.4
Castra	41.2
Caveside	52.3
Chain Of Lagoons	47.6
Charlotte Cove	28.6
Chasm Creek	45.8
Chigwell	50.8
Christmas Hills (Tas.)	60.4
Chudleigh	50.6
Claremont (Tas.)	50.9
Clarence Point	33.2
Clarendon Vale	31
Claude Road	44.8
Cleveland (Tas.)	55.6
Clifton Beach (Tas.)	74.3
Cluan	77.4
Colebrook	42.5
Coles Bay	49.2
Collinsvale	58.4
Conara	47.9
Coningham	55.6
Connellys Marsh	53.7
Cooee	50
Copping	49.7
Cornwall (Tas.)	25.9
Cowrie Point	85.7
Crabtree	58.6
Cradle Mountain	74.6
Cradoc	54.1
Cranbrook (Tas.)	49.1
Crayfish Creek	43.2
Cremorne (Tas.)	61.8
Cressy (Tas.)	55.7
Cuckoo	76.9
Cuprona	70
Currie	59.5
Cygnet	43.4
Dairy Plains	70.6
Deddington	44.7
Deep Bay	44.1
Deloraine	42.4
Dennes Point	38.6
Derby (Tas.)	30.8
Derwent Bridge	61.9
Derwent Park	47.2
Deviot	42.9
Devon Hills	57.8
Devonport	45.5
Dilston	59.6
Doctors Rocks	71.4
Dodges Ferry	57.8
Dolphin Sands	23.1
Don	61.7
Douglas River	60.7
Dover	41.3
Downlands	56.1
Dowsing Point	74.3
Dromedary (Tas.)	60
Dulcot	63.3
Dunalley	48.2
Dunorlan	62.6
Dynnyrne	45.5
Dysart (Tas.)	57.8
Eaglehawk Neck	39.7
East Cam	59.3
East Devonport	38.7
East Launceston	59.7
East Ridgley	60.8
Edgcumbe Beach	48.9
Edith Creek	60.2
Egg Lagoon	45
Eggs And Bacon Bay	33.3
Elderslie (Tas.)	46.3
Electrona	66.2
Elizabeth Town	50.2
Ellendale (Tas.)	41.2
Elliott (Tas.)	51.3
Emita	40.4
Emu Heights (Tas.)	66.4
Epping Forest	55.6
Erriba	47.5
Eugenana	68.5
Evandale (Tas.)	50.7
Exeter (Tas.)	49.6
Exton	56.2
Falmouth	47
Fentonbury	40.4
Fern Tree	62.5
Fingal (Tas.)	33.9
Fitzgerald (Tas.)	18.2
Flintstone	100
Flowerdale (Tas.)	59.4
Flowerpot	49.3
Flowery Gully	58.8
Forcett	62.1
Forest	65.8
Forester	27.3
Fortescue (Tas.)	100
Forth	56.4
Forthside	78.3
Four Mile Creek (Tas.)	29.2
Frankford	33.8
Franklin (Tas.)	42.6
Freycinet	50
Friendly Beaches	50
Gagebrook	29.6
Garden Island Creek	36
Gardners Bay	47.8
Gawler (Tas.)	55.9
Geeveston	44.5
Geilston Bay	62.4
George Town	35.7
Gladstone (Tas.)	44.4
Glaziers Bay	45.3
Glebe (Tas.)	62.7
Glen Huon	53.5
Glendevie	37.9
Glenfern (Tas.)	48.6
Glengarry (Tas.)	57.5
Glenlusk	60.5
Glenora	51.5
Glenorchy (Tas.)	44.8
Golconda	68
Golden Valley	37.1
Goodwood (Tas.)	45.4
Gordon (Tas.)	33.1
Gormanston	17.6
Goshen	33.8
Goulds Country	49.3
Gowrie Park	54.2
Granton	65.4
Granville Harbour	10.7
Grasstree Hill	53.5
Grassy	45.5
Gravelly Beach	48.3
Gray (Tas.)	42.6
Great Bay	50
Greens Beach	28.1
Gretna	55.7
Grindelwald	52.1
Grove	62
Gunns Plains	45.9
Hadspen	63.1
Hagley	59.2
Hamilton (Tas.)	39.2
Hampshire	63.8
Harford	69.2
Hastings (Tas.)	54.8
Havenview	50.5
Hawley Beach	49.5
Hayes	40.2
Hellyer	40.9
Henrietta	55.7
Herdsmans Cove	29.8
Herrick	35.7
Heybridge	48.6
Highclere	59.1
Highcroft	58.5
Hillcrest (Tas.)	44.7
Hillwood	50.1
Hobart	48.7
Hollow Tree	40
Holwell	47.3
Honeywood	73.2
Howden	65
Howrah	54.9
Howth	48.8
Huntingfield	67.2
Huonville	47.4
Ida Bay	37.5
Interlaken	15
Invermay (Tas.)	47.4
Irishtown (Tas.)	63.9
Jackeys Marsh	37.8
Jericho (Tas.)	52.1
Jetsonville	49.1
Judbury	43.5
Kaoota	55.7
Karanja	35
Karoola	64.2
Kayena	48.1
Kellevie	58.6
Kelso (Tas.)	37
Kempton	57.9
Kettering	50.5
Killiecrankie	26.1
Kimberley (Tas.)	43.1
Kindred	57.6
Kings Meadows	50.5
Kingston (Tas.)	55.8
Kingston Beach	51.8
Koonya	40.8
Lachlan	57
Lackrana	82.5
Lady Barron	51.4
Lake Leake	42.1
Lake St Clair	75
Lalla	54.7
Lanena	45.3
Lapoinya	43.3
Latrobe	49.2
Lauderdale	61.6
Launceston	53.2
Lawitta	52.7
Lebrina	54.1
Lefroy	41.7
Legana	57.3
Legerwood	52.1
Leith	53.6
Lemont	81.8
Lenah Valley	62
Leslie Vale	64.4
Levendale	51
Lewisham (Tas.)	56.6
Liena	50
Lietinna	72
Liffey	47.7
Lileah	53.4
Lillico (Tas.)	53.8
Lilydale (Tas.)	51.1
Lindisfarne	50.3
Little Swanport	44.3
Loccota	70
Loira	62.6
Longford (Tas.)	48.1
Longley	64.5
Lonnavale	45.1
Loongana	15
Loorana	67
Lorinna	20.4
Lottah	25
Low Head	36.7
Lower Barrington	59.4
Lower Beulah	51.9
Lower Longley	56.7
Lower Marshes	88.9
Lower Snug	60.5
Lower Turners Marsh	63.3
Lower Wattle Grove	45
Lower Wilmot	46.5
Loyetea	21.1
Lucaston	58.2
Lughrata	72.7
Lulworth	44
Lunawanna	33.7
Lune River	30.4
Lutana	55.1
Lymington	44.6
Lymwood	68
Macquarie Plains	56.5
Magra	55.6
Malbina	63.9
Mangalore (Tas.)	64.5
Mangana	28.1
Margate (Tas.)	63.9
Marion Bay (Tas.)	52.6
Marrawah	74.3
Mathinna	24.4
Mawbanna	42.6
Mayberry	47.1
Maydena	28.6
Mayfield (Tas.)	38.8
Meadowbank (Tas.)	125
Meander	51.5
Mella	57.4
Melrose (Tas.)	65.4
Melton Mowbray	62.3
Memana	83.1
Mengha	60.2
Merseylea	45.2
Miandetta (Tas.)	52.7
Middleton (Tas.)	47.4
Midway Point	58.2
Miena	31.6
Milabena	52.1
Moina	44.8
Mole Creek	46.9
Molesworth (Tas.)	62.2
Moltema	47.1
Montagu	76.1
Montagu Bay	55.1
Montana	46.3
Montello	49.9
Montrose (Tas.)	52.6
Montumana	60.9
Moogara	45.7
Moonah	51.5
Mooreville	58.6
Moorina (Tas.)	27.3
Moorleah	55
Moriarty	61.4
Mornington (Tas.)	54.9
Mount Direction	58
Mount Hicks	56.7
Mount Lloyd	35.7
Mount Nelson	56
Mount Rumney	66.2
Mount Seymour	30.2
Mount Stuart (Tas.)	62.8
Mountain River	58.1
Mowbray (Tas.)	42.2
Murdunna	31.9
Musselroe Bay	18.9
Myalla (Tas.)	59
Myrtle Bank (Tas.)	40.6
Nabageena	33.3
Nabowla	59.8
Naracoopa	34.4
National Park	26.3
Natone	62.2
Needles	76.7
Neika	54.3
New Norfolk	43.5
New Town (Tas.)	53.8
Newnham	47.4
Newstead (Tas.)	51.6
Nicholls Rivulet	48.2
Nietta	33.9
Nile	55.5
Nook	56.5
North Bruny	38.8
North Hobart	60.5
North Lilydale	64.8
North Motton	54
North Scottsdale	59.2
Northdown	57.3
Norwood (Tas.)	52.3
Notley Hills	41.5
Nowhere Else	41.2
Nubeena	40.1
Nugara	65.3
Nugent	62.1
Nunamara	51.2
Oakdowns	70.6
Oaks	60.5
Oatlands (Tas.)	40.8
Ocean Vista	58.7
Old Beach	66.3
Oldina	50.5
Opossum Bay	45
Orford (Tas.)	40.9
Orielton	66.7
Osmaston	75.6
Osterley (Tas.)	25
Otago	58.4
Ouse	47.7
Oyster Cove (Tas.)	56.5
Paloona	38.8
Paradise (Tas.)	32.7
Parattah	34.7
Park Grove	56.4
Parkham	59.6
Parklands (Tas.)	53.4
Patersonia	44.9
Pawleena	52.7
Pawtella	48.3
Pearshape	60
Pegarah	68.8
Pelham (Tas.)	9.7
Pelverata	50.8
Penguin	51.6
Penna	62.8
Perth (Tas.)	59.1
Petcheys Bay	45.7
Pioneer (Tas.)	31
Pipers Brook	60.6
Pipers River	51
Plenty (Tas.)	56.6
Poatina	42.9
Police Point	38.6
Pontville	64.9
Pontypool	34.1
Port Arthur (Tas.)	33.5
Port Huon	41.9
Port Sorell	48
Powranna	57.9
Premaydena	45.6
Preolenna	22.5
Preservation Bay	50
Preston (Tas.)	52.8
Primrose Sands	37.5
Promised Land	58.1
Prospect (Tas.)	56.6
Prospect Vale	53.1
Punchbowl (Tas.)	54.1
Pyengana	58.5
Quamby Bend	66.7
Quamby Brook	47.2
Queens Domain	81.8
Queenstown (Tas.)	40.9
