SSC_NAME16	Sex	labourForceParticipation
Memerambi	M	56.1
Mena Creek	F	59.4
Mena Creek	M	58.4
Menzies (Qld)	F	70.1
Menzies (Qld)	M	69.7
Mer Island	F	36.7
Mer Island	M	38.5
Meridan Plains	F	55.7
Meridan Plains	M	65.6
Meringandan	F	71.8
Meringandan	M	71.1
Meringandan West	F	65.3
Meringandan West	M	74.7
Merlwood	F	51.6
Merlwood	M	69.4
Mermaid Beach	F	66
Mermaid Beach	M	72.4
Mermaid Waters	F	57.2
Mermaid Waters	M	66.1
Merrimac	F	58.5
Merrimac	M	66.5
Merritts Creek	F	50
Merritts Creek	M	75
Merryburn	F	62.3
Merryburn	M	69.9
Merryvale	F	27.3
Mexico	F	114.3
Mexico	M	100
Mia Mia (Qld)	F	70.7
Mia Mia (Qld)	M	67.3
Miallo	F	55
Miallo	M	64.2
Miami	F	62.6
Miami	M	68.3
Miara	F	33.3
Miara	M	33.3
Mica Creek	F	69.1
Mica Creek	M	68.3
Middle Park (Qld)	F	61.8
Middle Park (Qld)	M	71.1
Middle Ridge	F	54.7
Middle Ridge	M	66.8
Middlebrook	F	52.4
Middlebrook	M	56.5
Middlemount	F	64.7
Middlemount	M	74.6
Middleton (Qld)	F	100
Midge Point	F	44.6
Midge Point	M	43.3
Midgee (Qld)	F	69.2
Midgee (Qld)	M	63.2
Midgenoo	F	45
Midgenoo	M	47.6
Midgeree Bar	F	59.1
Midgeree Bar	M	106.7
Mighell	F	49.7
Mighell	M	53.9
Milbong	F	51.6
Milbong	M	60
Miles	F	52
Miles	M	63.7
Miles End	F	64
Miles End	M	73.5
Milford	F	52.5
Milford	M	64.6
Millaa Millaa	F	51.2
Millaa Millaa	M	52.6
Millaroo	F	46.4
Millaroo	M	84.1
Millbank (Qld)	F	38.3
Millbank (Qld)	M	47.9
Millchester	F	55
Millchester	M	62.9
Millmerran	F	49.2
Millmerran	M	62.9
Millmerran Downs	F	14.3
Millmerran Downs	M	16.3
Millmerran Woods	F	14.3
Millmerran Woods	M	27.1
Millstream (Qld)	F	37
Millstream (Qld)	M	35.2
Millwood	F	50
Millwood	M	90.9
Milman	F	66.7
Milman	M	65.9
Milora	F	48.9
Milora	M	57.7
Milton (Qld)	F	67.7
Milton (Qld)	M	73.3
Mimosa (Qld)	F	72.7
Mimosa (Qld)	M	81.8
Minbun	F	59.3
Minbun	M	60
Minden	F	56.9
Minden	M	66.4
Minerva	F	80
Minerva	M	77.3
Mingo	F	57.1
Mingo	M	50
Mingoola (Qld)	F	42.9
Mingoola (Qld)	M	83.3
Minnamoolka	F	38.5
Minnamoolka	M	72.7
Minnie Downs	F	37.5
Minnie Downs	M	66.7
Minyama	F	50.5
Minyama	M	60.2
Mirani	F	52.7
Mirani	M	64
Miriam Vale	F	46.8
Miriam Vale	M	59.8
Mirriwinni	F	61.8
Mirriwinni	M	57.8
Missen Flat	F	37.5
Missen Flat	M	100
Mission Beach	F	56.2
Mission Beach	M	57.2
Mission River	F	24.5
Mission River	M	43.5
Mistake Creek	F	125
Mistake Creek	M	83.3
Mitchell (Qld)	F	56.4
Mitchell (Qld)	M	65.2
Mitchelton	F	62.2
Mitchelton	M	70.8
Miva	F	70
Miva	M	19
Moa Island	F	44
Moa Island	M	50
Moffat Beach	F	57.5
Moffat Beach	M	63.1
Moffatdale	F	56.3
Moffatdale	M	60
Moggill	F	66.5
Moggill	M	75.1
Molangul	F	60
Molangul	M	37.5
Molendinar	F	61.6
Molendinar	M	69.9
Mon Repos	F	33.3
Mon Repos	M	76.9
Mona Mona	F	30
Mona Mona	M	18.8
Mona Park	F	75.7
Mona Park	M	84.9
Monal	F	44.4
Monal	M	47.4
Monduran	F	37.5
Monduran	M	41.7
Mondure	F	40.5
Mondure	M	56.8
Monkland	F	46.2
Monkland	M	57
Monogorilby	F	62.5
Monogorilby	M	75
Mons	F	54.9
Mons	M	64.5
Monsildale	M	30
Monto	F	44.1
Monto	M	52.5
Montrose (Western Downs - Qld)	F	38.5
Montrose (Western Downs - Qld)	M	81
Montville	F	52.2
Montville	M	58.6
Moodlu	F	51.8
Moodlu	M	58.3
Mooga	M	71.4
Moogerah	F	41.3
Moogerah	M	52.1
Moola	F	69
Moola	M	77.2
Moolboolaman	F	33.1
Moolboolaman	M	38.8
Mooloo	F	71.4
Mooloo	M	57.1
Mooloolaba	F	57.1
Mooloolaba	M	62
Mooloolah Valley	F	60.2
Mooloolah Valley	M	66.1
Moombra	F	71.4
Moombra	M	100
Moomin	F	51.8
Moomin	M	58.2
Moondooner	F	37.9
Moondooner	M	68.2
Moonford	F	57.9
Moonford	M	62.9
Moongan	F	42
Moongan	M	49.1
Moonie	F	71.4
Moonie	M	71.1
Moorang	F	77.8
Moorang	M	81
Moore	F	34.9
Moore	M	43.6
Moore Park Beach	F	42.5
Moore Park Beach	M	48.2
Moores Pocket	F	27.9
Moores Pocket	M	37.7
Moorina (Qld)	F	60.1
Moorina (Qld)	M	69.8
Moorland (Qld)	F	59
Moorland (Qld)	M	62
Mooroobool	F	56.8
Mooroobool	M	64
Moorooka	F	64.3
Moorooka	M	70.8
Moraby	F	73.3
Moraby	M	63.2
Moranbah	F	66.7
Moranbah	M	79.1
Morayfield	F	57
Morayfield	M	67.7
Morella	F	72.7
Morella	M	106.7
Moresby (Qld)	F	59.6
Moresby (Qld)	M	70.3
Moreton Island	F	57.6
Moreton Island	M	66.2
Morgan Park	F	85.3
Morgan Park	M	84.2
Morganville	F	39.5
Morganville	M	42.9
Morinish	F	75
Morinish	M	76.2
Morningside	F	72.9
Morningside	M	77.7
Mornington (Qld)	F	64.7
Mornington (Qld)	M	67.5
Morton Vale	F	26.7
Morton Vale	M	46.6
Morven (Qld)	F	54.7
Morven (Qld)	M	65.1
Morwincha	F	46.7
Morwincha	M	70
Mosman Park (Qld)	F	54.1
Mosman Park (Qld)	M	56.3
Mosquito Creek	M	77.8
Mossman	F	50.2
Mossman	M	54.8
Mossman Gorge	F	48.1
Mossman Gorge	M	54.8
Mothar Mountain	F	50.7
Mothar Mountain	M	55.6
Motley	M	66.7
Mount Abundance	F	75
Mount Abundance	M	84.1
Mount Alford	F	53.8
Mount Alford	M	55.2
Mount Alma	F	60
Mount Alma	M	72
Mount Archer (Rockhampton - Qld)	F	68.4
Mount Archer (Rockhampton - Qld)	M	66.7
Mount Archer (Somerset - Qld)	F	55.1
Mount Archer (Somerset - Qld)	M	59.8
Mount Barney	F	42.9
Mount Barney	M	63.6
Mount Beppo	F	47.7
Mount Beppo	M	59.8
Mount Berryman	F	48.7
Mount Berryman	M	50
Mount Bindango	F	38.5
Mount Bindango	M	70
Mount Binga	F	46.4
Mount Binga	M	65.4
Mount Britton	M	100
Mount Byron	F	66.7
Mount Byron	M	55.6
Mount Carbine	F	28.6
Mount Carbine	M	35.1
Mount Chalmers	F	51.1
Mount Chalmers	M	59
Mount Charlton	F	51.5
Mount Charlton	M	65.2
Mount Colliery	F	42.3
Mount Colliery	M	46.9
Mount Coolon	F	63
Mount Coolon	M	66.7
Mount Coolum	F	59.5
Mount Coolum	M	65.9
Mount Cotton	F	75.1
Mount Cotton	M	82.9
Mount Crosby	F	68.8
Mount Crosby	M	76.3
Mount Darry	F	81.3
Mount Darry	M	121.4
Mount Debateable	F	50
Mount Debateable	M	83.3
Mount Delaney	F	46.7
Mount Delaney	M	53.3
Mount Edwards	F	41.9
Mount Edwards	M	52
Mount Emlyn	F	75
Mount Emlyn	M	100
Mount Enniskillen	F	100
Mount Enniskillen	M	180
Mount Forbes	F	56.3
Mount Forbes	M	57.9
Mount Fox	F	48.4
Mount Fox	M	48.6
Mount French	F	61.5
Mount French	M	55.6
Mount Gardiner	F	25
Mount Gardiner	M	17.6
Mount Garnet	F	36.3
Mount Garnet	M	37.1
Mount Gipps	F	114.3
Mount Gipps	M	100
Mount Glorious	F	54
Mount Glorious	M	62.5
Mount Gravatt	F	59.5
Mount Gravatt	M	67.3
Mount Gravatt East	F	61.9
Mount Gravatt East	M	70.7
Mount Hallen	F	40
Mount Hallen	M	47.7
Mount Howe	M	100
Mount Hutton (Qld)	F	62.5
Mount Hutton (Qld)	M	85.7
Mount Irving	F	30
Mount Irving	M	57.1
Mount Isa	F	74.3
Mount Isa	M	83.6
Mount Isa City	F	84.4
Mount Isa City	M	69.2
Mount Jukes	F	57.9
Mount Jukes	M	62.1
Mount Julian	F	68.1
Mount Julian	M	70.8
Mount Kelly	F	72.9
Mount Kelly	M	81.1
Mount Kilcoy	F	61.6
Mount Kilcoy	M	55.3
Mount Kynoch	F	66
Mount Kynoch	M	72.4
Mount Larcom	F	51.1
Mount Larcom	M	70
Mount Lawless	F	50
Mount Lawless	M	100
Mount Lofty	F	60.3
Mount Lofty	M	65.4
Mount Louisa	F	69.6
Mount Louisa	M	75.7
Mount Low	F	73.1
Mount Low	M	76.9
Mount Luke	F	50
Mount Luke	M	68.4
Mount Macarthur	F	133.3
Mount Macarthur	M	100
Mount Maria	F	47.4
Mount Maria	M	37.5
Mount Marlow	F	75.6
Mount Marlow	M	72.4
Mount Marrow	F	57.8
Mount Marrow	M	63.9
Mount Marshall	F	51
Mount Marshall	M	58.1
Mount Martin	F	60
Mount Martin	M	59.5
Mount Mceuen	F	37.5
Mount Mceuen	M	70.6
Mount Mee	F	50.7
Mount Mee	M	54.7
Mount Mellum	F	54.5
Mount Mellum	M	58.6
Mount Molar	F	68.2
Mount Molar	M	79.2
Mount Molloy	F	42.7
Mount Molloy	M	41.4
Mount Morgan	F	33.2
Mount Morgan	M	39.3
Mount Moriah	F	100
Mount Moriah	M	133.3
Mount Mort	F	52.4
Mount Mort	M	47.4
Mount Murchison	F	59
Mount Murchison	M	61
Mount Nathan	F	63.3
Mount Nathan	M	69.3
Mount Nebo	F	59.1
Mount Nebo	M	63.2
Mount Ommaney	F	54.3
Mount Ommaney	M	65.9
Mount Ossa	F	62.8
Mount Ossa	M	71.3
Mount Pelion	F	49
Mount Pelion	M	60.7
Mount Perry	F	31.9
Mount Perry	M	39.7
Mount Peter	F	73.3
Mount Peter	M	64.1
Mount Pleasant (Mackay - Qld)	F	54.2
Mount Pleasant (Mackay - Qld)	M	65
Mount Pleasant (Moreton Bay - Qld)	F	58.3
Mount Pleasant (Moreton Bay - Qld)	M	65
Mount Pluto	F	75
Mount Pluto	M	100
Mount Rascal	F	65.7
Mount Rascal	M	70.5
Mount Samson	F	59.8
Mount Samson	M	72.6
Mount Sheridan (Qld)	F	66.8
Mount Sheridan (Qld)	M	72.6
Mount St John	F	58.3
Mount St John	M	62.8
Mount Stanley	M	166.7
Mount Steadman	F	100
Mount Sturt	F	100
Mount Sturt	M	40
Mount Surprise	F	43.1
Mount Surprise	M	54.7
Mount Surround	F	69
Mount Surround	M	68.8
Mount Sylvia	F	46.2
Mount Sylvia	M	62.8
Mount Tabor	F	53.1
Mount Tabor	M	78.1
Mount Tarampa	F	53.2
Mount Tarampa	M	53.6
Mount Tom	F	50
Mount Tom	M	86.4
Mount Tully	F	64.3
Mount Tully	M	41.7
Mount Tyson	F	61.8
Mount Tyson	M	77.7
Mount Urah	F	30
Mount Urah	M	16.7
Mount Walker (Qld)	F	58.5
Mount Walker (Qld)	M	63
Mount Walker West	F	66.7
Mount Walker West	M	33.3
Mount Warren Park	F	55
Mount Warren Park	M	65.6
Mount Whitestone	F	50
Mount Whitestone	M	73.2
Mount Wyatt	F	50
Mount Wyatt	M	72.7
Mountain Camp	F	61.5
Mountain Camp	M	44.4
Mountain Creek (Qld)	F	69.1
Mountain Creek (Qld)	M	74.8
Moura	F	55.8
Moura	M	69.8
Mourilyan	F	53.6
Mourilyan	M	64.1
Mourilyan Harbour	F	64.4
Mourilyan Harbour	M	63.6
Mowbray (Qld)	F	66.9
Mowbray (Qld)	M	64
Moy Pocket	F	48.8
Moy Pocket	M	63.4
Mp Creek	F	75
Mp Creek	M	64.7
Muckadilla	F	63.6
Muckadilla	M	66.7
Mudgeeraba	F	62.6
Mudgeeraba	M	70.1
Mudjimba	F	64.5
Mudjimba	M	70.2
Muirlea	F	46.4
Muirlea	M	60
Mulambin	F	57.4
Mulambin	M	64.8
Mulara	F	41.5
Mulara	M	59.4
Mulgildie	F	64.5
Mulgildie	M	67.1
Mulgowie	F	64.3
Mulgowie	M	50
Mulgrave (Qld)	F	100
Mulgrave (Qld)	M	83.3
Mullett Creek	F	53.3
Mullett Creek	M	39
Munbilla	F	77.8
Munbilla	M	74.4
Munbura	F	44
Munbura	M	64.4
Mundingburra	F	52.8
Mundingburra	M	58.8
Mundoo	F	71.4
Mundoo	M	77.5
Mundoolun	F	60.2
Mundoolun	M	67.3
Mundowran	F	56.5
Mundowran	M	61.7
Mundubbera	F	55.6
Mundubbera	M	64.3
Mungabunda	F	68
Mungabunda	M	100
Mungallala	F	60
Mungallala	M	79.7
Mungallala South	F	71.4
Mungallala South	M	100
Mungalli	F	60
Mungalli	M	58.8
Mungar	F	45.1
Mungar	M	49.3
Mungindi (Qld)	F	60
Mungindi (Qld)	M	62.5
Mungungo	F	71.4
Mungungo	M	51.5
Muniganeen	F	85
Muniganeen	M	63.2
Munna Creek	F	114.3
Munna Creek	M	53.8
Munro Plains	F	53.1
Munro Plains	M	62.5
Munruben	F	65.8
Munruben	M	74.6
Murarrie	F	68.7
Murarrie	M	77.1
Murgon	F	40
Murgon	M	49.6
Murphys Creek (Qld)	F	52.2
Murphys Creek (Qld)	M	64.2
Murray	F	56.9
Murray	M	59.4
Murray Upper	F	46.2
Murray Upper	M	52.2
Murrays Bridge	F	73.3
Murrays Bridge	M	78.4
Murrigal	F	59.3
Murrigal	M	75.6
Murrumba	M	100
Murrumba Downs	F	60.5
Murrumba Downs	M	71.7
Mutarnee	F	61.4
Mutarnee	M	54.4
Mutchilba	F	64.4
Mutchilba	M	70.2
Mutdapilly	F	58.5
Mutdapilly	M	66.9
Muttaburra	F	44.4
Muttaburra	M	43.2
Myall Park (Qld)	F	60
Myall Park (Qld)	M	71.4
Myrtlevale	F	63.9
Myrtlevale	M	79.4
Mysterton	F	67.4
Mysterton	M	71.7
Nahrunda	F	32.9
Nahrunda	M	50
Nambour	F	49.6
Nambour	M	57.8
Nanango	F	35.2
Nanango	M	36.9
Nandi	F	60.5
Nandi	M	70.5
Nandowrie	F	73.3
Nandowrie	M	89.5
Nangram	F	100
Nangram	M	100
Nangwee	F	55
Nangwee	M	100
Nankin	F	59
Nankin	M	79.4
Nanum	F	72.9
Nanum	M	85.5
Narangba	F	68.1
Narangba	M	76.8
Narko	F	25
Narko	M	114.3
Nathan	F	59.1
Nathan	M	59.6
Natural Bridge	F	41.7
Natural Bridge	M	42.9
Nearum	F	60
Nebine	F	160
Nebine	M	57.1
Nebo	F	55.3
Nebo	M	67.2
Neerdie	F	34.8
Neerdie	M	35.8
Nelly Bay	F	48.7
Nelly Bay	M	45.3
Nerada	F	47.1
Nerada	M	79.1
Nerang	F	55.3
Nerang	M	62.8
Neranwood	F	50
Neranwood	M	58.1
Nerimbera	F	38.5
Nerimbera	M	61.3
Netherby (Qld)	F	50
Netherby (Qld)	M	47.4
Netherdale	F	42.5
Netherdale	M	59
Neurum	F	41.4
Neurum	M	64.1
Neusa Vale	F	70
Neusa Vale	M	48
Nevilton	F	61.5
Nevilton	M	35.7
New Auckland	F	58.4
New Auckland	M	76.7
New Beith	F	71
New Beith	M	79
New Farm	F	61.9
New Farm	M	66.8
New Harbourline	F	61
New Harbourline	M	66.7
New Mapoon	F	70
New Mapoon	M	75.2
New Moonta	F	37.9
New Moonta	M	25.7
Newell	F	55.4
Newell	M	53.7
Newlands (Qld)	F	65.4
Newlands (Qld)	M	88.5
Newmarket	F	67.7
Newmarket	M	75.3
Newport (Qld)	F	57.7
Newport (Qld)	M	66.2
Newstead (Qld)	F	61.4
Newstead (Qld)	M	69.2
Newtown (Ipswich - Qld)	F	56.5
Newtown (Ipswich - Qld)	M	59.8
Newtown (Toowoomba - Qld)	F	53.9
Newtown (Toowoomba - Qld)	M	64.1
Nikenbah	F	65.6
Nikenbah	M	65
Nindaroo	F	64.4
Nindaroo	M	70.3
Ninderry	F	59.8
Ninderry	M	66.6
Nindooinbah	F	67.6
Nindooinbah	M	72.4
Nine Mile (Qld)	F	69.2
Nine Mile (Qld)	M	90
Nine Mile Creek	F	42.9
Nine Mile Creek	M	70
Ningi	F	50.4
Ningi	M	58
Nive	F	91.7
Nive	M	73.3
No 4 Branch	F	51.6
No 4 Branch	M	56
No 5 Branch	F	100
No 5 Branch	M	100
No 6 Branch	F	48
No 6 Branch	M	73.7
Nobby	F	55.5
Nobby	M	64
Nockatunga	F	100
Nome	F	61.2
Nome	M	61.4
Noorama	F	90.9
Noorama	M	70
Noorindoo	F	81.8
Noorindoo	M	91.7
Noosa Heads	F	47.8
Noosa Heads	M	54.2
Noosa North Shore	F	40.5
Noosa North Shore	M	51.2
Noosaville	F	45.7
Noosaville	M	52.2
Norman Gardens	F	60.6
Norman Gardens	M	67.8
Norman Park	F	73.8
Norman Park	M	78.6
Normanton	F	51.8
Normanton	M	58
North Aramara	F	33.3
North Aramara	M	50
North Arm (Qld)	F	62.6
North Arm (Qld)	M	64.3
North Booval	F	51.3
North Booval	M	64.3
North Branch (Southern Downs - Qld)	F	66.7
North Branch (Southern Downs - Qld)	M	50
North Branch (Toowoomba - Qld)	F	123.1
North Branch (Toowoomba - Qld)	M	116.7
North Bungunya	F	50
North Bungunya	M	121.4
North Deep Creek	F	41.7
North Deep Creek	M	60.7
North Eton	F	59.7
North Eton	M	79.5
North Gregory	F	45.5
North Gregory	M	69.2
North Ipswich	F	51.4
North Ipswich	M	62.3
North Isis	F	47.5
North Isis	M	53.2
North Johnstone	F	41.5
North Johnstone	M	51.9
North Lakes	F	64.7
North Lakes	M	76.9
North Mackay	F	51.4
North Mackay	M	62.6
North Maclagan	F	100
North Maclean	F	56.4
North Maclean	M	59.7
North Maleny	F	42.5
North Maleny	M	52.2
North Stradbroke Island	F	47.2
North Stradbroke Island	M	40
North Talwood	F	50.9
North Talwood	M	73.1
North Tivoli	F	84.4
North Tivoli	M	46.9
North Toowoomba	F	58.8
North Toowoomba	M	66.4
North Ward	F	62.1
North Ward	M	65.1
Northgate (Qld)	F	68.9
Northgate (Qld)	M	75
Norville	F	47.7
Norville	M	54.9
Norwell	F	62
Norwell	M	67.4
Norwin	F	54.8
Norwin	M	57.9
Nudgee	F	58.7
Nudgee	M	75.6
Nudgee Beach	F	56.9
Nudgee Beach	M	68.6
Nukku	F	37.5
Nukku	M	44.4
Numinbah Valley	F	17.4
Numinbah Valley	M	70.8
Nundah	F	69.4
Nundah	M	76.3
Nundubbermere	F	71.4
Nundubbermere	M	62.8
Nutgrove	F	36.4
Nutgrove	M	50
O'Bil Bil	F	53.3
O'Bil Bil	M	72.2
O'Briens Hill	F	100
O'Briens Hill	M	62.5
O'Connell (Qld)	F	60.9
O'Connell (Qld)	M	72.4
Oak Beach	F	69.9
Oak Beach	M	62.5
Oak Valley	F	62.8
Oak Valley	M	65.2
Oakdale (Qld)	F	54.5
Oakdale (Qld)	M	38.5
Oakenden	F	64.5
Oakenden	M	66.5
Oakey	F	52.4
Oakey	M	62.4
Oakhurst (Qld)	F	62.1
Oakhurst (Qld)	M	62.8
Oakview	F	33.3
Oakview	M	38.9
Oakwood (Qld)	F	30.2
Oakwood (Qld)	M	43.2
Oaky Creek	F	53.7
Oaky Creek	M	66.7
Oberina	F	100
Oberina	M	150
Obi Obi	F	46.2
Obi Obi	M	52.6
Obum Obum	F	51.8
Obum Obum	M	42.3
Ocean View	F	59.5
Ocean View	M	63.9
Ogmore	F	54.5
Ogmore	M	62.3
Okeden	F	30
Okeden	M	81.8
Old Cooranga	F	175
Old Cooranga	M	47.4
Old Talgai	F	20
Old Talgai	M	58.3
Oman Ama	F	46.2
Oman Ama	M	77.8
One Mile (Qld)	F	44.3
One Mile (Qld)	M	57.5
Oombabeer	F	61.1
Oombabeer	M	84.6
Oonoonba	F	64.9
Oonoonba	M	65.5
Ooralea	F	64.4
Ooralea	M	75.4
Opalton	F	47.4
Opalton	M	52.8
Orallo	F	27.3
Orallo	M	50
Orange Creek	F	68.1
Orange Creek	M	81
Orange Hill	F	74.2
Orange Hill	M	64.6
Orion	F	66.7
Orion	M	86.5
Ormeau	F	64.6
Ormeau	M	74
Ormeau Hills	F	71.7
Ormeau Hills	M	79.7
Ormiston	F	55.9
Ormiston	M	66.4
Osborne (Qld)	F	62.1
Osborne (Qld)	M	76
Ottaba	F	37.5
Ottaba	M	40
Owanyilla	F	50
Owanyilla	M	53.3
Owens Creek	F	39.3
Owens Creek	M	59.6
Oxenford	F	63.4
Oxenford	M	72.6
Oxford	F	60
Oxford	M	85.7
Oxley (Qld)	F	60.7
Oxley (Qld)	M	69.2
Oyster Creek	F	31.6
Oyster Creek	M	35.3
Pacific Haven	F	33.8
Pacific Haven	M	29.5
Pacific Heights	F	61.9
Pacific Heights	M	68.4
Pacific Paradise	F	56.8
Pacific Paradise	M	64.9
Pacific Pines	F	66.6
Pacific Pines	M	77
Packers Camp	F	76.3
Packers Camp	M	71.4
Paddington (Qld)	F	72.1
Paddington (Qld)	M	78.1
Paddys Green	F	58.9
Paddys Green	M	66.7
Paget	F	66.3
Paget	M	61
Palen Creek	F	43.9
Palen Creek	M	16.8
Palgrave	F	50
Palgrave	M	88.9
Pallara	F	53.6
Pallara	M	62.8
Pallarenda	F	67
Pallarenda	M	67.5
Palm Beach (Qld)	F	58.8
Palm Beach (Qld)	M	65.7
Palm Cove	F	58.4
Palm Cove	M	59.3
Palm Grove (Qld)	F	54.8
Palm Grove (Qld)	M	52.3
Palm Island	F	41
Palm Island	M	42.7
Palmerston (Qld)	M	100
Palmtree	F	64.3
Palmtree	M	62.9
Palmview	F	68.6
Palmview	M	70.6
Palmwoods (Qld)	F	57.9
Palmwoods (Qld)	M	62.8
Palmyra (Qld)	F	64.7
Palmyra (Qld)	M	71
Paluma	F	38.5
Paluma	M	33.3
Pampas	F	53.6
Pampas	M	85.2
Paradise Point	F	50.9
Paradise Point	M	58.8
Park Avenue	F	52.6
Park Avenue	M	62.6
Park Ridge	F	30.3
Park Ridge	M	42.6
Park Ridge South	F	57.9
Park Ridge South	M	68.8
Parkhurst	F	66.1
Parkhurst	M	71.4
Parkinson	F	66.2
Parkinson	M	76.1
Parklands (Qld)	F	54.5
Parklands (Qld)	M	65.5
Parknook	F	88.2
Parknook	M	83.3
Parkside (Qld)	F	66.7
Parkside (Qld)	M	72.1
Parkwood (Qld)	F	62.2
Parkwood (Qld)	M	69
Parramatta Park	F	62.2
Parramatta Park	M	61.3
Parrearra	F	52
Parrearra	M	61.2
Pasha	F	62.5
Pasha	M	109.5
Passchendaele	F	25
Passchendaele	M	53.3
Paterson (Qld)	F	38.5
Paterson (Qld)	M	39.3
Patrick	F	76.9
Patrick	M	122.2
Patrick Estate	F	54.5
Patrick Estate	M	56.8
Pauls Pocket	F	61.5
Pauls Pocket	M	64.3
Peachester	F	57.1
Peachester	M	63
Peacock Siding	F	58.1
Peacock Siding	M	66.7
Peak Crossing	F	59
Peak Crossing	M	71.3
Peak Vale	F	100
Peak Vale	M	123.1
Pechey	F	42
Pechey	M	45.5
Peeramon	F	53.8
Peeramon	M	62.8
Pelham (Qld)	F	100
Pelham (Qld)	M	233.3
Pelican (Qld)	M	66.7
Pelican Creek	F	40
Pelican Creek	M	50
Pelican Waters	F	45.7
Pelican Waters	M	51.9
Pentland	F	55.9
Pentland	M	56.2
Peranga	F	54.2
Peranga	M	55.3
Peregian Beach	F	59.9
Peregian Beach	M	65.2
Peregian Springs	F	54.4
Peregian Springs	M	63
Perseverance	F	63
Perseverance	M	80
Perwillowen	F	56.3
Perwillowen	M	67
Petford	F	16.7
Petford	M	23.1
Petrie	F	65
Petrie	M	73.5
Petrie Terrace	F	76.3
Petrie Terrace	M	73.6
Pheasant Creek (Qld)	F	45
Pheasant Creek (Qld)	M	82.4
Philpott	F	100
Philpott	M	38.9
Pialba	F	35.6
Pialba	M	43.6
Pickanjinnie	F	66.7
Pickanjinnie	M	81
Picnic Bay	F	56.5
Picnic Bay	M	56.6
Pie Creek	F	56.5
Pie Creek	M	63.3
Pierces Creek	F	36.4
Pierces Creek	M	37.1
Pikedale	F	75
Pikedale	M	62.5
Pikes Creek	F	50
Pikes Creek	M	58.3
Pile Gully	M	100
Pilerwa	F	45
Pilerwa	M	52.6
Pilton	F	60.5
Pilton	M	89.2
Pimlico (Qld)	F	54.8
Pimlico (Qld)	M	62.4
Pimpama	F	61.7
Pimpama	M	74
Pimpimbudgee	F	51.6
Pimpimbudgee	M	63
Pin Gin Hill	F	58.7
Pin Gin Hill	M	67.1
Pinbarren	F	57.1
Pinbarren	M	56.8
Pindi Pindi	F	54.1
Pindi Pindi	M	61.9
Pine Creek (Qld)	F	50.5
Pine Creek (Qld)	M	62.6
Pine Hill (Qld)	F	100
Pine Mountain (Qld)	F	70.4
Pine Mountain (Qld)	M	70.6
Pinelands (Qld)	F	65.7
Pinelands (Qld)	M	59
Pinevale	F	60
Pinevale	M	66.7
Pinjarra Hills	F	34.4
Pinjarra Hills	M	52.4
Pink Lily	F	61.4
Pink Lily	M	66.7
Pinkenba	F	45
Pinkenba	M	44
Pinnacle (Qld)	F	53.6
Pinnacle (Qld)	M	63.3
Pinnacles	F	48.4
Pinnacles	M	64.5
Pioneer (Qld)	F	51.3
Pioneer (Qld)	M	66
Pioneers Rest	F	57.1
Pioneers Rest	M	60
Pirrinuan	F	65.7
Pirrinuan	M	80
Pittsworth	F	46
Pittsworth	M	60.9
Piturie	F	40.9
Piturie	M	35
Placid Hills	F	63.2
Placid Hills	M	71.4
Plainby	F	52.6
Plainby	M	75
Plainland	F	52.5
Plainland	M	57.4
Pleystowe	F	52.9
Pleystowe	M	73.1
Point Arkwright	F	45.8
Point Arkwright	M	62.8
Point Lookout	F	50.3
Point Lookout	M	55.4
Point Vernon	F	38.8
Point Vernon	M	44.3
Pomona (Qld)	F	52.9
Pomona (Qld)	M	57.3
Poona	F	23.2
Poona	M	19.7
Porcupine	F	64.7
Porcupine	M	66.7
Pormpuraaw	F	43.6
Pormpuraaw	M	51.6
Port Curtis	F	53.4
Port Curtis	M	61.1
Port Douglas	F	62.5
Port Douglas	M	66.3
Port Wine	F	120
Port Wine	M	61.5
Portsmith	F	45.5
Portsmith	M	34.9
Poruma Island	F	46.4
Poruma Island	M	63.5
Postmans Ridge	F	68.7
Postmans Ridge	M	69.5
Pozieres	F	53.8
Pozieres	M	61.6
Prairie (Qld)	F	67.9
Prairie (Qld)	M	80.4
Pratten	F	36.4
Pratten	M	45.9
Prawle	F	41.2
Prawle	M	55.6
Prenzlau	F	55.1
Prenzlau	M	65.7
Preston (Toowoomba - Qld)	F	74.5
Preston (Toowoomba - Qld)	M	74
Preston (Whitsunday - Qld)	F	57.5
Preston (Whitsunday - Qld)	M	62.6
Priestdale	F	59.3
Priestdale	M	75.9
Prince Henry Heights	F	62.1
Prince Henry Heights	M	71.4
Prince Of Wales	F	22
Prince Of Wales	M	30.4
Promisedland	F	58.3
Promisedland	M	66.7
Proserpine	F	50.6
Proserpine	M	59.7
Prospect (Qld)	F	64.2
Prospect (Qld)	M	84.8
Proston	F	32.7
Proston	M	36.7
Pullenvale	F	65.9
Pullenvale	M	73.7
Punchs Creek	F	47.1
Punchs Creek	M	82.4
Punsand	F	66.7
Punsand	M	71.4
Purga	F	58.3
Purga	M	68.9
Purrawunda	F	100
Purrawunda	M	100
Queenton	F	48.7
Queenton	M	54.8
Quilpie	F	67.5
Quilpie	M	76.1
Quinalow	F	60
Quinalow	M	61.2
Qunaba	F	54.8
Qunaba	M	63.9
Racecourse	F	47.8
Racecourse	M	64.9
Raceview	F	53.8
