SSC_NAME16	medianMortgageRepayment
Hope Island	26004
Hope Vale	15624
Hopeland (Qld)	9240
Horn	29184
Horse Camp	9600
Horse Creek	14556
Horseshoe Bay	16932
Horseshoe Lagoon	17712
Horton	16644
Howard	12996
Howitt	
Hoya	20796
Hudson	15600
Hughenden	10404
Hull Heads	11724
Humboldt	
Humeburn	
Humphery	
Hunchy	22800
Hungerford (Qld)	
Hurricane	
Hutton Creek	
Hyde Park (Qld)	19632
Iama Island	
Ibis	
Idalia	24696
Ideraway	6396
Ilbilbie	18600
Ilfracombe	10740
Ilkley	21600
Illinbah	21192
Image Flat	20640
Imbil	15600
Inala	16692
Indooroopilly	24468
Ingberry	
Ingham	15600
Inglestone	
Inglewood (Qld)	11436
Ingoldsby	6504
Injinoo	
Injune	10404
Inkerman (Qld)	14928
Innes Park	19404
Innisfail	12744
Innisfail Estate	16896
Innisplain	21816
Innot Hot Springs	11700
Inskip	
Inverlaw	15492
Inverness	26004
Ipswich	17964
Iredale	23172
Iron Range	
Ironbark (Qld)	21948
Irongate	25008
Ironpot (Livingstone - Qld)	24960
Ironpot (South Burnett - Qld)	
Irvinebank	8712
Irvingdale	30552
Isis Central	12000
Isis River	8460
Isisford	6276
Isla	10656
Island Plantation	12216
Iveragh	22404
Ivory Creek	18264
Jackson	7932
Jackson North	
Jackson South	
Jacobs Well	21840
Jaffa	
Jaggan	15300
Jamboree Heights	22668
Jandowae	11436
Japoonvale	14820
Jardine	
Jardine River	
Jarra Creek	24120
Jarvisfield	16728
Jeebropilly	
Jellinbah	
Jensen	21612
Jericho (Qld)	6504
Jerona	
Jimboomba	23400
Jimbour East	17556
Jimbour West	
Jimna	9360
Jindalee (Qld)	24000
Jinghi	36000
Jobs Gate	
Johnsons Hill	
Johnstown	
Jollys Lookout	30000
Jondaryan	11436
Jones Gully	
Jones Hill	15600
Josephville	18984
Joskeleigh	22440
Joyner	23868
Jubilee Heights	26364
Jubilee Pocket	22176
Julago	20652
Julatten	17112
Julia Creek	7800
Junabee	17820
Junction View	
Jundah	5100
Kaban	20400
Kabra	21840
Kagaru	
Kaimkillenbun	11052
Kairabah	
Kairi	19800
Kalapa	23400
Kalbar	16464
Kalinga	31200
Kalkadoon	24600
Kalkie	19236
Kallangur	19500
Kalpowar	8160
Kalunga	20724
Kamerunga	20796
Kandanga	14820
Kandanga Creek	12480
Kangaroo Point (Qld)	24000
Kanigan	15084
Kanimbla (Qld)	23400
Kapaldo	7428
Karalee	24000
Karana Downs	21060
Karara	13392
Karawatha	
Karrabin	20796
Karragarra Island	14508
Karron	
Karumba	12000
Kawana	18204
Kawl Kawl	
Kawungan	18204
Kearneys Spring	18204
Kedron	26004
Kelsey Creek	15864
Kelso (Qld)	19500
Kelvin Grove	25200
Kelvinhaugh	
Kemmis	
Kenilworth	15600
Kenmore	26004
Kenmore Hills	28596
Kennedy	15600
Kensington (Qld)	16464
Kensington Grove	20796
Kents Lagoon	10404
Kents Pocket	
Kentville	20964
Keperra	23400
Kepnock	16380
Keppel Sands	15600
Keriri Island	
Kerry	16908
Kewarra Beach	20796
Keysland	
Kholo	24000
Khosh Bulduk	18000
Kia Ora (Qld)	15732
Kiamba	21456
Kianga (Qld)	23136
Kidaman Creek	15600
Kiels Mountain	21600
Kilbirnie	26004
Kilcoy	15600
Kilcummin	12000
Kilkivan	12840
Killaloe	21600
Killarney (Qld)	12996
Kilmorey Falls	
Kimberley (Qld)	13788
Kin Kin	15600
Kin Kora	20796
Kinbombi	17004
Kinchant Dam	23700
Kincora	
Kindon	
King Scrub	27036
Kingaham	
Kingaroy	15600
Kings Beach	19200
Kings Creek	
Kings Siding	
Kingsholme	26004
Kingsthorpe	17676
Kingston (Qld)	16644
Kinka Beach	18204
Kinkuna	19944
Kinleymore	7800
Kinnoul	9720
Kioma	
Kippa-Ring	19500
Kirknie	11808
Kirkwood	28596
Kirrama	
Kirwan	20280
Kitoba	
Kleinton	26004
Knapp Creek	18204
Koah	20796
Kobble Creek	26520
Kogan	15000
Kokotungo	41208
Kolonga	6612
Koombooloomba	
Koongal	16212
Kooralbyn	17160
Kooralgin	8412
Kooringal (Qld)	15600
Kooroomool	
Kooroongarra	16884
Koumala	21324
Kowanyama	
Kowguran	16308
Kragra	
Kulangoor	16800
Kulgun	20028
Kullogum	15600
Kulpi	11700
Kuluin	20796
Kumbarilla	12504
Kumbia	9876
Kunda Park	
Kunioon	18720
Kunwarara	13068
Kuraby	24000
Kuranda	19200
Kureelpa	20796
Kureen	15600
Kuridala	
Kurrimine Beach	15600
Kurrowah	
Kurumbul	
Kurwongbah	24000
Kuttabul	24000
Kybong	19476
Kynuna	
Kyoomba	19500
Labrador	18204
Laceys Creek	24204
Laglan	
Lagoon Pocket	20796
Laguna Quays	15600
Laidley	15600
Laidley Creek West	19764
Laidley Heights	15996
Laidley North	17652
Laidley South	19500
Lake Barrine	32496
Lake Borumba	
Lake Clarendon	19764
Lake Eacham	18108
Lake Macdonald	20544
Lake Manchester	
Lake Mary	24000
Lake Monduran	
Lake Proserpine	
Lake Tinaroo	
Lake Wivenhoe	
Lakefield	
Lakeland	15600
Lakes Creek	17676
Lakeside	13008
Lamb Island	10404
Lamb Range	
Lamington (Qld)	18588
Lammermoor	24828
Landers Shoot	23400
Landsborough (Qld)	19764
Lanefield	21108
Langlands	
Langlo	
Langshaw	26004
Lannercost	17640
Lansdowne (Qld)	
Lanskey	
Larapinta (Qld)	
Laravale	23400
Lark Hill	27600
Laura (Qld)	
Lavelle	
Lawes	
Lawgi Dawes	19836
Lawn Hill	
Lawnton	19428
Leafdale	
Lefthand Branch	13776
Leichhardt (Qld)	15264
Lemontree	
Leslie	
Leslie Dam	12996
Lethebrook	7800
Leyburn	12240
Leydens Hill	
Lilydale (Qld)	20796
Lilyvale (Central Highlands - Qld)	
Lilyvale (Toowoomba - Qld)	21600
Limestone (Qld)	
Limestone Creek	20184
Limestone Ridges	20796
Limevale	6000
Linden (Qld)	19824
Linthorpe	21204
Linville	7800
Little Mountain	23400
Little Mulgrave	20796
Lizard	
Llanarth (Qld)	
Loch Lomond	15600
Lochington	
Lockhart River	
Lockrose	15600
Lockyer (Qld)	19200
Lockyer Waters	15888
Logan Central	16200
Logan Reserve	21036
Logan Village	24000
Loganholme	20796
Loganlea	18204
Lonesome Creek	20796
Long Flat (Qld)	15708
Long Pocket	12000
Longreach (Qld)	16332
Lota	25140
Lotus Creek	
Low Isles	
Lower Beechmont	20520
Lower Cowley	17844
Lower Cressbrook	
Lower Daintree	18204
Lower Mount Walker	24000
Lower Tenthill	16644
Lower Tully	9672
Lower Wonga	19200
Lowesby	
Lowestoff	5208
Lowmead	12624
Lowood	16644
Lucinda	16644
Lumeah (Qld)	
Lumholtz	
Lundavra	
Luscombe	27600
Lutwyche	23400
Lynam	
Lyndhurst (Qld)	
Lyndside	
Lyons (Qld)	
Lyra	12996
Lytton	
Ma Ma Creek	17160
Maadi	21312
Maalan	
Maaroom	12504
Mabuiag Island	
Macalister	
Macalister Range	
Macfarlane	
Macgregor (Qld)	21600
Machans Beach	19356
Machine Creek	25200
Mackay	19140
Mackay Harbour	31044
Mackenzie (Brisbane - Qld)	26400
Mackenzie (Central Highlands - Qld)	
Mackenzie River	
Macknade	14100
Maclagan	12996
Macleay Island	10656
Magnolia	15732
Maidenhead	
Maidenwell	12000
Main Beach	24000
Majors Creek (Qld)	19764
Malanda	15600
Malarga	
Maleny	19200
Malling	
Malmoe	33804
Malpas-Trenton	
Malu	
Mamu	
Manapouri	25008
Mandalay	22236
Maneroo	
Mango Hill	24204
Manly (Qld)	26004
Manly West	24000
Mannuem	22104
Manoora (Qld)	14400
Mansfield (Qld)	23400
Mantuan Downs	
Manumbar	
Manunda	15600
Manyung	14472
Mapleton	16848
Mapoon	
Maramie	
Marburg	16728
Marcoola	20796
Marcus Beach	18204
Mareeba	17580
Margate (Qld)	19500
Maria Creeks	20016
Marian	26004
Marlborough	35760
Marmadua	
Marmor	18204
Marodian	
Maroochy River	24000
Maroochydore	19236
Maroon	16956
Maroondan	12996
Marsden	18240
Marshlands	
Martyville	20796
Maryborough (Qld)	12996
Maryborough West	14400
Marys Creek	12996
Maryvale (Livingstone - Qld)	
Maryvale (Southern Downs - Qld)	12996
Masig Island	
Massie	12000
Maudsland	26400
Maxwelton	
May Downs	
McCutcheon	
McDesme	19200
McDowall	24444
McEwens Beach	22884
McIlwraith	17844
McIntosh Creek	16800
McKinlay	36000
Meadowbrook	20796
Meadowvale	19764
Meandarra	18204
Meikleville Hill	21792
Melawondi	
Meldale	20604
Melrose (Qld)	
Memerambi	14232
Mena Creek	20004
Mentmore	
Menzies (Qld)	21672
Mer Island	
Meridan Plains	24000
Meringandan	18408
Meringandan West	20256
Merlwood	18336
Mermaid Beach	20796
Mermaid Waters	23400
Merrimac	20796
Merritts Creek	20004
Merryburn	22212
Merryvale	
Mexico	
Mia Mia (Qld)	21192
Miallo	19848
Miami	21948
Miara	
Mica Creek	24288
Middle Park (Qld)	23400
Middle Ridge	23244
Middlebrook	8112
Middlemount	9600
Middleton (Qld)	
Midge Point	18000
Midgee (Qld)	29100
Midgenoo	13836
Midgeree Bar	20820
Mighell	14304
Milbong	24180
Miles	15300
Miles End	20796
Milford	23400
Millaa Millaa	13620
Millaroo	10404
Millbank (Qld)	15600
Millchester	17844
Millmerran	14400
Millmerran Downs	7020
Millmerran Woods	5196
Millstream (Qld)	13152
Millwood	
Milman	23796
Milora	19080
Milton (Qld)	24000
Mimosa (Qld)	
Min Min	
Minbun	32400
Minden	19200
Minerva	
Mingo	
Mingoola (Qld)	
Minnamoolka	
Minnie Downs	
Minyama	24948
Mirani	22140
Miriam Vale	18000
Mirriwinni	18204
Missen Flat	
Mission Beach	15600
Mission River	
Mistake Creek	
Mitchell (Qld)	12264
Mitchelton	25200
Miva	15600
Moa Island	
Moffat Beach	23964
Moffatdale	15600
Moggill	26076
Molangul	
Molendinar	22260
Mon Repos	
Mona Mona	
Mona Park	17424
Monal	
Monduran	30000
Mondure	9924
Monkland	13356
Monogorilby	
Mons	27636
Monsildale	
Monto	12324
Montrose (Southern Downs - Qld)	
Montrose (Western Downs - Qld)	
Montville	23400
Moodlu	24240
Mooga	
Moogerah	23400
Moola	12000
Moolboolaman	11568
Mooloo	20796
Mooloolaba	20796
Mooloolah Valley	22176
Moombra	
Moombria	
Moomin	10548
Moondooner	12504
Moonford	27300
Moongan	9600
Moonie	
Moorang	23244
Moore	11208
Moore Park Beach	18108
Moores Pocket	15600
Moorina (Qld)	23400
Moorland (Qld)	15600
Mooroobool	19500
Moorooka	23712
Moraby	
Moranbah	20796
Morayfield	19764
Moregatta	
Morella	
Moresby (Qld)	13524
Moreton Bay	
Moreton Island	
Morgan Park	18624
Morganville	13908
Morinish	24000
Morinish South	
Morningside	26004
Mornington (Qld)	21600
Morton Vale	16380
Morven (Qld)	4740
Morwincha	
Mosman Park (Qld)	18756
Mosquito Creek	
Mossman	16476
Mossman Gorge	22752
Mothar Mountain	15000
Motley	
Mount Abundance	12648
Mount Alford	19500
Mount Alma	
Mount Archer (Rockhampton - Qld)	31464
Mount Archer (Somerset - Qld)	20796
Mount Barney	
Mount Beppo	15600
Mount Berryman	15888
Mount Bindango	
Mount Binga	12216
Mount Britton	
Mount Byron	
Mount Carbine	
Mount Chalmers	18204
Mount Charlton	15600
Mount Colliery	10092
Mount Coolon	
Mount Coolum	20796
Mount Coot-tha	
Mount Cotton	26400
Mount Crosby	25344
Mount Darry	
Mount Debateable	11052
Mount Delaney	28596
Mount Edwards	22620
Mount Elliot (Qld)	
Mount Emlyn	
Mount Enniskillen	
Mount Forbes	23988
Mount Fox	12996
Mount French	23400
Mount Gardiner	
Mount Garnet	9336
Mount Gipps	
Mount Glorious	20796
Mount Gravatt	24000
Mount Gravatt East	24960
Mount Hallen	19236
Mount Howe	
Mount Hutton (Qld)	25200
Mount Irving	
Mount Isa	
Mount Isa City	22104
Mount Jukes	27300
Mount Julian	20796
Mount Kelly	18648
Mount Kilcoy	20004
Mount Kynoch	22152
Mount Larcom	18504
Mount Lawless	
Mount Lindesay (Qld)	
Mount Lofty	20796
Mount Louisa	22356
Mount Low	24696
Mount Luke	36492
Mount Macarthur	
Mount Mackay	
Mount Maria	13188
Mount Marlow	22104
Mount Marrow	22920
Mount Marshall	17064
Mount Martin	20604
Mount Mceuen	
Mount Mee	19200
Mount Mellum	20796
Mount Moffatt	
Mount Molar	22884
Mount Molloy	16776
Mount Morgan	10404
Mount Moriah	
Mount Mort	23700
Mount Mulgrave	
Mount Mulligan	
Mount Murchison	26004
Mount Nathan	26400
Mount Nebo	21912
Mount Ommaney	26004
Mount Ossa	15600
Mount Pelion	19164
Mount Perry	12480
Mount Peter	15600
Mount Pleasant (Mackay - Qld)	23400
Mount Pleasant (Moreton Bay - Qld)	25872
Mount Pluto	
Mount Rascal	23208
Mount Rooper	
Mount Samson	27000
Mount Sheridan (Qld)	19764
Mount St John	
Mount Stanley	
Mount Steadman	
Mount Stuart (Qld)	
Mount Sturt	
Mount Surprise	
Mount Surround	20796
Mount Sylvia	26004
Mount Tabor	22104
Mount Tarampa	18204
Mount Tom	15552
Mount Tully	15084
Mount Tyson	15600
Mount Urah	
Mount Walker (Qld)	22104
Mount Walker West	
Mount Warren Park	20280
Mount Whitestone	12660
Mount Wyatt	
Mountain Camp	
Mountain Creek (Qld)	24000
Moura	16284
Mourilyan	12996
Mourilyan Harbour	20544
Mowbray (Qld)	21600
Mowbullan	
Moy Pocket	19560
Mp Creek	20796
Muckadilla	13200
Mudgeeraba	22356
Mudjimba	20796
Mudlo	
Muirlea	24528
Mulambin	26004
Mulara	21108
Muldu	
Mulgildie	11700
Mulgowie	22404
Mulgrave (Qld)	
Mullett Creek	
Munbilla	22104
Munbura	17508
Munderra	
Mundingburra	19200
Mundoo	16644
Mundoolun	25968
Mundowran	18156
Mundubbera	12996
Mungabunda	
Mungallala	13200
Mungallala South	
Mungalli	
Mungar	13104
Mungindi (Qld)	11700
Mungungo	30600
Mungy	
Muniganeen	21408
Munna Creek	
Munro Plains	18384
Munruben	23400
Murarrie	26004
Murgon	10404
Murphys Creek (Qld)	18204
Murray	
Murray Upper	14568
Murrays Bridge	20400
Murrigal	14568
Murrumba	
Murrumba Downs	21972
Murweh	
Mutarnee	11700
Mutchilba	20796
Mutdapilly	26004
Muttaburra	5196
Myall Park (Qld)	
Myrtlevale	18108
Mysterton	20604
Nahrunda	16776
Nambour	18204
Nanango	12996
Nandi	
Nandowrie	
Nangram	
Nangwee	
Nankin	20100
Nanum	26004
Narangba	23400
Narbethong (Qld)	
Narko	
Nathan	21972
Natural Bridge	22284
Nearum	
Nebine	
Nebo	21504
Neerdie	11700
Nelly Bay	18000
Nerada	15600
Nerang	20796
Neranwood	24000
Nerimbera	14760
Netherby (Qld)	
Netherdale	19416
Neumgna	
Neurum	17100
Neusa Vale	19080
Nevilton	4644
New Auckland	24000
New Beith	26400
New Chum	
New Farm	26004
New Harbourline	20796
New Mapoon	
New Moonta	13800
Newell	19140
Newlands (Qld)	
Newmarket	26004
Newport (Qld)	26004
Newstead (Qld)	28596
Newtown (Ipswich - Qld)	18720
Newtown (Toowoomba - Qld)	15600
Ngatjan	
Nicholson (Qld)	
Nikenbah	23148
Nindaroo	26004
Ninderry	21576
Nindooinbah	
Nine Mile (Qld)	13776
Nine Mile Creek	
Ningi	22104
Nive	
No 4 Branch	15600
No 5 Branch	
No 6 Branch	14400
Noah	
Nobby	16848
Nockatunga	
Nome	21600
Noorama	
Noorindoo	
Noosa Heads	23268
Noosa North Shore	21324
Noosaville	21840
Norley	
Norman Gardens	21600
Norman Park	31200
Normanton	11124
North Aramara	
North Arm (Qld)	23400
North Booval	16380
North Branch (Southern Downs - Qld)	19008
North Branch (Toowoomba - Qld)	18468
North Bungunya	
North Deep Creek	15600
North Eton	20796
North Gregory	17688
North Ipswich	16164
North Isis	14040
North Johnstone	14400
North Lakes	24912
North Mackay	20796
North Maclagan	
North Maclean	21840
North Maleny	16896
North Stradbroke Island	
North Talwood	6504
North Tivoli	16800
North Toowoomba	16896
North Ward	21840
Northgate (Qld)	24396
Northhead	
Norville	14844
Norwell	20280
Norwin	
Nudgee	25248
Nudgee Beach	28800
Nukku	
Numinbah Valley	24000
Nundah	21840
Nundubbermere	13524
Nutgrove	
Nychum	
O'Bil Bil	23148
O'Briens Hill	
O'Connell (Qld)	26004
O'Reilly	
Oak Beach	19200
Oak Valley	21324
Oakdale (Qld)	8052
Oakenden	24444
Oakey	15756
Oakey Creek	
Oakhurst (Qld)	19800
Oakview	
Oakwood (Qld)	12996
Oaky Creek	22608
Oberina	
Obi Obi	15600
Obum Obum	15600
Ocean View	24000
Ogmore	6732
Okeden	
Old Cooranga	
Old Talgai	
Oman Ama	
One Mile (Qld)	15600
Oombabeer	
Oonoonba	19500
Ooralea	26004
Opalton	
Orallo	
Orange Creek	19608
Orange Hill	22764
Orient	
Orion	
Ormeau	24084
Ormeau Hills	26004
Ormiston	24000
Osborne (Qld)	18204
Ottaba	10404
Owanyilla	15600
Owens Creek	19224
Oxenford	21600
Oxford	
Oxley (Qld)	24000
Oyster Creek	9588
Pacific Haven	13524
Pacific Heights	24000
Pacific Paradise	18204
Pacific Pines	24336
Packers Camp	20940
Paddington (Qld)	30000
Paddys Green	20808
Paget	20796
Palen Creek	17880
Palgrave	
Pallara	15600
Pallarenda	24000
Palm Beach (Qld)	22800
Palm Cove	20796
Palm Grove (Qld)	17676
Palm Island	
Palmer (Qld)	
Palmerston (Qld)	
Palmtree	26556
Palmview	26592
Palmwoods (Qld)	20796
Palmyra (Qld)	20280
Paluma	
Pampas	
Paradise Point	26004
Park Avenue	16020
Park Ridge	19356
Park Ridge South	22104
Parkhurst	22800
Parkinson	24000
Parklands (Qld)	17388
Parknook	
Parkside (Qld)	22200
Parkwood (Qld)	21396
Parramatta Park	17832
Parrearra	24000
Pasha	
Passchendaele	
Paterson (Qld)	15984
Patrick	
Patrick Estate	18000
Pauls Pocket	28200
Peachester	21840
Peacock Siding	18300
Peak Crossing	23400
Peak Vale	
Pechey	14400
Peel Island	
Peeramon	16872
Pelham (Qld)	
Pelican (Qld)	
Pelican Creek	
Pelican Waters	25512
Pentland	13008
Penwhaupell	
Peranga	14304
Peregian Beach	24000
Peregian Springs	24000
Perseverance	12480
Perwillowen	26004
Petford	
Petrie	20796
Petrie Terrace	30960
Pheasant Creek (Qld)	
Philpott	8700
Pialba	14556
Pickanjinnie	20796
Picnic Bay	12996
Pie Creek	19404
Pierces Creek	22104
Pikedale	
Pikes Creek	
Pile Gully	
Pilerwa	15600
Pilton	24924
Pimlico (Qld)	17028
Pimpama	24000
Pimpimbudgee	21084
Pin Gin Hill	15720
Pinbarren	16536
Pindi Pindi	31200
Pine Creek (Qld)	15600
Pine Hill (Qld)	
Pine Hills	
Pine Mountain (Qld)	24000
Pinelands (Qld)	
Pinevale	42000
Pinjarra Hills	21804
Pink Lily	18108
Pinkenba	19500
Pinnacle (Qld)	18756
Pinnacles	19800
Pioneer (Qld)	20796
Pioneers Rest	16488
Pirrinuan	20796
Pittsworth	16404
Piturie	
Placid Hills	20796
Plainby	14340
Plainland	19188
Pleystowe	22920
Point Arkwright	29304
Point Lookout	20016
Point Vernon	16296
Pomona (Qld)	18936
Pony Hills	
Poona	12504
Porcupine	
Pormpuraaw	10404
Port Alma	
Port Curtis	15600
Port Douglas	19764
Port Of Brisbane	
Port Wine	
Portsmith	
Poruma Island	
Postmans Ridge	18204
Pozieres	7452
Prairie (Qld)	
Pratten	11448
Prawle	
Prenzlau	18468
Preston (Toowoomba - Qld)	26004
Preston (Whitsunday - Qld)	15600
Priestdale	24000
Prince Henry Heights	24696
Prince Of Wales	
Promisedland	
Proserpine	18204
Prospect (Qld)	28800
Proston	9900
Pullenvale	33600
Punchs Creek	
Punsand	
Purga	24960
Purrawunda	
Queenton	15600
Quilpie	10044
Quinalow	13200
Qunaba	19500
Racecourse	22104
Raceview	17940
Radford	
Raglan (Qld)	21840
Railway Estate	19500
Rainbow Beach	16200
Ramsay (Qld)	26004
Rangemore (Burdekin - Qld)	
Rangemore (Toowoomba - Qld)	
Ranges Bridge	8400
Rangeville	20016
Rangewood	23400
Ransome	29400
Rasmussen	18204
Rathdowney	15600
Ravensbourne	12996
Ravenshoe	13908
Ravenswood (Qld)	11856
Ravensworth (Qld)	
Rawbelle	
Red Hill (Brisbane - Qld)	29952
Red Hill (Western Downs - Qld)	26496
Red River	
Redbank (Qld)	15600
Redbank Creek	20796
Redbank Plains	18204
Redcliffe (Qld)	18456
Redford	
Redgate (Qld)	
Redhill Farms	
Redland Bay	26004
Redlynch	23400
Redridge	13128
Redwood	34908
Reedy Creek (Qld)	25416
Reesville	23400
Regency Downs	18624
Regents Park (Qld)	20796
Reid River	16908
Reids Creek	
Retro	
Rewan	
Rhydding	
Richlands (Qld)	20796
Richmond (Mackay - Qld)	32496
Richmond (Richmond - Qld)	8844
Richmond Hill (Qld)	15732
Ridgelands	21984
Ridgewood (Qld)	19236
Rifle Range	16896
Ringtail Creek	20280
Ringwood (Qld)	14340
Riordanvale	26004
Ripley	20016
Rita Island	15600
River Heads	14484
River Ranch	26784
Riverhills	23016
Riverleigh	21840
Riversleigh	
Riverton (Qld)	
Riverview (Qld)	15600
Roadvale	16956
Robertson (Qld)	24000
Robina	22800
Roche Creek	
Rochedale	31200
Rochedale South	20796
Rockhampton City	14304
Rockingham (Qld)	19500
Rocklea (Qld)	19236
Rockmount	15480
Rocksberg	26004
Rockside	8400
Rockville	15600
Rocky Creek (Qld)	
Rocky Point (Douglas - Qld)	21456
Rocky Point (Weipa - Qld)	28692
Rockyview	26640
Rodds Bay	20796
Rodgers Creek	
Rolleston	8400
Rollingstone	16200
Roma	18204
Rookwood (Qld)	
Ropeley	18396
Rosalie Plains	
Rosedale (Qld)	11124
Rosehill (Qld)	20796
Rosella	18456
Rosemount	21840
Roseneath	12000
Rosenthal Heights	18204
Rosevale (Qld)	19236
Rosewood (Qld)	16800
Ross Creek (Qld)	24000
Ross River	
Rosslea	18204
Rosslyn	28128
Rossmoya	
Rossvale	23400
Rossville	11616
Rothwell	19764
Round Hill (Qld)	16908
Roundstone	
Rowes Bay	23400
Royston	23844
Rubyanna	15600
Rules Beach	12000
Runaway Bay	24000
Runcorn	19764
Rungoo	
Running Creek (Qld)	17040
Runnymede (Qld)	12636
Rural View	26004
Rush Creek	22356
Russell Island	11700
Ryan (Qld)	24600
Ryeford	14304
Rywung	
Sabine	
Sadliers Crossing	18204
Saibai Island	
Salisbury (Qld)	24000
Saltern Creek	
Samford Valley	30000
Samford Village	26208
Samsonvale	28800
Sandgate (Qld)	24000
Sandiford	20796
Sandringham (Qld)	29124
Sandstone Point	19200
Sandy Camp	12804
Sandy Creek (Qld)	19236
Sandy Pocket	14556
Sandy Ridges	10404
Sarabah	16800
Sardine	
Sarina	21588
Sarina Beach	26004
Sarina Range	20604
Saunders Beach	20400
Savannah	
Saxby	
Scarborough (Qld)	20796
Scarness	15840
Scotchy Pocket	14040
Scottville	14400
Scrub Creek	
Scrubby Creek (Blackall-Tambo - Qld)	
Scrubby Creek (Gympie - Qld)	13200
Scrubby Mountain	25200
Seaforth (Qld)	24000
Sedgeford	
Seisia	
Selene	
Selwyn (Qld)	
Septimus	18648
Seven Hills (Qld)	30000
Seventeen Mile	
Seventeen Mile Rocks	24732
Seventeen Seventy	16164
Seventy Mile	12996
Severnlea	14400
Sexton	15900
Shailer Park	23400
Shannonvale	21060
Sharon	16380
Shaw	25584
Sheep Station Creek	31200
Shelburne	
Sheldon	26004
Shell Pocket	16908
Shelly Beach (Sunshine Coast - Qld)	24000
Shelly Beach (Townsville - Qld)	
Sherwood (Qld)	27000
Shirbourne	19200
Shoal Point	26004
Shoalwater (Qld)	
Shorncliffe	24000
Shute Harbour	18720
Silkstone	16692
Silkwood	12876
Silky Oak	12996
Silver Creek	
Silver Ridge	24000
Silver Spur	4932
Silver Valley	12744
Silverdale (Qld)	18300
Silverleaf	20796
Silverleigh	16956
Silverwood	12996
Simmie	
Sinnamon Park	24756
Sippy Downs	22104
Skyring Reserve	19776
Slacks Creek	16932
Slade Point	20796
Sladevale	22356
Smithfield (Qld)	22356
Smithlea	15600
Smoky Creek	24384
Soldiers Hill (Qld)	21600
Somerset (Qld)	
Somerset Dam	
Sommariva	
Somme	6756
South Bingera	15600
South Brisbane	25200
South East Nanango	17160
South Gladstone	22356
South Innisfail	13716
South Isis	12996
South Johnstone	11184
South Kolan	15648
South Mackay	20796
South Maclean	23400
South Mission Beach	20796
South Nanango	13260
South Ripley	24000
South Stradbroke	
South Talwood	
South Toowoomba	16896
South Townsville	20100
South Trees	
South Wellesley Islands	
South Yaamba	22104
Southbrook	17736
Southedge	12756
Southern Cross (Qld)	20796
Southern Lamington	
Southern Moreton Bay Islands	
Southport (Qld)	19500
Southside	16896
Southwood	
Speedwell	
Speewah	20400
Splinter Creek	14820
Split Yard Creek	27900
Spreadborough	
Spring Bluff	
Spring Creek (Banana - Qld)	
Spring Creek (Lockyer Valley - Qld)	21804
Spring Creek (Toowoomba - Qld)	20796
Spring Hill (Qld)	23244
Spring Mountain (Qld)	
Springbrook	16200
Springdale (Qld)	30000
Springfield (Ipswich - Qld)	22104
Springfield (Mareeba - Qld)	
Springfield Central	
Springfield Lakes	23892
Springlands	
Springside (Qld)	16308
Springsure	17400
Springvale (Qld)	20796
Springwood (Qld)	21252
Spurgeon	
St Agnes (Qld)	
St Aubyn	
St George (Qld)	14988
St Helens (Fraser Coast - Qld)	18204
St Helens (Toowoomba - Qld)	
St Helens Beach	20796
St Kilda (Qld)	13260
St Lawrence	12504
St Lucia	26004
St Mary	7800
St Ruth	3516
Staaten	
Stafford	24000
Stafford Heights	24000
Stalworth	
Stamford	
Stanage	19800
Stanmore (Qld)	22620
Stanthorpe	14172
Stanwell	18000
Stapylton	15600
Starcke	
Steiglitz (Qld)	23148
