SSC_NAME16	MotorVehicles.min	occupied_private_dwellings
Midgenoo	2	3
Midgenoo	3	9
Midgeree Bar	1	5
Midgeree Bar	2	8
Midgeree Bar	4	3
Mighell		12
Mighell	0	24
Mighell	1	79
Mighell	2	38
Mighell	3	12
Milbong	1	7
Milbong	2	21
Milbong	3	12
Milbong	4	8
Miles		36
Miles	0	49
Miles	1	206
Miles	2	198
Miles	3	81
Miles	4	45
Miles End		5
Miles End	1	35
Miles End	2	34
Miles End	3	12
Miles End	4	3
Milford		4
Milford	1	17
Milford	2	31
Milford	3	16
Milford	4	9
Millaa Millaa		5
Millaa Millaa	0	7
Millaa Millaa	1	84
Millaa Millaa	2	75
Millaa Millaa	3	28
Millaa Millaa	4	14
Millaroo		4
Millaroo	1	4
Millaroo	2	15
Millaroo	3	4
Millaroo	4	7
Millbank (Qld)		50
Millbank (Qld)	0	78
Millbank (Qld)	1	446
Millbank (Qld)	2	293
Millbank (Qld)	3	82
Millbank (Qld)	4	36
Millchester		12
Millchester	0	6
Millchester	1	56
Millchester	2	63
Millchester	3	40
Millchester	4	21
Millmerran		23
Millmerran	0	24
Millmerran	1	161
Millmerran	2	224
Millmerran	3	76
Millmerran	4	61
Millmerran Downs		4
Millmerran Downs	1	10
Millmerran Downs	2	15
Millmerran Downs	3	4
Millmerran Woods		3
Millmerran Woods	1	11
Millmerran Woods	2	14
Millmerran Woods	3	5
Millstream (Qld)		19
Millstream (Qld)	0	12
Millstream (Qld)	1	134
Millstream (Qld)	2	151
Millstream (Qld)	3	60
Millstream (Qld)	4	25
Millwood	4	3
Milman		3
Milman	1	4
Milman	2	14
Milman	3	13
Milman	4	12
Milora		3
Milora	1	4
Milora	2	16
Milora	3	5
Milora	4	6
Milton (Qld)		19
Milton (Qld)	0	138
Milton (Qld)	1	433
Milton (Qld)	2	239
Milton (Qld)	3	71
Milton (Qld)	4	24
Mimosa (Qld)	2	3
Mimosa (Qld)	4	4
Minbun		3
Minbun	1	8
Minbun	2	9
Minbun	3	3
Minden		8
Minden	0	7
Minden	1	72
Minden	2	169
Minden	3	93
Minden	4	42
Minerva	2	7
Minerva	3	3
Minerva	4	9
Mingo	2	3
Mingo	3	3
Mingoola (Qld)	1	5
Mingoola (Qld)	2	3
Minnamoolka	1	4
Minnamoolka	2	3
Minnamoolka	3	3
Minnamoolka	4	3
Minnie Downs	3	3
Minyama		28
Minyama	0	56
Minyama	1	365
Minyama	2	377
Minyama	3	153
Minyama	4	73
Mirani		29
Mirani	0	9
Mirani	1	141
Mirani	2	197
Mirani	3	73
Mirani	4	43
Miriam Vale		5
Miriam Vale	0	11
Miriam Vale	1	77
Miriam Vale	2	90
Miriam Vale	3	27
Miriam Vale	4	12
Mirriwinni		10
Mirriwinni	0	3
Mirriwinni	1	45
Mirriwinni	2	70
Mirriwinni	3	22
Mirriwinni	4	16
Missen Flat	3	4
Mission Beach		18
Mission Beach	0	8
Mission Beach	1	138
Mission Beach	2	132
Mission Beach	3	31
Mission Beach	4	6
Mission River		3
Mission River	0	112
Mission River	1	77
Mission River	2	42
Mission River	3	9
Mission River	4	3
Mistake Creek	4	3
Mitchell (Qld)		13
Mitchell (Qld)	0	24
Mitchell (Qld)	1	113
Mitchell (Qld)	2	135
Mitchell (Qld)	3	57
Mitchell (Qld)	4	42
Mitchelton		62
Mitchelton	0	283
Mitchelton	1	1154
Mitchelton	2	1165
Mitchelton	3	291
Mitchelton	4	115
Miva		3
Miva	1	9
Miva	2	4
Moa Island	0	69
Moa Island	1	30
Moa Island	2	12
Moffat Beach		22
Moffat Beach	0	49
Moffat Beach	1	364
Moffat Beach	2	411
Moffat Beach	3	109
Moffat Beach	4	43
Moffatdale	1	15
Moffatdale	2	26
Moffatdale	3	11
Moffatdale	4	7
Moggill		30
Moggill	0	21
Moggill	1	407
Moggill	2	710
Moggill	3	208
Moggill	4	88
Molangul	2	3
Molendinar		70
Molendinar	0	51
Molendinar	1	543
Molendinar	2	855
Molendinar	3	344
Molendinar	4	178
Mon Repos	2	3
Mon Repos	3	3
Mon Repos	4	3
Mona Mona	0	4
Mona Mona	1	3
Mona Mona	2	3
Mona Park	1	3
Mona Park	2	17
Mona Park	3	10
Mona Park	4	12
Monal	1	3
Monal	2	3
Monal	3	3
Monal	4	4
Monduran	1	5
Monduran	2	15
Monduran	3	6
Monduran	4	4
Mondure		3
Mondure	1	10
Mondure	2	14
Mondure	4	9
Monkland		13
Monkland	0	21
Monkland	1	191
Monkland	2	147
Monkland	3	45
Monkland	4	14
Monogorilby	1	8
Monogorilby	2	5
Monogorilby	3	3
Mons		3
Mons	1	52
Mons	2	127
Mons	3	77
Mons	4	28
Monto		26
Monto	0	34
Monto	1	214
Monto	2	140
Monto	3	48
Monto	4	18
Montrose (Western Downs - Qld)	1	3
Montrose (Western Downs - Qld)	2	3
Montrose (Western Downs - Qld)	3	6
Montville		12
Montville	1	126
Montville	2	177
Montville	3	49
Montville	4	30
Moodlu	1	25
Moodlu	2	25
Moodlu	3	22
Moodlu	4	20
Moogerah		6
Moogerah	0	3
Moogerah	1	28
Moogerah	2	29
Moogerah	3	11
Moogerah	4	3
Moola	1	8
Moola	2	15
Moola	3	9
Moola	4	8
Moolboolaman		10
Moolboolaman	1	53
Moolboolaman	2	68
Moolboolaman	3	26
Moolboolaman	4	4
Mooloo		3
Mooloo	1	20
Mooloo	2	22
Mooloo	3	10
Mooloo	4	12
Mooloolaba		116
Mooloolaba	0	231
Mooloolaba	1	1323
Mooloolaba	2	1088
Mooloolaba	3	283
Mooloolaba	4	131
Mooloolah Valley		24
Mooloolah Valley	0	9
Mooloolah Valley	1	277
Mooloolah Valley	2	451
Mooloolah Valley	3	212
Mooloolah Valley	4	126
Moombra	1	3
Moombra	2	3
Moomin	1	19
Moomin	2	20
Moomin	3	7
Moomin	4	5
Moondooner	1	9
Moondooner	2	8
Moondooner	3	3
Moondooner	4	3
Moonford	0	3
Moonford	1	4
Moonford	2	21
Moonford	3	13
Moonford	4	8
Moongan	1	19
Moongan	2	21
Moongan	4	4
Moonie		5
Moonie	1	19
Moonie	2	16
Moonie	3	8
Moonie	4	7
Moorang	1	3
Moorang	3	6
Moorang	4	4
Moore		8
Moore	0	3
Moore	1	48
Moore	2	40
Moore	3	11
Moore	4	7
Moore Park Beach		40
Moore Park Beach	0	24
Moore Park Beach	1	351
Moore Park Beach	2	347
Moore Park Beach	3	114
Moore Park Beach	4	49
Moores Pocket		17
Moores Pocket	0	48
Moores Pocket	1	183
Moores Pocket	2	66
Moores Pocket	3	20
Moores Pocket	4	7
Moorina (Qld)		6
Moorina (Qld)	1	19
Moorina (Qld)	2	44
Moorina (Qld)	3	23
Moorina (Qld)	4	35
Moorland (Qld)		3
Moorland (Qld)	1	16
Moorland (Qld)	2	23
Moorland (Qld)	3	24
Moorland (Qld)	4	22
Mooroobool		114
Mooroobool	0	167
Mooroobool	1	936
Mooroobool	2	909
Mooroobool	3	252
Mooroobool	4	113
Moorooka		125
Moorooka	0	391
Moorooka	1	1637
Moorooka	2	1400
Moorooka	3	368
Moorooka	4	148
Moraby	3	3
Moranbah		85
Moranbah	0	56
Moranbah	1	708
Moranbah	2	1144
Moranbah	3	432
Moranbah	4	166
Morayfield		196
Morayfield	0	292
Morayfield	1	2137
Morayfield	2	2643
Morayfield	3	993
Morayfield	4	679
Moregatta	1	3
Morella		3
Morella	2	3
Morella	3	6
Morella	4	3
Moresby (Qld)		3
Moresby (Qld)	1	11
Moresby (Qld)	2	27
Moresby (Qld)	3	3
Moresby (Qld)	4	4
Moreton Island		3
Moreton Island	1	6
Moreton Island	3	3
Morgan Park		3
Morgan Park	1	4
Morgan Park	2	9
Morgan Park	3	5
Morgan Park	4	7
Morganville		6
Morganville	1	16
Morganville	2	16
Morganville	3	4
Morganville	4	4
Morinish	1	4
Morinish	2	6
Morinish	3	13
Morinish	4	11
Morinish South	3	4
Morningside		115
Morningside	0	281
Morningside	1	1747
Morningside	2	1512
Morningside	3	355
Morningside	4	152
Mornington (Qld)		29
Mornington (Qld)	0	52
Mornington (Qld)	1	250
Mornington (Qld)	2	210
Mornington (Qld)	3	51
Mornington (Qld)	4	29
Morton Vale		3
Morton Vale	0	3
Morton Vale	1	11
Morton Vale	2	21
Morton Vale	3	6
Morton Vale	4	5
Morven (Qld)		7
Morven (Qld)	0	4
Morven (Qld)	1	29
Morven (Qld)	2	25
Morven (Qld)	3	15
Morven (Qld)	4	17
Morwincha	1	4
Morwincha	2	3
Mosman Park (Qld)		7
Mosman Park (Qld)	0	8
Mosman Park (Qld)	1	37
Mosman Park (Qld)	2	41
Mosman Park (Qld)	3	21
Mosman Park (Qld)	4	13
Mosquito Creek	2	3
Mossman		39
Mossman	0	74
Mossman	1	269
Mossman	2	220
Mossman	3	72
Mossman	4	29
Mossman Gorge		3
Mossman Gorge	0	14
Mossman Gorge	1	21
Mossman Gorge	2	25
Mossman Gorge	3	7
Mothar Mountain		11
Mothar Mountain	1	44
Mothar Mountain	2	66
Mothar Mountain	3	41
Mothar Mountain	4	30
Mount Abundance		3
Mount Abundance	1	4
Mount Abundance	2	18
Mount Abundance	3	17
Mount Abundance	4	20
Mount Alford		5
Mount Alford	1	24
Mount Alford	2	51
Mount Alford	3	13
Mount Alford	4	15
Mount Alma	1	8
Mount Alma	2	6
Mount Alma	4	3
Mount Archer (Rockhampton - Qld)	1	3
Mount Archer (Rockhampton - Qld)	2	14
Mount Archer (Rockhampton - Qld)	3	9
Mount Archer (Somerset - Qld)		3
Mount Archer (Somerset - Qld)	0	3
Mount Archer (Somerset - Qld)	1	15
Mount Archer (Somerset - Qld)	2	49
Mount Archer (Somerset - Qld)	3	15
Mount Archer (Somerset - Qld)	4	15
Mount Barney	4	3
Mount Beppo		4
Mount Beppo	0	3
Mount Beppo	1	23
Mount Beppo	2	38
Mount Beppo	3	18
Mount Beppo	4	8
Mount Berryman	1	12
Mount Berryman	2	17
Mount Berryman	3	3
Mount Berryman	4	9
Mount Bindango	2	7
Mount Bindango	3	3
Mount Binga	1	10
Mount Binga	2	6
Mount Binga	3	6
Mount Binga	4	5
Mount Britton		5
Mount Byron	2	3
Mount Byron	3	3
Mount Carbine		4
Mount Carbine	0	3
Mount Carbine	1	22
Mount Carbine	2	11
Mount Carbine	3	10
Mount Carbine	4	3
Mount Chalmers		3
Mount Chalmers	0	3
Mount Chalmers	1	16
Mount Chalmers	2	39
Mount Chalmers	3	10
Mount Chalmers	4	6
Mount Charlton		3
Mount Charlton	1	12
Mount Charlton	2	15
Mount Charlton	3	9
Mount Charlton	4	8
Mount Colliery	0	3
Mount Colliery	1	14
Mount Colliery	2	15
Mount Colliery	3	12
Mount Colliery	4	6
Mount Coolon	1	3
Mount Coolon	2	4
Mount Coolon	3	3
Mount Coolon	4	5
Mount Coolum		38
Mount Coolum	0	39
Mount Coolum	1	610
Mount Coolum	2	711
Mount Coolum	3	163
Mount Coolum	4	52
Mount Cotton		51
Mount Cotton	0	14
Mount Cotton	1	344
Mount Cotton	2	1156
Mount Cotton	3	379
Mount Cotton	4	197
Mount Crosby		8
Mount Crosby	0	5
Mount Crosby	1	92
Mount Crosby	2	285
Mount Crosby	3	122
Mount Crosby	4	67
Mount Darry	2	8
Mount Darry	3	3
Mount Darry	4	3
Mount Debateable	1	6
Mount Debateable	2	7
Mount Debateable	3	4
Mount Debateable	4	3
Mount Delaney	1	5
Mount Delaney	2	10
Mount Edwards	1	7
Mount Edwards	2	11
Mount Edwards	3	3
Mount Edwards	4	3
Mount Emlyn	1	3
Mount Enniskillen	2	3
Mount Forbes	1	5
Mount Forbes	2	28
Mount Forbes	3	18
Mount Forbes	4	19
Mount Fox		3
Mount Fox	1	12
Mount Fox	2	10
Mount Fox	3	5
Mount Fox	4	3
Mount French	1	11
Mount French	2	20
Mount French	3	3
Mount French	4	4
Mount Garnet		12
Mount Garnet	0	22
Mount Garnet	1	64
Mount Garnet	2	46
Mount Garnet	3	14
Mount Garnet	4	11
Mount Glorious		3
Mount Glorious	1	44
Mount Glorious	2	41
Mount Glorious	3	8
Mount Glorious	4	4
Mount Gravatt		44
Mount Gravatt	0	151
Mount Gravatt	1	481
Mount Gravatt	2	436
Mount Gravatt	3	125
Mount Gravatt	4	56
Mount Gravatt East		113
Mount Gravatt East	0	292
Mount Gravatt East	1	1673
Mount Gravatt East	2	1578
Mount Gravatt East	3	443
Mount Gravatt East	4	191
Mount Hallen		7
Mount Hallen	1	29
Mount Hallen	2	61
Mount Hallen	3	29
Mount Hallen	4	18
Mount Hutton (Qld)	2	4
Mount Hutton (Qld)	3	6
Mount Hutton (Qld)	4	4
Mount Irving	2	3
Mount Irving	4	4
Mount Isa		3
Mount Isa	1	3
Mount Isa	2	18
Mount Isa	3	12
Mount Isa	4	4
Mount Isa City	0	3
Mount Isa City	1	11
Mount Isa City	2	11
Mount Isa City	3	3
Mount Jukes		10
Mount Jukes	1	23
Mount Jukes	2	44
Mount Jukes	3	25
Mount Jukes	4	23
Mount Julian		18
Mount Julian	1	32
Mount Julian	2	76
Mount Julian	3	29
Mount Julian	4	11
Mount Kelly		3
Mount Kelly	1	13
Mount Kelly	2	39
Mount Kelly	3	29
Mount Kelly	4	19
Mount Kilcoy		3
Mount Kilcoy	1	14
Mount Kilcoy	2	31
Mount Kilcoy	3	17
Mount Kilcoy	4	15
Mount Kynoch	1	16
Mount Kynoch	2	33
Mount Kynoch	3	16
Mount Kynoch	4	3
Mount Larcom		4
Mount Larcom	0	6
Mount Larcom	1	42
Mount Larcom	2	53
Mount Larcom	3	18
Mount Larcom	4	10
Mount Lawless	1	3
Mount Lofty		29
Mount Lofty	0	39
Mount Lofty	1	487
Mount Lofty	2	608
Mount Lofty	3	157
Mount Lofty	4	68
Mount Louisa		61
Mount Louisa	0	56
Mount Louisa	1	778
Mount Louisa	2	1406
Mount Louisa	3	439
Mount Louisa	4	172
Mount Low		41
Mount Low	0	12
Mount Low	1	303
Mount Low	2	728
Mount Low	3	240
Mount Low	4	125
Mount Luke	1	3
Mount Luke	2	4
Mount Luke	4	6
Mount Macarthur	2	3
Mount Maria		7
Mount Maria	0	3
Mount Maria	1	24
Mount Maria	2	24
Mount Maria	3	16
Mount Maria	4	3
Mount Marlow		3
Mount Marlow	1	7
Mount Marlow	2	19
Mount Marlow	3	4
Mount Marlow	4	7
Mount Marrow	1	6
Mount Marrow	2	22
Mount Marrow	3	12
Mount Marrow	4	8
Mount Marshall		3
Mount Marshall	1	30
Mount Marshall	2	25
Mount Marshall	3	23
Mount Marshall	4	8
Mount Martin		4
Mount Martin	1	11
Mount Martin	2	28
Mount Martin	3	12
Mount Martin	4	10
Mount Mceuen		3
Mount Mceuen	1	4
Mount Mceuen	2	5
Mount Mceuen	3	4
Mount Mee		6
Mount Mee	0	3
Mount Mee	1	49
Mount Mee	2	70
Mount Mee	3	32
Mount Mee	4	23
Mount Mellum	1	44
Mount Mellum	2	72
Mount Mellum	3	34
Mount Mellum	4	23
Mount Molar		3
Mount Molar	1	8
Mount Molar	2	18
Mount Molar	3	11
Mount Molar	4	10
Mount Molloy		7
Mount Molloy	0	3
Mount Molloy	1	39
Mount Molloy	2	35
Mount Molloy	3	20
Mount Molloy	4	3
Mount Morgan		42
Mount Morgan	0	100
Mount Morgan	1	360
Mount Morgan	2	208
Mount Morgan	3	74
Mount Morgan	4	24
Mount Moriah	4	3
Mount Mort	0	4
Mount Mort	1	5
Mount Mort	2	9
Mount Mort	3	6
Mount Mort	4	3
Mount Murchison	1	8
Mount Murchison	2	14
Mount Murchison	3	11
Mount Murchison	4	12
Mount Nathan		16
Mount Nathan	1	36
Mount Nathan	2	155
Mount Nathan	3	97
Mount Nathan	4	65
Mount Nebo		4
Mount Nebo	0	3
Mount Nebo	1	46
Mount Nebo	2	77
Mount Nebo	3	21
Mount Nebo	4	3
Mount Ommaney		4
Mount Ommaney	0	42
Mount Ommaney	1	210
Mount Ommaney	2	357
Mount Ommaney	3	127
Mount Ommaney	4	69
Mount Ossa		3
Mount Ossa	0	3
Mount Ossa	1	11
Mount Ossa	2	40
Mount Ossa	3	18
Mount Ossa	4	4
Mount Pelion	1	10
Mount Pelion	2	12
Mount Pelion	3	6
Mount Pelion	4	9
Mount Perry		17
Mount Perry	0	10
Mount Perry	1	73
Mount Perry	2	45
Mount Perry	3	26
Mount Perry	4	19
Mount Peter	1	5
Mount Peter	2	8
Mount Peter	3	6
Mount Peter	4	10
Mount Pleasant (Mackay - Qld)		64
Mount Pleasant (Mackay - Qld)	0	70
Mount Pleasant (Mackay - Qld)	1	611
Mount Pleasant (Mackay - Qld)	2	648
Mount Pleasant (Mackay - Qld)	3	215
Mount Pleasant (Mackay - Qld)	4	86
Mount Pleasant (Moreton Bay - Qld)	1	17
Mount Pleasant (Moreton Bay - Qld)	2	41
Mount Pleasant (Moreton Bay - Qld)	3	34
Mount Pleasant (Moreton Bay - Qld)	4	16
Mount Rascal		3
Mount Rascal	1	6
Mount Rascal	2	48
Mount Rascal	3	34
Mount Rascal	4	18
Mount Samson		4
Mount Samson	1	18
Mount Samson	2	70
Mount Samson	3	45
Mount Samson	4	42
Mount Sheridan (Qld)		73
Mount Sheridan (Qld)	0	65
Mount Sheridan (Qld)	1	944
Mount Sheridan (Qld)	2	1261
Mount Sheridan (Qld)	3	351
Mount Sheridan (Qld)	4	116
Mount St John	1	24
Mount St John	2	8
Mount Surprise		34
Mount Surprise	0	7
Mount Surprise	1	15
Mount Surprise	2	16
Mount Surprise	3	6
Mount Surprise	4	3
Mount Surround		3
Mount Surround	1	9
Mount Surround	2	26
Mount Surround	3	10
Mount Surround	4	3
Mount Sylvia	1	5
Mount Sylvia	2	8
Mount Sylvia	3	5
Mount Sylvia	4	6
Mount Tabor	1	3
Mount Tabor	2	18
Mount Tabor	3	5
Mount Tarampa		7
Mount Tarampa	0	3
Mount Tarampa	1	37
Mount Tarampa	2	49
Mount Tarampa	3	28
Mount Tarampa	4	20
Mount Tom	2	9
Mount Tom	3	7
Mount Tully		4
Mount Tully	1	10
Mount Tully	2	19
Mount Tully	3	10
Mount Tully	4	8
Mount Tyson		6
Mount Tyson	1	16
Mount Tyson	2	33
Mount Tyson	3	18
Mount Tyson	4	15
Mount Urah	1	3
Mount Walker (Qld)	1	4
Mount Walker (Qld)	2	20
Mount Walker (Qld)	3	11
Mount Walker (Qld)	4	6
Mount Walker West	1	3
Mount Walker West	2	7
Mount Warren Park		57
Mount Warren Park	0	125
Mount Warren Park	1	720
Mount Warren Park	2	769
Mount Warren Park	3	264
Mount Warren Park	4	133
Mount Whitestone		3
Mount Whitestone	1	16
Mount Whitestone	2	12
Mount Whitestone	3	11
Mount Whitestone	4	5
Mount Wyatt	1	4
Mount Wyatt	2	3
Mount Wyatt	4	8
Mountain Camp	3	3
Mountain Camp	4	4
Mountain Creek (Qld)		116
Mountain Creek (Qld)	0	59
Mountain Creek (Qld)	1	1088
Mountain Creek (Qld)	2	1670
Mountain Creek (Qld)	3	578
Mountain Creek (Qld)	4	235
Moura		28
Moura	0	22
Moura	1	188
Moura	2	248
Moura	3	87
Moura	4	36
Mourilyan		14
Mourilyan	0	11
Mourilyan	1	81
Mourilyan	2	80
Mourilyan	3	20
Mourilyan	4	11
Mourilyan Harbour	1	15
Mourilyan Harbour	2	21
Mourilyan Harbour	3	10
Mourilyan Harbour	4	8
Mowbray (Qld)		7
Mowbray (Qld)	0	3
Mowbray (Qld)	1	23
Mowbray (Qld)	2	56
Mowbray (Qld)	3	17
Mowbray (Qld)	4	11
Mowbullan	1	3
Moy Pocket	1	10
Moy Pocket	2	14
Moy Pocket	3	4
Mp Creek	2	7
Mp Creek	3	3
Mp Creek	4	3
Muckadilla	1	6
Muckadilla	2	5
Muckadilla	3	6
Muckadilla	4	7
Mudgeeraba		112
Mudgeeraba	0	77
Mudgeeraba	1	1228
Mudgeeraba	2	1967
Mudgeeraba	3	733
Mudgeeraba	4	339
Mudjimba		21
Mudjimba	0	25
Mudjimba	1	333
Mudjimba	2	357
Mudjimba	3	121
Mudjimba	4	53
Muirlea	1	20
Muirlea	2	19
Muirlea	3	16
Muirlea	4	9
Mulambin		4
Mulambin	0	7
Mulambin	1	86
Mulambin	2	126
Mulambin	3	42
Mulambin	4	14
Mulara		3
Mulara	1	7
Mulara	2	7
Mulara	3	3
Mulara	4	3
Mulgildie		3
Mulgildie	0	3
Mulgildie	1	14
Mulgildie	2	25
Mulgildie	3	14
Mulgildie	4	4
Mulgowie		7
Mulgowie	0	3
Mulgowie	1	14
Mulgowie	2	22
Mulgowie	3	18
Mulgowie	4	9
Mulgrave (Qld)	2	3
Mullett Creek	1	6
Mullett Creek	2	11
Mullett Creek	3	3
Munbilla	1	6
Munbilla	2	16
Munbilla	3	7
Munbilla	4	3
Munbura		5
Munbura	1	9
Munbura	2	13
Munbura	3	13
Munbura	4	5
Mundingburra		46
Mundingburra	0	129
Mundingburra	1	574
Mundingburra	2	447
Mundingburra	3	112
Mundingburra	4	58
Mundoo		4
Mundoo	1	21
Mundoo	2	40
Mundoo	3	10
Mundoo	4	4
Mundoolun		15
Mundoolun	0	3
Mundoolun	1	67
Mundoolun	2	194
Mundoolun	3	82
Mundoolun	4	64
Mundowran	1	10
Mundowran	2	18
Mundowran	3	11
Mundowran	4	11
Mundubbera		37
Mundubbera	0	46
Mundubbera	1	164
Mundubbera	2	148
Mundubbera	3	63
Mundubbera	4	21
Mungabunda		3
Mungabunda	1	5
Mungabunda	2	8
Mungabunda	3	6
Mungabunda	4	12
Mungallala		4
Mungallala	1	7
Mungallala	2	21
Mungallala	3	12
Mungallala	4	7
Mungallala South	4	4
Mungalli	1	4
Mungalli	2	15
Mungar		3
Mungar	0	3
Mungar	1	33
Mungar	2	53
Mungar	3	14
Mungar	4	13
Mungindi (Qld)	1	14
Mungindi (Qld)	2	26
Mungindi (Qld)	3	7
Mungindi (Qld)	4	8
Mungungo		3
Mungungo	1	3
Mungungo	2	12
Mungungo	3	9
Mungungo	4	3
Muniganeen	2	12
Muniganeen	3	3
Muniganeen	4	3
Munna Creek	2	6
Munna Creek	4	3
Munro Plains	0	3
Munro Plains	1	6
Munro Plains	2	9
Munro Plains	3	5
Munruben		14
Munruben	0	4
Munruben	1	89
Munruben	2	269
Munruben	3	222
Munruben	4	233
Murarrie		51
Murarrie	0	56
Murarrie	1	509
Murarrie	2	609
Murarrie	3	175
Murarrie	4	63
Murgon		40
Murgon	0	87
Murgon	1	373
Murgon	2	253
Murgon	3	98
Murgon	4	32
Murphys Creek (Qld)		4
Murphys Creek (Qld)	1	34
Murphys Creek (Qld)	2	92
Murphys Creek (Qld)	3	40
Murphys Creek (Qld)	4	24
Murray Upper	0	16
Murray Upper	1	22
Murray Upper	2	27
Murray Upper	3	5
Murray Upper	4	8
Murrays Bridge	1	3
Murrays Bridge	2	18
Murrays Bridge	3	3
Murrays Bridge	4	13
Murrigal	1	6
Murrigal	2	10
Murrigal	3	3
Murrigal	4	3
Murrumba	2	3
Murrumba Downs		81
Murrumba Downs	0	123
Murrumba Downs	1	1139
Murrumba Downs	2	1575
Murrumba Downs	3	498
Murrumba Downs	4	259
Mutarnee		3
Mutarnee	1	9
Mutarnee	2	23
Mutarnee	3	5
Mutarnee	4	3
Mutchilba		10
Mutchilba	1	36
Mutchilba	2	55
Mutchilba	3	27
Mutchilba	4	38
Mutdapilly	1	14
Mutdapilly	2	43
Mutdapilly	3	19
Mutdapilly	4	18
Muttaburra		3
Muttaburra	1	16
Muttaburra	2	8
Myall Park (Qld)	1	3
Myall Park (Qld)	2	3
Myrtlevale	1	5
Myrtlevale	2	28
Myrtlevale	3	15
Myrtlevale	4	4
Mysterton		6
Mysterton	0	13
Mysterton	1	103
Mysterton	2	117
Mysterton	3	52
Mysterton	4	19
Nahrunda	0	5
Nahrunda	1	16
Nahrunda	2	30
Nahrunda	3	16
Nahrunda	4	7
Nambour		157
Nambour	0	404
Nambour	1	1697
Nambour	2	1361
Nambour	3	434
Nambour	4	209
Nanango		75
Nanango	0	101
Nanango	1	613
Nanango	2	423
Nanango	3	119
Nanango	4	85
Nandi	2	14
Nandi	3	4
Nandi	4	3
Nandowrie	1	4
Nandowrie	3	8
Nangram	2	4
Nangwee	1	3
Nangwee	2	3
Nangwee	3	3
Nangwee	4	4
Nankin		3
Nankin	1	10
Nankin	2	20
Nankin	3	12
Nankin	4	13
Nanum		23
Nanum	0	8
Nanum	1	70
Nanum	2	125
Nanum	3	44
Nanum	4	21
Narangba		110
Narangba	0	60
Narangba	1	1177
Narangba	2	2633
Narangba	3	1004
Narangba	4	562
Narko	2	7
Nathan		4
Nathan	0	10
Nathan	1	127
Nathan	2	117
Nathan	3	33
Nathan	4	4
Natural Bridge		3
Natural Bridge	1	11
Natural Bridge	2	12
Natural Bridge	3	5
Nebine	2	3
Nebine	3	3
Nebo		18
Nebo	0	7
Nebo	1	52
Nebo	2	89
Nebo	3	40
Nebo	4	28
Neerdie	0	3
Neerdie	1	22
Neerdie	2	24
Neerdie	3	6
Neerdie	4	5
Nelly Bay		41
Nelly Bay	0	74
Nelly Bay	1	226
Nelly Bay	2	115
Nelly Bay	3	24
Nelly Bay	4	13
Nerada	1	8
Nerada	2	12
Nerada	3	10
Nerada	4	3
Nerang		272
Nerang	0	455
Nerang	1	2263
Nerang	2	2134
Nerang	3	747
Nerang	4	441
Neranwood	2	8
Neranwood	3	3
Neranwood	4	6
Nerimbera		4
Nerimbera	1	22
Nerimbera	2	42
Nerimbera	3	19
Nerimbera	4	17
Netherby (Qld)	2	6
Netherby (Qld)	3	7
Netherdale		6
Netherdale	1	12
Netherdale	2	12
Netherdale	3	6
Neumgna	4	3
Neurum		3
Neurum	1	10
Neurum	2	28
Neurum	3	12
Neurum	4	5
Neusa Vale		5
Neusa Vale	1	5
Neusa Vale	2	6
Neusa Vale	3	4
Nevilton	1	3
Nevilton	2	12
New Auckland		44
New Auckland	0	55
New Auckland	1	456
New Auckland	2	755
New Auckland	3	254
New Auckland	4	106
New Beith		14
New Beith	0	3
New Beith	1	80
New Beith	2	474
New Beith	3	277
New Beith	4	248
New Farm		151
New Farm	0	937
New Farm	1	2606
New Farm	2	1324
New Farm	3	246
New Farm	4	112
New Harbourline		3
New Harbourline	0	3
New Harbourline	1	5
New Harbourline	2	34
New Harbourline	3	21
New Harbourline	4	5
New Mapoon		10
New Mapoon	0	34
New Mapoon	1	38
New Mapoon	2	18
New Mapoon	3	8
New Mapoon	4	3
New Moonta		4
New Moonta	1	16
New Moonta	2	18
Newell		8
Newell	0	3
Newell	1	49
Newell	2	48
Newell	3	16
Newell	4	7
Newlands (Qld)		3
Newlands (Qld)	1	3
Newlands (Qld)	2	3
Newlands (Qld)	3	3
Newlands (Qld)	4	3
Newmarket		104
Newmarket	0	206
Newmarket	1	761
Newmarket	2	597
Newmarket	3	176
Newmarket	4	63
Newport (Qld)		19
Newport (Qld)	0	21
Newport (Qld)	1	214
Newport (Qld)	2	474
Newport (Qld)	3	221
Newport (Qld)	4	125
Newstead (Qld)		20
Newstead (Qld)	0	102
Newstead (Qld)	1	503
Newstead (Qld)	2	282
Newstead (Qld)	3	42
Newstead (Qld)	4	9
Newtown (Ipswich - Qld)		21
Newtown (Ipswich - Qld)	0	32
Newtown (Ipswich - Qld)	1	192
Newtown (Ipswich - Qld)	2	187
Newtown (Ipswich - Qld)	3	71
Newtown (Ipswich - Qld)	4	30
Newtown (Toowoomba - Qld)		157
Newtown (Toowoomba - Qld)	0	455
Newtown (Toowoomba - Qld)	1	1651
Newtown (Toowoomba - Qld)	2	1147
Newtown (Toowoomba - Qld)	3	318
Newtown (Toowoomba - Qld)	4	149
Nikenbah		8
Nikenbah	0	4
Nikenbah	1	58
Nikenbah	2	99
Nikenbah	3	27
