SSC_NAME16	medianTotalFamilyIncome
North Coogee	160628
North Dandalup	102492
North Eradu	
North Fremantle	154960
North Greenbushes	58500
North Jindong	109200
North Kellerberrin	136448
North Kukerin	108316
North Kununoppin	77948
North Lake	121420
North Lake Grace	
North Moulyinning	106600
North Perth	136032
North Plantations	107484
North Stirlings	123448
North Tammin	108316
North Trayning	136500
North Walpole	68224
North West Cape	71500
North Wialki	
North Yelbeni	97500
North Yunderup	74724
Northam	77480
Northampton	56732
Northbridge (WA)	103428
Northcliffe	67756
Northern Gully	61724
Nowergup	97500
Nugadong	
Nukarni	71500
Nullagine	45500
Nullaki	110448
Nulsen	53768
Nungarin	59748
Nunierra	
Nunile	81224
Nyabing	84500
O'Connor (WA)	99424
Oakajee	
Oakford	117260
Ocean Beach	68484
Ocean Reef	125788
Ogilvie	71448
Old Plains	84448
Oldbury	99112
Ongerup	74724
Onslow	136812
Oombulgurri	
Ora Banda	
Orana	63024
Orange Grove (WA)	93444
Orange Springs	
Orchid Valley	90948
Ord River	69836
Orelia	70512
Osborne Park	81380
Osmington	53612
Padbury	105248
Palgarup	74724
Pallinup	113724
Palmdale (WA)	
Palmer (WA)	103948
Palmyra (WA)	112632
Pannawonica	160888
Pantapin	108316
Paraburdoo	164320
Paradise (WA)	83200
Pardoo	35724
Parker Range	
Parkerville	116324
Parkeston	39624
Parkfield	117000
Parklands (WA)	108732
Parkwood (WA)	91052
Parmelia	68640
Parryville	66300
Paulls Valley	147316
Paynedale	81224
Paynes Find	53248
Paynesville (WA)	
Peaceful Bay	45032
Peak Hill (WA)	37700
Pearsall	108212
Peedamulla	
Peerabeelup	
Pegs Creek	124592
Pelican Point (WA)	114400
Pemberton	71032
Peppermint Grove	215592
Peppermint Grove Beach	97500
Perenjori	84500
Perillup	93184
Peron	116948
Perth (WA)	116636
Perth Airport	
Perup	76648
Petrudor	
Piara Waters	118248
Piawaning	71448
Piccadilly (WA)	125268
Pickering Brook	93704
Picton (WA)	71500
Picton East	58500
Piesse Brook	132132
Piesseville	84448
Pindar	136500
Pingaring	100724
Pingelly	47216
Pingrup	81900
Pinjar	73632
Pinjarra	69628
Pink Lake	107432
Pintharuka	50648
Pinwernying	74724
Pippingarra	116948
Pithara	80184
Plumridge Lakes	45292
Point Grey	
Point Samson	162500
Popanyinning	50232
Porongurup	68484
Port Albany	80600
Port Denison	68588
Port Hedland	188344
Port Kennedy	96044
Postans	
Preston Beach	50804
Preston Settlement	71500
Prevelly	88816
Prince Regent River	
Pumphreys Bridge	81224
Purnululu	
Quairading	49504
Qualeup	97500
Quedjinup	97500
Queens Park (WA)	82212
Queenwood	84500
Quelagetting	73632
Quellington	123448
Quindalup	97240
Quindanning	101816
Quinninup	65884
Quinns Rocks	104988
Ranford	98540
Rangeway	52104
Ravensthorpe	85540
Ravenswood (WA)	67704
Rawlinna	71500
Red Gully	
Red Hill (WA)	102336
Redbank (WA)	126724
Redcliffe (WA)	92300
Redgate (WA)	74724
Redmond	75348
Redmond West	60632
Reedy	
Regans Ford	37700
Reinscourt	106860
Remlap	
Reservoir (WA)	
Ridgewood (WA)	83512
Ringbark	94900
Riverton (WA)	92352
Rivervale	94276
Robinson	95316
Rockingham (WA)	74464
Rocklea (WA)	32188
Rockwell	
Rocky Gully (WA)	50648
Roebourne	46384
Roebuck	80184
Roelands	112632
Roleystone	108784
Rosa Brook	71500
Rosa Glen	84500
Rossmore (WA)	
Rossmoyne	129272
Rothsay	
Rottnest Island	133224
Ruabon	84500
Rudds Gully	122148
Ryansbrook	97448
Sabina River	94224
Safety Bay	83980
Salmon Gums	80184
Salter Point	132600
Samson	102752
San Remo (WA)	97136
Sandpatch	
Sandsprings	
Sandstone	71500
Sandy Gully (WA)	68224
Sawyers Valley	97812
Scaddan	110500
Scarborough (WA)	123916
Schroeder	
Scotsdale	71500
Scott River	94224
Scott River East	
Scotts Brook	97500
Seabird	50232
Secret Harbour	119912
Seppings	67184
Serpentine (WA)	93028
Seville Grove	84292
Shackleton	97500
Shadforth (WA)	73944
Shannon (WA)	
Shark Bay	
Shelley (WA)	112060
Shenton Park	152672
Sherlock (WA)	
Shoalwater (WA)	83616
Shotts	
Siesta Park	71500
Silver Sands	77688
Sinagra	105508
Sinclair	77480
Singleton (WA)	104936
Sir Samuel	
Skeleton Rock	
Smith Brook	95836
Solus	
Somerville (WA)	141232
Sorrento (WA)	137696
South Bodallin	
South Boulder	99268
South Bunbury	86164
South Burracoppin	84500
South Carnarvon	79300
South Datatine	117000
South Doodlakine	58500
South Fremantle	114556
South Glencoe	97500
South Greenough	58500
South Guildford	111332
South Hedland	143520
South Kalgoorlie	113672
South Kukerin	71448
South Kumminin	71500
South Kununoppin	
South Lake	88556
South Lake Grace	53248
South Murchison	37648
South Newdegate	129948
South Perth	132808
South Plantations	84500
South Quairading	160316
South Stirling	
South Tammin	97500
South Trayning	74724
South Yelbeni	74724
South Yilgarn	168948
South Yuna	117000
South Yunderup	73736
Southampton (WA)	99632
Southern Brook	139724
Southern Cross (WA)	100360
Southern River	113152
Spalding (WA)	61620
Spearwood	82992
Spencer Park	67756
Spencers Brook	67184
Springfield (WA)	84500
Springs	
St George Ranges	36608
St James (WA)	99892
St Ronans	71448
Stake Hill	122148
Stirling (WA)	117572
Stirling Estate	106600
Stirling Range National Park	
Stoneville	101192
Stove Hill	
Strathalbyn (WA)	106964
Stratham	108628
Stratherne	
Stratton	77428
Strelley	
Sturt Creek	30420
Subiaco	150176
Success	110708
Sunnyside (WA)	110500
Sunset Beach	88244
Swan View	84032
Swanbourne	185328
Takalarup	82836
Talandji	
Talbot (WA)	84448
Talbot West	68224
Talgomine	84500
Talisker	
Tamala	
Tamala Park	
Tambellup	53872
Tammin	49348
Tampu	
Tanami (WA)	24544
Tandegin	168948
Tapping	114244
Tarcoola Beach	116688
Tardun	39624
Tarin Rock	97448
Teesdale (WA)	86632
Telfer	31148
Tenindewa	74724
Tenterden (WA)	59384
The Lakes	112632
The Plains	147316
The Spectacles	
The Vines	125736
Thomson Brook	87048
Thornlie	84656
Three Springs	66872
Throssell	77948
Tibradden	
Tincurrin	84500
Tingledale	68224
Tom Price	154180
Tonebridge	71500
Toodyay	62868
Toolibin	46748
Toolonga	
Toompup	
Torbay	78832
Torndirrup	97448
Townsendale	
Trafalgar (WA)	
Trayning	37700
Treeton	88816
Trent	
Trigg	139932
Trigwell	
Tuart Hill	92612
Turkey Hill	
Tutunup	82316
Two Rocks	78468
Ucarty	67184
Ucarty West	71448
Uduc	97500
Ularring	
Upper Capel	94224
Upper Murray	
Upper Swan	78884
Upper Warren	77948
Useless Loop	114816
Usher	70772
Utakarra	64324
Vancouver Peninsula	
Varley	84500
Vasse	90480
Victoria Park	102960
Victoria Rock	
Victory Heights (WA)	122356
Vittoria (WA)	
Viveash	87880
Wadderin	117000
Waddington	117000
Waddy Forest	201448
Waeel	97448
Wagerup	58448
Waggrakine	85644
Wagin	62088
Waikiki	88972
Walebing	110448
Walgoolan	125632
Walkaway	70408
Wallareenya	
Wallaroo (WA)	
Walliston	87048
Walmsley	58500
Walpole	57408
Walsall	68224
Walyormouring	129948
Walyunga National Park	
Walyurin	103948
Wamenusking	162500
Wandana (WA)	
Wandering	95108
Wandi	115856
Wandillup	68224
Wandina	112268
Wanerie	67184
Wangara	74724
Wannamal	81224
Wannanup	88348
Wanneroo	89180
Wansbrough	97500
Warawarrup	84500
Warburton (WA)	36764
Wardering	58500
Warding East	117000
Warmun	34788
Warnbro	80340
Warner Glen	76336
Waroona	77584
Warrachuppin	
Warradarge	61724
Warralakin	
Warrenup	102232
Warwick (WA)	96720
Waterbank	80132
Watercarrin	97500
Waterford (WA)	118768
Waterloo (WA)	74724
Watermans Bay	127556
Watheroo	96408
Wattening	143000
Wattle Grove (WA)	113360
Wattleup	84500
Wattoning	117000
Webberton	96200
Wedge Island (WA)	46800
Wedgecarrup	108316
Wedgefield	124384
Welbungin	71500
Weld Range	
Wellard	103532
Wellesley (WA)	71500
Wellington Forest	
Wellington Mill	95316
Wellstead	55224
Welshpool (WA)	
Wembley	126516
Wembley Downs	143156
West Ballidu	71448
West Beach (WA)	108576
West Binnu	
West Busselton	70564
West Cape Howe	
West Casuarinas	84500
West Coolup	93184
West End (WA)	52468
West Fitzgerald	90948
West Holleton	58448
West Kalgoorlie	
West Lamington	136604
West Leederville	150020
West Lyons River	
West Perth	121108
West Pingelly	81224
West Pinjarra	114192
West Popanyinning	93132
West River	94224
West Swan	113412
West Toodyay	69316
Westdale (WA)	61724
Westminster	73008
Westonia	99632
Westwood (WA)	97500
Whim Creek	
Whitby	97500
White Gum Valley	114504
White Peak	123448
Whiteman	
Whittaker	
Wialki	71448
Wicherina	
Wicherina South	
Wickepin	70772
Wickham (WA)	162032
Widgiemooltha	
Wilberforce (WA)	110500
Wilbinga	
Wilga	74724
Wilga West	
Wilgarrup	
Wilgoyne	71448
Willagee	96980
Willare	27924
Willetton	102284
William Bay	75816
Williams	96096
Williamstown (WA)	71500
Willyung	93756
Wilson	88452
Wiluna	44720
Wilyabrup	110500
Windabout	100724
Windy Harbour	39624
Winnejup	63648
Winthrop	118456
Witchcliffe	73788
Withers	54704
Wittenoom	
Wittenoom Hills	143000
Wogolin	
Wokalup	93132
Womarden	106600
Wongamine	61724
Wongan Hills	78780
Wongoondy	101816
Wonnerup	76648
Wonthella	63752
Woodanilling	57200
Woodbridge (WA)	107224
Woodlands (WA)	120588
Woodleigh (WA)	
Woodridge (WA)	63752
Woodvale (WA)	124436
Woogenellup	97500
Woolgorong	
Woolocutty	49348
Wooramel	
Wooroloo	89336
Woorree	101296
Woottating	84448
Worsley	42848
Wubin	79612
Wundowie	80236
Wungong	87724
Wuraming	
Wyalkatchem	52624
Wyening	80132
Wyndham (WA)	73112
Wyola West	93184
Xantippe	110500
Yabberup	71500
Yakamia	74204
Yalardy	
Yalgoo	117000
Yallabatharra	73632
Yallingup	93652
Yallingup Siding	102336
Yalyalup	93496
Yanchep	89856
Yandanooka	97448
Yandoo Creek	
Yangebup	102648
Yanmah	84500
Yannarie	
Yarawindah	162448
Yardarino	84448
Yarloop	56732
Yarragadee	71500
Yathroo	84500
Yeagarup	73632
Yeal	
Yealering	55224
Yelbeni	
Yellowdine	
Yelverton	142948
Yerecoin	81224
Yetna	108316
Yilkari	
Yilliminning	99632
Yoganup	
Yokine	98956
Yoongarillup	80184
York	68432
Yornaning	136500
Yornup	71448
Yoting	97500
Youndegin	116948
Youngs Siding	72904
Yourdamung Lake	
Yuna	58500
Zanthus	
Zuytdorp	
No usual address (WA)	
Migratory - Offshore - Shipping (WA)	
Abbotsham	70200
Abels Bay	49712
Aberdeen (Tas.)	68588
Acacia Hills (Tas.)	72644
Acton (Tas.)	54756
Acton Park (Tas.)	118924
Adventure Bay	41236
Akaroa	53612
Alberton (Tas.)	
Alcomie	54184
Allens Rivulet	97500
Alonnah	60112
Ambleside	83772
Andover	61724
Ansons Bay	56524
Antill Ponds	
Apollo Bay (Tas.)	
Apslawn	
Apsley (Tas.)	84448
Arthur River (Tas.)	58500
Arthurs Lake	20748
Austins Ferry	78260
Avoca (Tas.)	42172
Baden	46800
Badger Head	35724
Bagdad	69628
Bakers Beach	71500
Banca	
Bangor (Tas.)	80132
Barnes Bay	58500
Barretta	71448
Barrington (Tas.)	63076
Battery Point	120640
Beaconsfield (Tas.)	47996
Beaumaris (Tas.)	56056
Beauty Point	50284
Beechford	54132
Bell Bay	
Bellerive	87568
Bellingham	54132
Ben Lomond (Tas.)	
Berriedale	71500
Beulah (Tas.)	43316
Bicheno	56420
Binalong Bay	54184
Birchs Bay	71500
Birralee	57408
Bishopsbourne	79300
Black Hills	53612
Black River (Tas.)	82316
Blackmans Bay	92144
Blackstone Heights	102388
Blackwall (Tas.)	61152
Blackwood Creek	100724
Blessington	87724
Blue Rocks	94224
Blumont	67184
Boat Harbour (Tas.)	72748
Boat Harbour Beach	68224
Bonnet Hill	124072
Boobyalla	
Boomer Bay	48048
Bothwell	62660
Boyer	71500
Bracknell	67444
Bradys Lake	35724
Brandum	
Branxholm	42224
Breadalbane (Tas.)	86632
Bream Creek	71500
Breona	
Bridgenorth	91676
Bridgewater (Tas.)	47684
Bridport	66508
Brighton (Tas.)	73944
Brittons Swamp	71500
Broadmarsh	87048
Broadmeadows (Tas.)	59748
Bronte Park	46800
Brooklyn (Tas.)	57928
Brooks Bay	35724
Buckland (Tas.)	69316
Bungaree (Tas.)	143000
Burnie	75920
Burns Creek	58500
Bushy Park (Tas.)	55224
Butlers Gorge	
Cairns Bay	46800
Calder	69732
Cambridge (Tas.)	100828
Camdale	55224
Camena	61724
Campania	74516
Campbell Town	53612
Cape Barren Island	44148
Cape Pillar	
Cape Portland	
Cape Raoul	
Carlton (Tas.)	64792
Carlton River	76336
Carrick (Tas.)	79924
Castle Forbes Bay	55224
Castra	71500
Caveside	49348
Central Plateau	
Cethana	
Chain Of Lagoons	46800
Charlotte Cove	53248
Chasm Creek	68224
Chigwell	58032
Christmas Hills (Tas.)	71500
Chudleigh	53040
Claremont (Tas.)	67444
Clarence Point	44824
Clarendon Vale	43732
Claude Road	59124
Cleveland (Tas.)	36920
Clifton Beach (Tas.)	117000
Cluan	77948
Colebrook	57824
Coles Bay	69836
Collinsvale	82992
Conara	63336
Coningham	105872
Connellys Marsh	84500
Cooee	70408
Copping	65884
Cornwall (Tas.)	33124
Couta Rocks	
Cowrie Point	
Crabtree	85748
Cradle Mountain	
Cradoc	66976
Cramps Bay	
Cranbrook (Tas.)	67184
Crayfish Creek	58500
Cremorne (Tas.)	107224
Cressy (Tas.)	66248
Cuckoo	71448
Cuprona	99632
Currie	93964
Cygnet	61360
Dairy Plains	94224
Deddington	93184
Dee	
Deep Bay	47268
Deloraine	62192
Dennes Point	40248
Derby (Tas.)	41080
Derwent Bridge	
Derwent Park	55224
Detention	
Deviot	71500
Devon Hills	96772
Devonport	60944
Dilston	93184
Doctors Point	
Doctors Rocks	107224
Dodges Ferry	76284
Dolphin Sands	47424
Don	98384
Douglas River	71500
Douglas-Apsley	
Dover	57928
Downlands	78884
Dowsing Point	68224
Dromedary (Tas.)	82316
Dulcot	100724
Dunalley	67444
Dunorlan	73632
Dynnyrne	98124
Dysart (Tas.)	74256
Eaglehawk Neck	57824
East Cam	97500
East Devonport	52624
East Launceston	104936
East Ridgley	74724
Eddystone	
Edgcumbe Beach	84500
Edith Creek	87724
Egg Lagoon	123448
Eggs And Bacon Bay	37128
Elderslie (Tas.)	53612
Electrona	83044
Elizabeth Town	58500
Ellendale (Tas.)	52884
Elliott (Tas.)	72384
Emita	101816
Emu Heights (Tas.)	69316
Epping Forest	82316
Erriba	46748
Eugenana	94224
Evandale (Tas.)	69368
Exeter (Tas.)	61568
Exton	68224
Falmouth	46800
Fentonbury	35724
Fern Tree	104468
Fingal (Tas.)	65832
Fitzgerald (Tas.)	46800
Flintstone	
Florentine	
Flowerdale (Tas.)	93184
Flowerpot	81224
Flowery Gully	41080
Forcett	83252
Forest	85904
Forester	
Fortescue (Tas.)	
Forth	72540
Forthside	101816
Four Mile Creek (Tas.)	50232
Frankford	50648
Franklin (Tas.)	69160
Freycinet	
Friendly Beaches	
Gagebrook	42484
Garden Island Creek	49712
Gardners Bay	53196
Gawler (Tas.)	77428
Geeveston	55484
Geilston Bay	96044
George Town	50856
Gladstone (Tas.)	44720
Glaziers Bay	62816
Glebe (Tas.)	111436
Glen Huon	68536
Glendevie	48516
Glenfern (Tas.)	73112
Glengarry (Tas.)	66300
Glenlusk	74256
Glenora	61724
Glenorchy (Tas.)	61256
Golconda	35724
Golden Valley	50908
Goodwood (Tas.)	66040
Gordon (Tas.)	54184
Gormanston	
Goshen	61048
Goulds Country	54756
Gowrie Park	46800
Granton	95316
Granville Harbour	37700
Grasstree Hill	69316
Grassy	48516
Gravelly Beach	67860
Gray (Tas.)	32656
Great Bay	55224
Greens Beach	55536
Gretna	57564
Grindelwald	83356
Grove	79040
Guildford (Tas.)	
Gunns Plains	67184
Hadspen	81640
Hagley	78832
Hamilton (Tas.)	50024
Hampshire	54184
Harford	92092
Hastings (Tas.)	37700
Havenview	61464
Hawley Beach	86892
Hayes	68224
Hellyer	73632
Henrietta	73632
Herdsmans Cove	44252
Hermitage	
Herrick	38948
Heybridge	67860
Highclere	69836
Highcroft	55224
Hillcrest (Tas.)	57616
Hillwood	76544
Hobart	91624
Hollow Tree	46800
Holwell	69316
Honeywood	93964
Howden	108732
Howrah	92352
Howth	110448
Huntingfield	72592
Huonville	65988
Ida Bay	
Interlaken	
Invermay (Tas.)	64272
Irishtown (Tas.)	67964
Jackeys Marsh	54184
Jericho (Tas.)	46748
Jetsonville	54600
Judbury	50544
Kamona	
Kaoota	82316
Karanja	61724
Karoola	72072
Kayena	56316
Kellevie	71500
Kelso (Tas.)	66612
Kempton	75088
Kettering	74360
Killiecrankie	49348
Kimberley (Tas.)	59748
Kindred	75816
Kings Meadows	69576
Kingston (Tas.)	83044
Kingston Beach	91312
Koonya	67184
Lachlan	79456
Lackrana	112632
Lady Barron	55692
Lake Leake	37648
Lake Margaret	
Lake Sorell	
Lake St Clair	
Lalla	81224
Lanena	74048
Lapoinya	63648
Latrobe	63752
Lauderdale	95628
Launceston	89336
Lawitta	75348
Lebrina	71500
Leeka	
Lefroy	55224
Legana	80964
Legerwood	61048
Leith	82836
Lemont	97448
Lenah Valley	103896
Leslie Vale	114816
Levendale	56316
Lewisham (Tas.)	79768
Liawenee	
Liena	40248
Lietinna	62816
Liffey	66248
Lileah	93600
Lillico (Tas.)	48516
Lilydale (Tas.)	70096
Lindisfarne	91936
Lisle	
Little Pine Lagoon	
Little Swanport	41184
Loccota	87724
Loira	81224
London Lakes	
Long Reach	
Longford (Tas.)	66040
Longley	85748
Lonnavale	68224
Loongana	
Loorana	86632
Lorinna	25532
Lottah	
Low Head	81224
Lower Barrington	78884
Lower Beulah	58500
Lower Longley	105456
Lower Marshes	
Lower Snug	89856
Lower Turners Marsh	71500
Lower Wattle Grove	55224
Lower Wilmot	71500
Loyetea	53248
Lucaston	88504
Lughrata	
Luina	
Lulworth	55224
Lunawanna	46800
Lune River	84448
Lutana	68120
Lymington	78832
Lymwood	84500
Macquarie Plains	97448
Magra	83044
Malbina	93184
Mangalore (Tas.)	80288
Mangana	29900
Margate (Tas.)	89232
Marion Bay (Tas.)	56316
Marrawah	71500
Mathinna	42900
Mawbanna	66872
Mayberry	
Maydena	40144
Mayfield (Tas.)	47060
Meadowbank (Tas.)	
Meander	61256
Mella	81224
Melrose (Tas.)	84500
Melton Mowbray	58500
Memana	67184
Mengha	81224
Mersey Forest	
Merseylea	73632
Meunna	
Miandetta (Tas.)	70304
Middlesex (Tas.)	
Middleton (Tas.)	68224
Midway Point	76960
Miena	40560
Milabena	58500
Millers Bluff	
Moina	42848
Mole Creek	58500
Molesworth (Tas.)	83252
Moltema	61048
Montagu	81224
Montagu Bay	74724
Montana	58500
Montello	60112
Montrose (Tas.)	75556
Montumana	70200
Moogara	55224
Moonah	68276
Mooreville	82628
Moorina (Tas.)	
Moorleah	67132
Morass Bay	
Moriarty	74724
Mornington (Tas.)	69524
Mount Direction	75192
Mount Field	
Mount Hicks	70928
Mount Lloyd	45032
Mount Nelson	98384
Mount Roland	
Mount Rumney	103012
Mount Seymour	44200
Mount Stuart (Tas.)	114608
Mount William	
Mountain River	77584
Mowbray (Tas.)	54444
Murdunna	58500
Musselroe Bay	37700
Myalla (Tas.)	67184
Myrtle Bank (Tas.)	46800
Nabageena	67132
Nabowla	56836
Naracoopa	55224
National Park	61724
Natone	71500
Needles	56316
Neika	84448
Nelson Bay (Tas.)	
New Norfolk	59072
New Town (Tas.)	96876
Newnham	64376
Newstead (Tas.)	85436
Nicholls Rivulet	63180
Nietta	42848
Nile	78676
Nook	66248
North Bruny	73320
North Hobart	95732
North Lilydale	80132
North Motton	79092
North Scottsdale	63856
Northdown	81224
Norwood (Tas.)	79196
Notley Hills	77948
Nowhere Else	71448
Nubeena	47580
Nugara	69836
Nugent	80184
Nunamara	74724
Oakdowns	86944
Oaks	108316
Oatlands (Tas.)	54600
Ocean Vista	98540
Old Beach	93444
Oldina	63648
Oonah	
Opossum Bay	63440
Orford (Tas.)	57356
Orielton	91572
Osmaston	84500
Osterley (Tas.)	
Otago	94484
Ouse	61308
Oyster Cove (Tas.)	79456
Palana	72748
Paloona	59748
Paradise (Tas.)	55224
Parattah	38636
Park Grove	85540
Parkham	84500
Parklands (Tas.)	76752
Parrawe	
Patersonia	71500
Pawleena	69316
Pawtella	84500
Pearshape	
Pegarah	81224
Pelham (Tas.)	46800
Pelverata	74724
Penguin	69316
Penna	78520
Perth (Tas.)	76284
Petcheys Bay	67184
Pioneer (Tas.)	38948
Pipers Brook	61724
Pipers River	60788
Plenty (Tas.)	76336
Poatina	42640
Police Point	44200
Pontville	88192
Pontypool	44148
Port Arthur (Tas.)	45292
Port Huon	52416
Port Latta	
Port Sorell	66768
Powranna	116948
Premaydena	54132
Preolenna	58500
Preservation Bay	107224
Preston (Tas.)	46800
Primrose Sands	48412
Promised Land	48516
Prospect (Tas.)	74880
Prospect Vale	75244
Punchbowl (Tas.)	66092
Pyengana	48048
Quamby Bend	71500
Quamby Brook	71500
Queens Domain	162448
Queenstown (Tas.)	53560
Quoiba	73892
Railton	54080
Raminea	68224
Randalls Bay	68224
Ranelagh	83304
Ranga	71500
Ravenswood (Tas.)	46280
Recherche	
Red Hills	67444
Redpa	67600
Reedy Marsh	68224
Reekara	108316
Relbia	127452
Renison Bell	
Retreat (Tas.)	
Reynolds Neck	
Rheban	
Rhyndaston	46800
Riana	80444
Richmond (Tas.)	89024
Ridgeway	132184
Ridgley	70772
Ringarooma	47164
Risdon	54600
Risdon Vale	58552
Riverside (Tas.)	83980
Robigana	67184
Rocherlea	40820
Roches Beach	106340
Rocky Cape	66872
Rocky Hills	
Roger River	45032
Rokeby (Tas.)	56160
Roland	40768
Romaine	75504
Rose Bay (Tas.)	97500
Rosebery (Tas.)	81224
Rosegarland	71500
Rosetta	75868
Rosevale (Tas.)	70408
Rosevears	72488
Rosny	106704
Rosny Park	
Ross (Tas.)	55796
Rossarden	39624
Round Hill (Tas.)	97448
Rowella	71500
Royal George	103948
Runnymede (Tas.)	84448
Rushy Lagoon	74724
Saltwater River	50232
Sandfly	99632
Sandford (Tas.)	101972
Sandy Bay	110656
Sassafras (Tas.)	74412
Savage River	
Scamander	58032
Scopus	71500
Scotchtown	81224
Scottsdale	60216
Sea Elephant	
Selbourne	95316
Seven Mile Beach	109564
Seymour (Tas.)	61724
Shannon (Tas.)	
Shearwater	69784
Sheffield	56368
Shorewell Park	48360
Sidmouth	60892
Simpsons Bay	68224
Sisters Beach	61724
Sisters Creek	94224
Sloping Main	56316
Smithton	71240
Snug	85800
Somerset (Tas.)	63232
Sorell	68432
Sorell Creek	93132
South Arm (Tas.)	75712
South Bruny	55224
South Burnie	70408
South Forest	66612
South Hobart	99112
South Launceston	75452
South Mount Cameron	
South Nietta	
South Preston	33748
South Riana	70668
South Spreyton	89492
South Springfield	46800
Southport (Tas.)	50232
Southport Lagoon	
Southwest	
Spalford	94224
Sprent	79300
Spreyton	77532
Spring Beach	71448
Springfield (Tas.)	59748
Squeaking Point	75348
St Helens (Tas.)	48464
St Leonards (Tas.)	78520
St Marys (Tas.)	47996
Stanley (Tas.)	71032
Staverton	55224
Steppes	
Stieglitz	40612
Stonehenge (Tas.)	
Stonor	46800
Stony Head	
Stony Rise	84084
Stoodley	61724
Stormlea	
Stowport	65780
Strahan	80340
Strathblane	58500
Strickland	
Strzelecki (Tas.)	
Styx	
Sulphur Creek	74256
Summerhill	70824
Sunnyside (Tas.)	92612
Surges Bay	72540
Surprise Bay	
Surveyors Bay	61724
Swan Bay (Tas.)	99112
Swan Point	51532
Swansea (Tas.)	51324
Swanston	71448
Table Cape	74724
Takone	45292
Talawa	46800
Taranna	41184
Targa	53248
Tarleton	79040
Taroona	108472
Tarraleah	
Tayene	
Tea Tree	85748
Telita	71500
Temma	
