SSC_NAME16	medianTotalPersonalIncome
Nandowrie	34892
Nangram	74724
Nangwee	44824
Nankin	30368
Nanum	64584
Narangba	39312
Narbethong (Qld)	
Narko	46748
Nathan	22516
Natural Bridge	26936
Nearum	11700
Nebine	29900
Nebo	49816
Neerdie	26312
Nelly Bay	27248
Nerada	30992
Nerang	30368
Neranwood	31408
Nerimbera	25064
Netherby (Qld)	37648
Netherdale	25532
Neumgna	18200
Neurum	36660
Neusa Vale	22100
Nevilton	29900
New Auckland	38480
New Beith	41912
New Chum	
New Farm	55172
New Harbourline	34684
New Mapoon	24960
New Moonta	21372
Newell	35100
Newlands (Qld)	36140
Newmarket	42952
Newport (Qld)	40144
Newstead (Qld)	69368
Newtown (Ipswich - Qld)	34424
Newtown (Toowoomba - Qld)	31044
Ngatjan	
Nicholson (Qld)	
Nikenbah	32864
Nindaroo	45760
Ninderry	32188
Nindooinbah	24856
Nine Mile (Qld)	42432
Nine Mile Creek	37648
Ningi	28860
Nive	37700
No 4 Branch	31148
No 5 Branch	49348
No 6 Branch	25428
Noah	
Nobby	29900
Nockatunga	
Nome	33644
Noorama	28600
Noorindoo	32032
Noosa Heads	36036
Noosa North Shore	35100
Noosaville	32084
Norley	
Norman Gardens	37076
Norman Park	57668
Normanton	33592
North Aramara	20280
North Arm (Qld)	32916
North Booval	31044
North Branch (Southern Downs - Qld)	28600
North Branch (Toowoomba - Qld)	53612
North Bungunya	45500
North Deep Creek	26572
North Eton	34112
North Gregory	31148
North Ipswich	31200
North Isis	21996
North Johnstone	24076
North Lakes	40768
North Mackay	31356
North Maclagan	23348
North Maclean	28132
North Maleny	33696
North Stradbroke Island	24544
North Talwood	29900
North Tivoli	27924
North Toowoomba	34216
North Ward	43940
Northgate (Qld)	44408
Northhead	
Norville	25740
Norwell	34060
Norwin	53300
Nudgee	46072
Nudgee Beach	47008
Nukku	21684
Numinbah Valley	35568
Nundah	46696
Nundubbermere	30836
Nutgrove	18200
Nychum	
O'Bil Bil	23348
O'Briens Hill	39624
O'Connell (Qld)	54028
O'Reilly	
Oak Beach	40040
Oak Valley	35152
Oakdale (Qld)	28912
Oakenden	37336
Oakey	30732
Oakey Creek	
Oakhurst (Qld)	34424
Oakview	20228
Oakwood (Qld)	23504
Oaky Creek	38792
Oberina	35724
Obi Obi	26728
Obum Obum	24284
Ocean View	40976
Ogmore	29900
Okeden	18928
Old Cooranga	22048
Old Talgai	20228
Oman Ama	28340
One Mile (Qld)	26312
Oombabeer	52624
Oonoonba	39676
Ooralea	44252
Opalton	24856
Orallo	42588
Orange Creek	42328
Orange Hill	50544
Orient	
Orion	45032
Ormeau	39052
Ormeau Hills	44928
Ormiston	37388
Osborne (Qld)	38792
Ottaba	19656
Owanyilla	22984
Owens Creek	28444
Oxenford	36036
Oxford	42640
Oxley (Qld)	40768
Oyster Creek	22100
Pacific Haven	21372
Pacific Heights	39052
Pacific Paradise	31096
Pacific Pines	37700
Packers Camp	53040
Paddington (Qld)	56680
Paddys Green	33436
Paget	33228
Palen Creek	23140
Palgrave	35048
Pallara	27976
Pallarenda	46644
Palm Beach (Qld)	35620
Palm Cove	37388
Palm Grove (Qld)	24648
Palm Island	15912
Palmer (Qld)	
Palmerston (Qld)	58448
Palmtree	35100
Palmview	40560
Palmwoods (Qld)	31564
Palmyra (Qld)	34164
Paluma	23400
Pampas	36816
Paradise Point	37492
Park Avenue	30316
Park Ridge	24232
Park Ridge South	32188
Parkhurst	40924
Parkinson	39104
Parklands (Qld)	29588
Parknook	30992
Parkside (Qld)	54756
Parkwood (Qld)	31876
Parramatta Park	32344
Parrearra	34112
Pasha	34788
Passchendaele	23400
Paterson (Qld)	19136
Patrick	55224
Patrick Estate	27196
Pauls Pocket	33124
Peachester	29900
Peacock Siding	29900
Peak Crossing	36088
Peak Vale	48048
Pechey	29900
Peel Island	
Peeramon	30316
Pelham (Qld)	11700
Pelican (Qld)	18200
Pelican Creek	35516
Pelican Waters	31304
Pentland	23400
Penwhaupell	
Peranga	25220
Peregian Beach	35568
Peregian Springs	35932
Perseverance	27248
Perwillowen	30472
Petford	18668
Petrie	38012
Petrie Terrace	42744
Pheasant Creek (Qld)	37700
Philpott	25116
Pialba	23556
Pickanjinnie	43316
Picnic Bay	31616
Pie Creek	31824
Pierces Creek	24232
Pikedale	29900
Pikes Creek	42484
Pile Gully	37648
Pilerwa	30836
Pilton	38428
Pimlico (Qld)	31772
Pimpama	39000
Pimpimbudgee	32760
Pin Gin Hill	35308
Pinbarren	29536
Pindi Pindi	27924
Pine Creek (Qld)	32136
Pine Hill (Qld)	58500
Pine Hills	
Pine Mountain (Qld)	41028
Pinelands (Qld)	23972
Pinevale	34892
Pinjarra Hills	39780
Pink Lily	32344
Pinkenba	38532
Pinnacle (Qld)	26208
Pinnacles	36504
Pioneer (Qld)	37076
Pioneers Rest	25532
Pirrinuan	36296
Pittsworth	30680
Piturie	26988
Placid Hills	34788
Plainby	37700
Plainland	25792
Pleystowe	38688
Point Arkwright	34008
Point Lookout	33488
Point Vernon	24024
Pomona (Qld)	28444
Pony Hills	
Poona	20176
Porcupine	29432
Pormpuraaw	17524
Port Alma	
Port Curtis	27872
Port Douglas	39260
Port Of Brisbane	
Port Wine	44148
Portsmith	29588
Poruma Island	25428
Postmans Ridge	31356
Pozieres	33020
Prairie (Qld)	27664
Pratten	20072
Prawle	22620
Prenzlau	27768
Preston (Toowoomba - Qld)	49140
Preston (Whitsunday - Qld)	35828
Priestdale	38220
Prince Henry Heights	50856
Prince Of Wales	22412
Promisedland	38636
Proserpine	30680
Prospect (Qld)	40456
Proston	21112
Pullenvale	50492
Punchs Creek	38948
Punsand	35724
Purga	31876
Purrawunda	59748
Queenton	26988
Quilpie	38012
Quinalow	32344
Qunaba	32084
Racecourse	42120
Raceview	32864
Radford	34892
Raglan (Qld)	23192
Railway Estate	38636
Rainbow Beach	25792
Ramsay (Qld)	43472
Rangemore (Burdekin - Qld)	
Rangemore (Toowoomba - Qld)	17316
Ranges Bridge	43160
Rangeville	37804
Rangewood	36764
Ransome	41184
Rasmussen	30940
Rathdowney	25844
Ravensbourne	32136
Ravenshoe	22464
Ravenswood (Qld)	31668
Ravensworth (Qld)	
Rawbelle	39624
Red Hill (Brisbane - Qld)	49296
Red Hill (Western Downs - Qld)	24648
Red River	
Redbank (Qld)	27820
Redbank Creek	22464
Redbank Plains	33696
Redcliffe (Qld)	29432
Redford	54184
Redgate (Qld)	21164
Redhill Farms	19604
Redland Bay	36816
Redlynch	45136
Redridge	19656
Redwood	43004
Reedy Creek (Qld)	38532
Reesville	28288
Regency Downs	28080
Regents Park (Qld)	36452
Reid River	33384
Reids Creek	25428
Retro	53300
Rewan	36712
Rhydding	37180
Richlands (Qld)	33020
Richmond (Mackay - Qld)	56940
Richmond (Richmond - Qld)	34736
Richmond Hill (Qld)	24440
Ridgelands	34164
Ridgewood (Qld)	25220
Rifle Range	34060
Ringtail Creek	26936
Ringwood (Qld)	26624
Riordanvale	36140
Ripley	40560
Rita Island	39988
River Heads	23504
River Ranch	26624
Riverhills	42952
Riverleigh	34580
Riversleigh	29848
Riverton (Qld)	11700
Riverview (Qld)	22360
Roadvale	32032
Robertson (Qld)	24492
Robina	33384
Roche Creek	47528
Rochedale	39936
Rochedale South	38272
Rockhampton City	26156
Rockingham (Qld)	35516
Rocklea (Qld)	32240
Rockmount	22724
Rocksberg	37700
Rockside	19032
Rockville	28756
Rocky Creek (Qld)	27300
Rocky Point (Douglas - Qld)	42744
Rocky Point (Weipa - Qld)	69576
Rockyview	47424
Rodds Bay	24752
Rodgers Creek	
Rolleston	47216
Rollingstone	28912
Roma	42536
Rookwood (Qld)	
Ropeley	28340
Rosalie Plains	18200
Rosedale (Qld)	21632
Rosehill (Qld)	36920
Rosella	37700
Rosemount	29380
Roseneath	25376
Rosenthal Heights	33072
Rosevale (Qld)	33020
Rosewood (Qld)	26728
Ross Creek (Qld)	22932
Ross River	
Rosslea	36244
Rosslyn	38272
Rossmoya	35100
Rossvale	29120
Rossville	24596
Rothwell	27924
Round Hill (Qld)	20592
Roundstone	46800
Rowes Bay	26208
Royston	30108
Rubyanna	26208
Rules Beach	23400
Runaway Bay	34164
Runcorn	28808
Rungoo	18460
Running Creek (Qld)	23140
Runnymede (Qld)	20176
Rural View	45344
Rush Creek	39884
Russell Island	20904
Ryan (Qld)	51324
Ryeford	37700
Rywung	31824
Sabine	71500
Sadliers Crossing	32812
Saibai Island	16588
Salisbury (Qld)	36816
Saltern Creek	32448
Samford Valley	44408
Samford Village	36712
Samsonvale	47788
Sandgate (Qld)	33280
Sandiford	35464
Sandringham (Qld)	32448
Sandstone Point	24544
Sandy Camp	25324
Sandy Creek (Qld)	30004
Sandy Pocket	40560
Sandy Ridges	26364
Sarabah	34580
Sardine	29848
Sarina	30524
Sarina Beach	34684
Sarina Range	34788
Saunders Beach	38012
Savannah	
Saxby	46800
Scarborough (Qld)	32500
Scarness	24440
Scotchy Pocket	31824
Scottville	27924
Scrub Creek	19916
Scrubby Creek (Blackall-Tambo - Qld)	29900
Scrubby Creek (Gympie - Qld)	28912
Scrubby Mountain	40092
Seaforth (Qld)	25168
Sedgeford	
Seisia	30784
Selene	46800
Selwyn (Qld)	95628
Septimus	32968
Seven Hills (Qld)	49036
Seventeen Mile	29848
Seventeen Mile Rocks	49504
Seventeen Seventy	31512
Seventy Mile	28444
Severnlea	27716
Sexton	21580
Shailer Park	40768
Shannonvale	37700
Sharon	25844
Shaw	44512
Sheep Station Creek	36660
Shelburne	42484
Sheldon	38324
Shell Pocket	31148
Shelly Beach (Sunshine Coast - Qld)	37596
Shelly Beach (Townsville - Qld)	
Sherwood (Qld)	47892
Shirbourne	27924
Shoal Point	44720
Shoalwater (Qld)	
Shorncliffe	39312
Shute Harbour	35724
Silkstone	29536
Silkwood	24648
Silky Oak	24960
Silver Creek	24232
Silver Ridge	44200
Silver Spur	26728
Silver Valley	21788
Silverdale (Qld)	31824
Silverleaf	24024
Silverleigh	26988
Silverwood	34528
Simmie	84500
Sinnamon Park	44720
Sippy Downs	26728
Skyring Reserve	21684
Slacks Creek	28028
Slade Point	32396
Sladevale	30992
Smithfield (Qld)	37232
Smithlea	22724
Smoky Creek	26364
Soldiers Hill (Qld)	60840
Somerset (Qld)	
Somerset Dam	19916
Sommariva	32760
Somme	22516
South Bingera	24440
South Brisbane	38688
South East Nanango	20332
South Gladstone	35568
South Innisfail	28340
South Isis	24908
South Johnstone	29380
South Kolan	24804
South Mackay	33436
South Maclean	35412
South Mission Beach	33852
South Nanango	22100
South Ripley	51740
South Stradbroke	46800
South Talwood	42224
South Toowoomba	32760
South Townsville	39520
South Trees	
South Wellesley Islands	
South Yaamba	30628
Southbrook	32552
Southedge	36400
Southern Cross (Qld)	30992
Southern Lamington	
Southern Moreton Bay Islands	
Southport (Qld)	28288
Southside	26052
Southwood	32760
Speedwell	32188
Speewah	30732
Splinter Creek	24648
Split Yard Creek	38428
Spreadborough	62816
Spring Bluff	37700
Spring Creek (Banana - Qld)	35724
Spring Creek (Lockyer Valley - Qld)	23400
Spring Creek (Toowoomba - Qld)	25168
Spring Hill (Qld)	34996
Spring Mountain (Qld)	
Springbrook	29536
Springdale (Qld)	19916
Springfield (Ipswich - Qld)	41652
Springfield (Mareeba - Qld)	
Springfield Central	17212
Springfield Lakes	46800
Springlands	39624
Springside (Qld)	33280
Springsure	40872
Springvale (Qld)	49868
Springwood (Qld)	38116
Spurgeon	
St Agnes (Qld)	22516
St Aubyn	23400
St George (Qld)	35308
St Helens (Fraser Coast - Qld)	22100
St Helens (Toowoomba - Qld)	37648
St Helens Beach	28964
St Kilda (Qld)	24388
St Lawrence	24128
St Lucia	16796
St Mary	18772
St Ruth	30836
Staaten	
Stafford	40924
Stafford Heights	39260
Stalworth	21424
Stamford	26572
Stanage	25688
Stanmore (Qld)	30524
Stanthorpe	25636
Stanwell	28652
Stapylton	33020
Starcke	
Steiglitz (Qld)	33540
Stewart Creek Valley	29900
Stewarton (Qld)	54444
Stockhaven	
Stockleigh	31876
Stockton (Qld)	43680
Stockyard (Livingstone - Qld)	18928
Stockyard (Lockyer Valley - Qld)	32448
Stokes	54808
Stonehenge (Barcoo - Qld)	30524
Stonehenge (Toowoomba - Qld)	39208
Stonelands	23348
Stoneleigh (Qld)	29380
Stony Creek (Qld)	25376
Storm King	32604
Stoters Hill	36920
Stratford (Qld)	42796
Strathdickie	39572
Strathfield (Qld)	31148
Strathmore (Qld)	23400
Strathpine	32760
Stretton	31408
Struck Oil	31668
Stuart (Qld)	30836
Sturt (Qld)	
Sugarloaf (Southern Downs - Qld)	23816
Sugarloaf (Whitsunday - Qld)	34424
Sujeewong	27924
Summerholm	29796
Sumner	44304
Sun Valley (Qld)	33644
Sundown (Cassowary Coast - Qld)	36140
Sundown (Southern Downs - Qld)	
Sunny Nook	26624
Sunnybank	23868
Sunnybank Hills	28028
Sunnyside (Qld)	47216
Sunrise Beach	35152
Sunset	53924
Sunshine Acres	26364
Sunshine Beach	38376
Surat	29640
Surbiton	38428
Surfers Paradise	33124
Susan River	33176
Suttor	
Svensson Heights	25480
Swan Creek (Qld)	27716
Swanbank	
Swanfels	24180
Swans Lagoon	
Sweers Island	
Syndicate	
Taabinga	30940
Tablederry	46748
Tablelands (Gladstone - Qld)	
Tablelands (South Burnett - Qld)	26780
Tabooba	30836
Tabragalba	40560
Taigum	34216
Takilberan	25116
Takura	29640
Talaroo	
Taldora	46124
Talegalla Weir	21684
Talgai	31928
Tallai	34372
Tallebudgera	34944
Tallebudgera Valley	34424
Tallegalla	36868
Tam O'Shanter	
Tamaree	26468
Tambo	33280
Tamborine	36348
Tamborine Mountain	30212
Tamrookum	26312
Tamrookum Creek	18772
Tanah Merah	38948
Tanawha	36140
Tanbar	
Tanby	35204
Tandora	24648
Tandur	27820
Tangorin	34372
Tannum Sands	40404
Tannymorel	31044
Tansey	21840
Tara (Qld)	22828
Tara Station	23400
Taragoola	
Tarampa	29016
Taranganba	33384
Tarawera	44720
Targinnie	30628
Taringa	39572
Tarome	28756
Taromeo	20800
Tarong	23192
Taroom	33592
Taroomball	38220
Tarragindi	45968
Tarramba	46800
Tarzali	27144
Taunton (Qld)	18200
Taylors Beach (Qld)	25376
Te Kowai	33332
Teddington	28652
Teebar	20436
Teelah	21684
Teelba	30524
Telina	39052
Tellebang	19552
Templin	23400
Teneriffe	77636
Tennyson (Qld)	67184
Terrica	18200
Teviotville	34580
Tewantin	28132
Texas (Qld)	23764
Thabeban	25116
Thagoona	33332
Thallon	35568
Thane	18200
Thanes Creek	20332
Thangool	34372
Thargomindah	44876
The Bluff (Ipswich - Qld)	29900
The Bluff (Toowoomba - Qld)	
The Caves	32968
The Common	
The Dawn	32240
The Dimonds	
The Falls	19136
The Gap (Brisbane - Qld)	43940
The Gap (Mount Isa - Qld)	46904
The Gemfields	21424
The Glen (Qld)	31824
The Gums	25272
The Head	23348
The Hermitage	29900
The Keppels	24232
The Leap	39884
The Limits	20748
The Mine	21684
The Narrows (Qld)	
The Palms	25532
The Percy Group	
The Pines (Qld)	18824
The Range (Qld)	34580
The Summit	23816
Theebine	20020
Theodore (Qld)	26780
Theresa Creek (Qld)	74724
Thinoomba	29900
Thompson Point	29848
Thoopara	42640
Thornborough	29900
Thorndale	26884
Thorneside	37700
Thornlands	39052
Thornton (Qld)	29380
Thornton Beach	36348
Thornville	22724
Three Moon	32448
Three Rivers	37700
Thulimbah	23920
Thuringowa Central	34320
Thursday Island	40976
Tiaro	22620
Tieri	70824
Tin Can Bay	22100
Tinana	27248
Tinana South	26728
Tinaroo	30264
Tinbeerwah	30836
Tingalpa	40976
Tingoora	22880
Tingun	35880
Tinnanbar	24336
Tipton	67184
Tirroan	19396
Tivoli	32500
Tocal (Qld)	23400
Togara	58448
Toko	
Tolga	31616
Toll	41184
Toobanna	28028
Toobeah	47008
Toogoolawah	23296
Toogoom	23972
Toolakea	30524
Toolara Forest	
Toolburra	23400
Toolooa	26624
Toomulla	25636
Toondahra	
Toonpan	44564
Toorbul	28340
Toowong	40300
Toowoomba City	30056
Top Camp	40768
Topaz	30212
Torbanlea	22984
Torquay (Qld)	23764
Torrens Creek	21632
Torres Strait	
Torrington (Qld)	39104
Towen Mountain	29744
Towers Hill	26364
Town Common	22464
Townson	35100
Townsville City	49088
Townview	47320
Traveston	29900
Trebonne	33124
Tregony	35724
Trinity Beach	39468
Trinity Park	41028
Trotter Creek	29900
Trunding	70824
Tuan	20904
Tuan Forest	
Tuchekoi	32604
Tuckerang	35724
Tuen	59748
Tugun	34944
Tully	31408
Tully Heads	26884
Tummaville	35100
Tumoulin	28912
Tungamull	27352
Turallin	40248
Turkey Beach	24492
Turrawulla	71500
Twin Waters	33020
Two Mile	24388
Tyrconnel	28912
Ugar Island	18616
Ulogie	43316
Umagico	17264
Umbiram	31824
Underwood (Qld)	35828
Undullah	27924
Upland	35724
Upper Barron	29796
Upper Brookfield	46072
Upper Caboolture	32084
Upper Coomera	37752
Upper Cooyar Creek	29900
Upper Cornish Creek	34424
Upper Daintree	46800
Upper Daradgee	44512
Upper Dawson	19032
Upper Flagstone	39104
Upper Freestone	28600
Upper Glastonbury	25532
Upper Haughton	32448
Upper Kandanga	26624
Upper Kedron	51116
Upper Lockyer	30680
Upper Mount Gravatt	29640
Upper Pilton	22100
Upper Pinelands	31824
Upper Stone	34736
Upper Tenthill	33956
Upper Warrego	
Upper Wheatvale	23036
Upper Yarraman	22100
Urangan	24440
Urraween	24856
Utchee Creek	28236
V Gate	20748
Valdora	32032
Vale View	37336
Valentine Plains	36140
Valkyrie	42432
Valley Of Lagoons	23400
Varsity Lakes	33852
Vasa Views	35204
Ventnor (Qld)	20124
Veradilla	25324
Veresdale	36608
Veresdale Scrub	31616
Vergemont	37700
Vernor	31824
Verrierdale	31512
Veteran	26832
Victoria Hill	32656
Victoria Plains	42224
Victoria Plantation	37908
Victoria Point (Qld)	32032
Victoria Vale	
Victory Heights (Qld)	27300
Villeneuve	25428
Vincent	29328
Vinegar Hill	29900
Virginia (Qld)	48984
Wacol	26156
Wahoon	
Waikola	84500
Wainui	
Wairuna	
Wakerley	53144
Walhallow	23400
Walkamin	28496
Walkers Point	24128
Walkerston	39260
Walkervale	24960
Wallaces Creek	27924
Wallaman	
Wallangarra	21112
Wallaroo (Qld)	37700
Wallaville	22048
Walligan	29224
Walloon	35464
Wallu	20280
Wallumbilla	32916
Wallumbilla North	28600
Wallumbilla South	24388
Walmul	27248
Walter Hill	
Walter Lever Estate	36556
Walterhall	20020
Wamuran	34632
Wamuran Basin	37284
Wandal	33124
Wandoan	48828
Wangan	33592
Wangaratta (Qld)	60632
Wangetti	23400
Wanjuru	
Wanora	33332
Warana	32344
Warburton (Qld)	
Ward	47372
Warenda	
Warkon	27300
Warner	45812
Warnoah	63336
Warnung	19188
Warra	42120
Warraber Islet	17732
Warrami	31148
Warrill View	32396
Warroo (Qld)	27924
Warrubullen	28912
Warwick (Qld)	26832
Washpool (Qld)	49348
Watalgan	18408
Wateranga	
Waterford (Qld)	36712
Waterford West	27144
Waterloo (Qld)	24284
Watsons Crossing	18200
Watsonville	20644
Wattle Camp	20280
Wattle Grove (Qld)	43836
Wattle Ridge (Qld)	22048
Wattlebank	36504
Waugh Pocket	21684
Wavell Heights	48828
Waverley (Qld)	38792
Wealwandangie	50648
Webb	24544
Weengallon	48828
Weerriba	
Weipa Airport	
Weir River	27924
Welcome Creek	30784
Wellcamp	32812
Wellesley (Qld)	34736
Wellesley Islands	18304
Wellington Point	39364
Welsby	
Wengenville	24232
Wenlock	
Weranga	20852
Weribone	55224
West End (Brisbane - Qld)	47008
West End (Townsville - Qld)	37232
West Gladstone	31876
West Haldon	24648
West Ipswich	29744
West Mackay	35828
West Point	43316
West Prairie	43160
West Rockhampton	30784
West Stowe	39624
West Wellesley Islands	
West Woombye	29120
Westbrook (Qld)	41808
Westcourt	27664
Western Creek (Qld)	23400
Westgrove	
Westlake	41600
Westmar	46748
Westvale	
Westwood (Qld)	25636
Wetheron	32760
Weyba Downs	32084
Wharps	
Wheatlands	20644
Wheatvale	27560
Whetstone	39624
Whichello	27248
White Mountain	23348
White Patch	29484
White Rock (Cairns - Qld)	32604
White Rock (Ipswich - Qld)	
Whiteside	38584
Whitfield (Qld)	38376
Whitsundays	47112
Whyanbeel	43420
Widgee	22932
Widgee Crossing North	27924
Widgee Crossing South	21632
Widgeegoara	34736
Wieambilla	23088
Wights Mountain	42172
Wigton	22100
Wildash	20540
Wilkesdale	20956
Willawong	29276
Willow Vale (Qld)	40404
Willowbank	32656
Willows	21216
Willowvale (Qld)	33280
Wills	58500
Wilson Beach	24024
Wilson Valley	23400
Wilsons Plains	39988
Wilsons Pocket	32344
Wilsonton	29432
Wilsonton Heights	29068
Wilston	52728
Winchester	42848
Windaroo	38844
Windera (Qld)	21060
Windermere (Qld)	31980
Windeyer (Qld)	37700
Windorah	44564
Windsor (Qld)	48516
Winfield	21944
Winston	56264
Winton (Qld)	34944
Winwill	29640
Winya	34216
Wishart (Qld)	35152
Withcott	38012
Witheren	37336
Witta	25740
Wivenhoe Hill	58448
Wivenhoe Pocket	31304
Wiyarra	19916
Woleebee	86112
Wolfang	29900
Wolffdene	31408
Wolvi	24076
Womalilla	42432
Womblebank	45448
Womina	32396
Wonbah	18772
Wonbah Forest	
Wondai	24596
Wondalli	39624
Wondecla	24960
Wondunna	34320
Wonga Beach	28340
Wongabel	31928
Wongaling Beach	32916
Wongawallan	38896
Wonglepong	36036
Woocoo	31824
Woodbine (Qld)	29848
Woodbury (Qld)	28392
Woodend (Qld)	32968
Wooderson	28132
Woodford (Qld)	27612
Woodgate	23348
Woodhill (Qld)	42744
Woodlands (Qld)	24856
Woodleigh (Qld)	
Woodmillar	31824
Woodridge (Qld)	23816
Woodstock (Qld)	27768
Woodwark	44876
Woody Point	34112
Woolein	48932
Woolgar	46800
Woolloongabba	35880
Woolmar	35828
Woolmer	48516
Woolooga	20228
Woolooman	37700
Wooloowin	44148
Woolshed	23400
Woombye	32084
Woondum	20228
Woongarra	32032
Woongoolba	31148
Woopen Creek	35828
Woorabinda	16588
Woorim	25688
Wooroolin	29120
Wooroona	27924
Wooroonden	27300
Wooroonooran	
Wootha	28860
Woowoonga	24336
Woree	30004
Worongary	34164
Wowan	21736
Wrattens Forest	
Wrights Creek (Qld)	36712
Wrotham	
Wujal Wujal	15288
Wulguru	31356
Wulkuraka	35204
Wunjunga	25116
Wura	24648
Wurdong Heights	34164
Wurtulla	33436
Wuruma Dam	26728
Wutul	19188
Wyaga	32188
Wyalla	24648
Wyandra	24232
Wyaralong	37700
Wyberba	20020
Wycarbah	29900
Wychie	44200
Wycombe	34736
Wynnum	38220
Wynnum West	36816
Wyreema	37076
Wyuna (Qld)	38948
Yaamba	23348
Yabulu	26156
Yagaburne	29900
Yagoonya	43316
Yalangur	31044
Yalboroo	25376
Yamanto	40300
Yandaran	22932
Yandarlo	42900
Yandilla	45760
Yandina	29588
Yandina Creek	36972
Yangan	27040
Yargullen	39624
Yaroomba	37908
Yarrabah	14976
Yarrabilba	41912
Yarraden	56316
Yarraman (Qld)	21892
Yarranlea	37232
Yarrol	29900
Yarwun	24336
Yatala	38064
Yeerongpilly	42692
Yelarbon	21216
Yenda (Qld)	46800
Yengarie	31512
Yeppoon	28600
Yeronga	43992
Yerra	28808
Yimbun	26520
Yorkeys Knob	35776
Yowah	18980
Yugar	39000
Yulabilla	54184
Yuleba	26260
Yuleba North	37700
Yuleba South	25324
Yungaburra	31772
Yuruga	34268
Zillmere	33852
Zilzie	31200
No usual address (Qld)	21164
Migratory - Offshore - Shipping (Qld)	31512
Aberfoyle Park	34684
Adelaide	24648
Adelaide Airport	
Agery	38792
Alawoona	26988
Albert Park (SA)	33072
Alberton (SA)	32760
Aldgate	44252
Aldinga	29328
Aldinga Beach	29692
Alford	30680
Allenby Gardens	34580
Allendale East	30940
Allendale North	27924
Alma (SA)	37700
Altona (SA)	40976
Amata	13572
American Beach	29900
American River	21892
Amyton	46800
Anama	44148
Anangu Pitjantjatjara Yankunytjatjara	23868
Andamooka	24700
Andamooka Station	50024
Andrews	38428
Andrews Farm	33176
Angas Plains	29536
Angas Valley	26624
Angaston	33592
Angle Park	22620
Angle Vale	36816
Annadale	19916
Antechamber Bay	28548
Apamurra	22100
Apoinga	31824
Appila	23400
Arcoona	84500
Ardrossan	24388
Arkaroola Village	82316
Armagh	38376
Arno Bay	28496
Arthurton	39312
Ascot Park	32084
Ashbourne (SA)	34424
Ashford (SA)	35256
Ashton	40612
Ashville	25428
Athelstone	35256
Athol Park	24960
Auburn (SA)	31564
Auldana	38480
Australia Plains	24128
Avenue Range	37232
