SSC_NAME16	Sex	unemployment
Uraidla	M	4.7
Urrbrae	F	5.5
Urrbrae	M	7.7
Vale Park	F	5.8
Vale Park	M	7.8
Valley View	F	7.4
Valley View	M	10.1
Verdun	M	6.9
Verran	F	13
Victor Harbor	F	5.8
Victor Harbor	M	9
Vine Vale	F	11.1
Virginia (SA)	F	5.3
Virginia (SA)	M	8.4
Vista	F	4
Vista	M	6.3
Waikerie	F	5.7
Waikerie	M	7
Waitpinga	M	8.2
Walker Flat	M	15.8
Walkerville (SA)	F	5.4
Walkerville (SA)	M	5.5
Walkley Heights	F	5.6
Walkley Heights	M	6.2
Wallaroo (SA)	F	11.4
Wallaroo (SA)	M	11.6
Wallaroo Mines	F	14.5
Wallaroo Mines	M	16.1
Wanbi	F	37.5
Wandearah East	M	11.1
Wandilo	F	12.8
Wangary	M	17.3
Wanilla	F	14.3
Ward Belt	M	7
Warnertown	F	9.6
Warnertown	M	7.3
Warooka	F	4.2
Warooka	M	4.1
Warradale	F	4.3
Warradale	M	6.6
Wasleys	F	6.3
Wasleys	M	8.5
Waterloo Corner	F	4.3
Waterloo Corner	M	11.2
Wattle Flat (SA)	M	7.3
Wattle Park	F	4.7
Wattle Park	M	6
Wayville	F	6.2
Wayville	M	7.1
Weeroona Island	F	20
Weeroona Island	M	16.7
Weetulta	F	21.4
Welland	F	5.5
Welland	M	4.9
Wellington (SA)	M	9.4
West Beach (SA)	F	5.2
West Beach (SA)	M	6.3
West Croydon	F	6.4
West Croydon	M	9
West Hindmarsh	F	6.7
West Hindmarsh	M	7.4
West Lakes	F	4.3
West Lakes	M	4.6
West Lakes Shore	F	4.3
West Lakes Shore	M	5
West Richmond	F	7.2
West Richmond	M	6.8
Westbourne Park	F	5.5
Westbourne Park	M	7.8
White Hill	M	17.4
White Sands	M	6.5
Whyalla	F	6.8
Whyalla	M	11
Whyalla Jenkins	F	6.4
Whyalla Jenkins	M	8
Whyalla Norrie	F	11.8
Whyalla Norrie	M	16.7
Whyalla Playford	F	7.9
Whyalla Playford	M	9.3
Whyalla Stuart	F	13.5
Whyalla Stuart	M	19.8
Willaston	F	6.1
Willaston	M	8.1
Williamstown (SA)	F	7.5
Williamstown (SA)	M	5.4
Willunga	F	4.3
Willunga	M	4.9
Willunga Hill	F	14.3
Willunga Hill	M	10.6
Willunga South	F	3.9
Willunga South	M	2.5
Willyaroo	F	3.5
Willyaroo	M	7.7
Wilmington	F	8.8
Wilmington	M	5.7
Windsor (SA)	F	11.1
Windsor (SA)	M	8.1
Windsor Gardens	F	8.5
Windsor Gardens	M	8.1
Wingfield	F	6.3
Wingfield	M	13.3
Winkie	F	9.2
Winkie	M	5
Wirrabara	F	6
Wirrabara	M	10.5
Wirrulla	M	10.7
Wistow	M	4
Wokurna	M	12.5
Wolseley	M	7.8
Woodchester	F	6.6
Woodchester	M	4.5
Woodcroft (SA)	F	4.7
Woodcroft (SA)	M	6.5
Woodforde	F	4.7
Woodforde	M	3.9
Woods Point (SA)	M	9.6
Woodside (SA)	F	4.1
Woodside (SA)	M	4.5
Woodville (SA)	F	3.8
Woodville (SA)	M	8.2
Woodville Gardens	F	16.3
Woodville Gardens	M	22
Woodville North	F	10.7
Woodville North	M	11.8
Woodville Park	F	6.7
Woodville Park	M	7.7
Woodville South	F	4.6
Woodville South	M	7.8
Woodville West	F	6.6
Woodville West	M	7.7
Wool Bay	M	11.5
Worrolong	F	1.2
Worrolong	M	2.8
Wudinna	F	2.7
Wudinna	M	2.2
Wynn Vale	F	5.1
Wynn Vale	M	6.6
Yahl	F	2.4
Yahl	M	4
Yalata	F	20.8
Yalata	M	24.1
Yankalilla	F	8.3
Yankalilla	M	9.1
Yatala Vale	M	5.4
Yattalunga (SA)	F	5.8
Yattalunga (SA)	M	7.4
Yinkanie	M	60
Yorketown	F	4.5
Yorketown	M	6.9
Younghusband	F	11.1
Younghusband	M	6.1
No usual address (SA)	F	28.9
No usual address (SA)	M	29.7
Abbey	F	4.6
Abbey	M	6.2
Acton Park (WA)	M	11.5
Albany	F	2.4
Albany	M	3.7
Alexander Heights	F	8.1
Alexander Heights	M	9.3
Alfred Cove	F	3.9
Alfred Cove	M	5.4
Alkimos	F	6.5
Alkimos	M	6.5
Allanson	F	6.3
Allanson	M	11.7
Ambergate	F	6.9
Ambergate	M	9
Anketell	M	4.8
Anniebrook	M	12.5
Applecross	F	6.2
Applecross	M	5.9
Ardross	F	6
Ardross	M	7.5
Argyle (WA)	F	2.3
Argyle (WA)	M	7.2
Armadale (WA)	F	14.1
Armadale (WA)	M	15
Arthur River (WA)	M	9.1
Ascot (WA)	F	4.8
Ascot (WA)	M	5.2
Ashby (WA)	F	7.8
Ashby (WA)	M	5.6
Ashfield (WA)	F	9.6
Ashfield (WA)	M	11.8
Attadale	F	4.7
Attadale	M	6.6
Atwell	F	5.5
Atwell	M	7.9
Aubin Grove	F	6.7
Aubin Grove	M	5.8
Augusta	F	5.8
Augusta	M	10.6
Australind	F	8.5
Australind	M	8.3
Aveley	F	7.4
Aveley	M	7.1
Badgingarra	M	3.9
Bakers Hill	F	4.9
Bakers Hill	M	9.9
Balcatta	F	6.6
Balcatta	M	7.8
Baldivis	F	8.8
Baldivis	M	7
Balga	F	11.6
Balga	M	12.3
Balingup	F	7.1
Balingup	M	6.8
Balladong	F	14.3
Ballajura	F	8.7
Ballajura	M	9.3
Ballidu	M	13
Bandya	F	40
Bandya	M	15.9
Banjup	F	5.7
Banjup	M	6.6
Banksia Grove	F	9.2
Banksia Grove	M	8.6
Barragup	F	8.9
Barragup	M	7.3
Barrow Island	M	0.4
Baskerville	F	5.3
Baskerville	M	10.7
Bassendean (WA)	F	6.5
Bassendean (WA)	M	8.5
Bateman	F	7.4
Bateman	M	8.2
Baynton (WA)	F	7.1
Baynton (WA)	M	3.9
Bayonet Head	F	5.5
Bayonet Head	M	5.9
Bayswater (WA)	F	6.1
Bayswater (WA)	M	8
Beachlands	F	5.5
Beachlands	M	12.5
Beacon	M	5.8
Beaconsfield (WA)	F	7.1
Beaconsfield (WA)	M	8.7
Beckenham	F	10.3
Beckenham	M	10.1
Bedford	F	6.1
Bedford	M	6.2
Bedfordale	F	3.9
Bedfordale	M	7.4
Beechboro	F	9.4
Beechboro	M	10.5
Beechina	F	16.1
Beechina	M	8.7
Beelerup	M	7.5
Beeliar	F	6.1
Beeliar	M	8.1
Bejoording	F	10.3
Bejoording	M	6.8
Beldon	F	6.5
Beldon	M	9.2
Belhus	F	6.9
Belhus	M	8.8
Bellevue (WA)	F	12.3
Bellevue (WA)	M	13.4
Belmont (WA)	F	8.3
Belmont (WA)	M	8.6
Benger	F	6
Benger	M	4.9
Benjinup	F	9.7
Bennett Springs	F	8.6
Bennett Springs	M	9.4
Bentley (WA)	F	17.1
Bentley (WA)	M	17.8
Beresford	F	5.4
Beresford	M	6.8
Bertram	F	11.7
Bertram	M	9.9
Beverley (WA)	F	5.7
Beverley (WA)	M	9.4
Bibra Lake	F	6.7
Bibra Lake	M	7.7
Bickley	F	3.9
Bickley	M	5.1
Bicton	F	6.5
Bicton	M	7.7
Big Grove	M	6
Bilingurr	F	3.9
Bilingurr	M	5.7
Bindi Bindi	F	15.8
Bindoon	F	7
Bindoon	M	7.8
Binningup	F	6.3
Binningup	M	6.8
Bluff Point	F	5.4
Bluff Point	M	11.3
Boddington	F	7.6
Boddington	M	7
Bokal	M	20
Bolgart	M	10.4
Booragoon	F	6
Booragoon	M	8.5
Bornholm	F	16.7
Bornholm	M	14.3
Boulder	F	9.2
Boulder	M	6.6
Bouvard	F	11.4
Bouvard	M	14.1
Bovell	F	3.5
Bovell	M	2.4
Bowes	M	9.1
Boya	F	4.9
Boya	M	6
Boyanup	F	3
Boyanup	M	6.3
Boyup Brook	F	6.4
Boyup Brook	M	7.2
Brabham	F	7.8
Brabham	M	5.3
Breera	M	57.1
Bremer Bay	M	4.7
Brentwood (WA)	F	6.5
Brentwood (WA)	M	10.3
Bridgetown	F	6.5
Bridgetown	M	6.7
Brigadoon	F	5.2
Brigadoon	M	3
Broadwater (WA)	F	5.2
Broadwater (WA)	M	6.9
Broadwood	F	4.4
Broadwood	M	1.7
Brockman	F	2.5
Brockman	M	9.5
Brookdale (WA)	F	13.2
Brookdale (WA)	M	11.4
Brookton	F	8.3
Brookton	M	11.4
Broome	F	5.3
Broome	M	8.9
Broomehill Village	F	18.6
Broomehill Village	M	19.6
Brown Range	M	7.1
Bruce Rock	F	6.6
Bruce Rock	M	5.1
Brunswick (WA)	F	4.6
Brunswick (WA)	M	7.3
Buckingham (WA)	F	37.5
Bulgarra	F	5.4
Bulgarra	M	5.8
Bull Creek (WA)	F	6.7
Bull Creek (WA)	M	9.4
Bullaring	F	15
Bullfinch	F	42.9
Bullfinch	M	40
Bullsbrook	F	6.3
Bullsbrook	M	6.2
Bulyee	M	20
Bunbury (WA)	F	5.7
Bunbury (WA)	M	8.3
Burekup	F	5.8
Burekup	M	5.8
Burns Beach	F	6.4
Burns Beach	M	5.9
Burswood	F	6.1
Burswood	M	8.7
Busselton	F	5.9
Busselton	M	10
Butler (WA)	F	10.1
Butler (WA)	M	9.1
Byford	F	8.4
Byford	M	6.1
Cable Beach	F	3.4
Cable Beach	M	4.8
Cadoux	M	12.5
Calingiri	M	10.5
Calista	F	10.9
Calista	M	14.7
Camballin	F	26.8
Camballin	M	32.5
Camillo	F	13
Camillo	M	12.4
Canna	M	37.5
Canning Vale	F	8.2
Canning Vale	M	8.3
Cannington	F	14.6
Cannington	M	11.4
Cape Burney	F	8.9
Cape Burney	M	9.7
Capel	F	4.8
Capel	M	6.8
Carabooda	F	4.2
Carabooda	M	4.7
Carbunup River	M	10
Cardiff (WA)	F	17.6
Cardiff (WA)	M	10.7
Cardup	F	7.9
Cardup	M	8.5
Carey Park	F	11.2
Carey Park	M	10
Carine	F	4.5
Carine	M	5.8
Carlisle	F	8.1
Carlisle	M	9.2
Carmel	F	8.9
Carmel	M	4.9
Carnamah	F	4.8
Carnamah	M	7.3
Carnarvon	F	7.1
Carnarvon	M	5.8
Carramar (WA)	F	7
Carramar (WA)	M	6.5
Castletown	F	5.2
Castletown	M	4.9
Casuarina (WA)	F	5.4
Casuarina (WA)	M	12.6
Cataby	F	33.3
Cataby	M	10.3
Catterick	M	4.8
Caversham	F	6.8
Caversham	M	6.2
Centennial Park (WA)	F	7.2
Centennial Park (WA)	M	8.9
Cervantes	F	3
Cervantes	M	6.3
Chadwick	F	10.3
Champion Lakes	F	6.4
Champion Lakes	M	6.3
Channybearup	F	10
Chapman Hill	F	13
Chapman Hill	M	9.7
Chidlow	F	6.3
Chidlow	M	7.5
Chittering	F	5.5
Chittering	M	3.1
Churchlands	F	5.6
Churchlands	M	6.3
City Beach	F	4.6
City Beach	M	5.7
Clackline	F	15.3
Clackline	M	13.3
Claremont (WA)	F	6.5
Claremont (WA)	M	5.5
Clarkson	F	10
Clarkson	M	10.3
Cloverdale	F	10
Cloverdale	M	10
Cockburn Central	F	10.3
Cockburn Central	M	9.9
College Grove	F	8
College Grove	M	9.7
Collie (WA)	F	9
Collie (WA)	M	13
Collingwood Heights	F	2
Collingwood Heights	M	8.2
Collingwood Park (WA)	F	5.1
Como (WA)	F	6.3
Como (WA)	M	7.5
Condingup	F	6.7
Condingup	M	4.4
Connolly	F	5.7
Connolly	M	7.1
Coodanup	F	15.3
Coodanup	M	16.6
Coogee (WA)	F	5.7
Coogee (WA)	M	7.7
Cookernup	F	12
Cookernup	M	11.5
Coolbellup	F	10
Coolbellup	M	11.5
Coolbinia	F	5.9
Coolbinia	M	4.5
Coolgardie (WA)	F	4
Coolgardie (WA)	M	12.3
Cooloongup	F	13.3
Cooloongup	M	13.3
Coolup	F	9.6
Coolup	M	3.5
Coondle	F	10
Coondle	M	8.2
Coorow	F	8.8
Corrigin	F	4.3
Corrigin	M	4
Cosmo Newbery	F	23.1
Cosmo Newbery	M	30
Cottesloe	F	4.4
Cottesloe	M	5.2
Cowaramup	F	5.6
Cowaramup	M	3.3
Craigie (WA)	F	6.8
Craigie (WA)	M	8.1
Cranbrook (WA)	F	3
Crawley	F	22.7
Crawley	M	21.8
Crooked Brook	M	9.7
Crossman	F	6.4
Crossman	M	11.8
Crowea	F	26.5
Cuballing	F	2.9
Cuballing	M	6.4
Cue	M	7.1
Cunderdin	F	3.7
Cunderdin	M	4.6
Currambine	F	7.5
Currambine	M	6.8
Cuthbert	M	7.9
Daglish	F	8.7
Daglish	M	7.4
Dale	M	5
Dalkeith	F	5.4
Dalkeith	M	4.5
Dalwallinu	F	3.8
Dalwallinu	M	4.4
Dalyellup	F	8.4
Dalyellup	M	6.9
Dampier	F	6.4
Dampier	M	4.3
Dampier Peninsula	F	12.1
Dampier Peninsula	M	19.3
Dandaragan	M	2.8
Darch	F	7.4
Darch	M	7.5
Dardanup	F	11.9
Dardanup	M	5.1
Dardanup West	F	5.5
Dardanup West	M	6.6
Darkan	F	4.5
Darkan	M	2.6
Darling Downs	F	5.2
Darling Downs	M	6.8
Darlington (WA)	F	4.3
Darlington (WA)	M	5
Dawesville	F	11.9
Dawesville	M	8.9
Dayton	F	7.3
Dayton	M	3.7
Deanmill	F	10.5
Deanmill	M	7.7
Deepdale	F	2.5
Deepdale	M	6
Deepdene (WA)	F	23.1
Denbarker	F	15.8
Denbarker	M	13.3
Denham	F	2.6
Denham	M	5.3
Denmark	F	5
Denmark	M	4.9
Derby (WA)	F	4.9
Derby (WA)	M	11.7
Dianella	F	7
Dianella	M	7.5
Dinninup	M	8.1
Djugun	F	2.6
Djugun	M	4.5
Dongara	F	7.4
Dongara	M	10.3
Donnybrook (WA)	F	6.3
Donnybrook (WA)	M	9.7
Doubleview	F	5.8
Doubleview	M	6.2
Dowerin	F	4.9
Dowerin	M	5.8
Drummond Cove	F	4.1
Drummond Cove	M	8.6
Dudley Park (WA)	F	9.2
Dudley Park (WA)	M	10.8
Dumbarton	F	8.9
Dumbarton	M	12.7
Dumberning	M	7
Dumbleyung	F	4.9
Dumbleyung	M	10
Duncraig	F	5.5
Duncraig	M	6.3
Dunsborough	F	3.8
Dunsborough	M	4.3
Dwellingup	F	6.5
Dwellingup	M	9.5
East Bunbury	F	6.5
East Bunbury	M	11.4
East Cannington	F	10.9
East Cannington	M	9.3
East Carnarvon	F	1.6
East Carnarvon	M	8.9
East Chapman	M	20
East Fremantle	F	4.6
East Fremantle	M	6.8
East Perth	F	8.4
East Perth	M	8.7
East Rockingham	F	11.1
East Rockingham	M	17.5
East Victoria Park	F	7.4
East Victoria Park	M	9.1
East Yuna	F	50
East Yuna	M	30
Eaton (WA)	F	7.1
Eaton (WA)	M	7.8
Eden Hill	F	6.6
Eden Hill	M	9.4
Edgewater	F	6.1
Edgewater	M	6.5
Eglinton (WA)	F	5.4
Eglinton (WA)	M	4
Elleker	F	3.8
Elleker	M	2.9
Ellenbrook	F	9.2
Ellenbrook	M	7.5
Embleton	F	9
Embleton	M	8.7
Emu Point	F	13.3
Emu Point	M	8.9
Eneabba	F	12.5
Eneabba	M	7.7
Erskine (WA)	F	10
Erskine (WA)	M	10.8
Esperance	F	1.7
Esperance	M	6.5
Exmouth	F	4
Exmouth	M	4.2
Falcon	F	10.7
Falcon	M	12.4
Ferndale (WA)	F	8
Ferndale (WA)	M	8.1
Fitzroy Crossing	F	9.9
Fitzroy Crossing	M	12.8
Floreat	F	5.3
Floreat	M	5.2
Forrest Beach (WA)	M	30
Forrestdale	F	6.5
Forrestdale	M	7.5
Forrestfield	F	7.6
Forrestfield	M	7.9
Fortescue (WA)	M	33.3
Frankland River	F	4.3
Frankland River	M	6.7
Fremantle	F	6.2
Fremantle	M	9
Furnissdale	F	8.6
Furnissdale	M	18.4
Gabbadah	F	4.7
Gabbadah	M	11.5
Gap Ridge	F	18.8
Gascoyne Junction	F	21.4
Gascoyne Junction	M	40
Gascoyne River	M	13.6
Gelorup	F	6.5
Gelorup	M	6
Geographe	F	8
Geographe	M	7.2
Geraldton	F	7.1
Geraldton	M	12.1
Gibb	F	64.7
Gibb	M	36.4
Gibson	F	6.7
Gibson	M	11.7
Gibson Desert North	F	45.2
Gibson Desert North	M	50
Gidgegannup	F	3.9
Gidgegannup	M	6
Gingin	F	7.4
Gingin	M	3.1
Girrawheen	F	12.6
Girrawheen	M	12.8
Gledhow	F	5.5
Gledhow	M	6.3
Glen Forrest	F	6.8
Glen Forrest	M	7.7
Glen Iris (WA)	F	9.9
Glen Iris (WA)	M	9.6
Glen Mervyn	M	16.7
Glendalough	F	9.1
Glendalough	M	8.4
Glenfield (WA)	F	7.4
Glenfield (WA)	M	6.3
Gnangara	F	4.8
Gnangara	M	7.1
Gnarabup	M	2.2
Gnowangerup	F	7.8
Gnowangerup	M	6.5
Golden Bay	F	9.8
Golden Bay	M	9.3
Goode Beach	F	6
Goomalling	F	7.9
Goomalling	M	7.1
Gooseberry Hill	F	5.7
Gooseberry Hill	M	6.6
Gosnells	F	11.7
Gosnells	M	12.1
Gracetown	F	7.8
Gracetown	M	4.6
Grass Valley	M	6.5
Green Head	F	9.8
Green Head	M	20.8
Greenbushes	F	6.7
Greenbushes	M	13.7
Greenfields	F	12.5
Greenfields	M	13.3
Greenmount (WA)	F	4.8
Greenmount (WA)	M	8.4
Greenough	F	10
Greenough	M	7
Greenwood (WA)	F	6.5
Greenwood (WA)	M	7.6
Gregory (WA)	M	41.7
Greys Plain	F	75
Greys Plain	M	72.2
Guilderton	F	11.5
Guildford (WA)	F	4.7
Guildford (WA)	M	8.2
Gwambygine	M	16.7
Gwelup	F	6.2
Gwelup	M	4.2
Halls Creek (WA)	F	12.1
Halls Creek (WA)	M	16.4
Halls Head	F	9.3
Halls Head	M	9.4
Hamel	F	4.8
Hamel	M	10.7
Hamelin Bay	M	21.4
Hamersley	F	5.3
Hamersley	M	6.3
Hamilton Hill	F	8.8
Hamilton Hill	M	10.4
Hammond Park	F	7.8
Hammond Park	M	4.5
Hannans	F	3.3
Hannans	M	3.5
Harrisdale	F	8.5
Harrisdale	M	6.2
Harvey	F	7.1
Harvey	M	6.4
Haynes	F	6.3
Haynes	M	4.9
Hazelmere	F	9.1
Hazelmere	M	10.8
Heathridge	F	7.7
Heathridge	M	7.4
Helena Valley	F	6.6
Helena Valley	M	6.4
Henley Brook	F	7.6
Henley Brook	M	7.7
Herne Hill (WA)	F	7.4
Herne Hill (WA)	M	6.9
Herron	F	13.5
Herron	M	14
Hester	M	17.9
Hester Brook	F	16
High Wycombe	F	7.9
High Wycombe	M	8.1
Highbury (WA)	F	5.5
Highgate (WA)	F	7
Highgate (WA)	M	5.6
Hilbert	F	11.1
Hilbert	M	6.4
Hillarys	F	5.4
Hillarys	M	7.4
Hillman	F	13.1
Hillman	M	15.6
Hilton (WA)	F	6.6
Hilton (WA)	M	9.6
Hocking	F	6.1
Hocking	M	7.1
Hoddys Well	M	8.1
Hopeland (WA)	F	3.3
Hopeland (WA)	M	10.8
Hopetoun (WA)	F	7.4
Hopetoun (WA)	M	10
Hovea	F	4.7
Hovea	M	10.9
Huntingdale (WA)	F	9.4
Huntingdale (WA)	M	9.6
Hyden	F	2.8
Iluka (WA)	F	5.2
Iluka (WA)	M	7
Inglewood (WA)	F	6.2
Inglewood (WA)	M	6.4
Innaloo	F	5.7
Innaloo	M	6.9
Isseka	F	20
Isseka	M	21.4
Jalbarragup	F	13.6
Jalbarragup	M	19.2
Jandabup	F	6.8
Jandabup	M	3.7
Jandakot	F	5.2
Jandakot	M	6.9
Jane Brook	F	4.6
Jane Brook	M	7.1
Jarrahdale	F	5.7
Jarrahdale	M	10.2
Jerramungup	M	2.8
Jilakin	M	20
Jindalee (WA)	F	8.3
Jindalee (WA)	M	5.1
Jingalup	M	8.1
Jolimont	F	5.6
Jolimont	M	5.4
Joondalup	F	9.6
Joondalup	M	11.3
Joondanna	F	6.7
Joondanna	M	6.9
Julimar	F	5.4
Julimar	M	10.8
Jurien Bay	F	6.5
Jurien Bay	M	5.8
Kalamunda	F	6.8
Kalamunda	M	5.7
Kalannie	F	8.6
Kalannie	M	5.5
Kalbarri	F	2.7
Kalbarri	M	8.4
Kalgan	F	7.1
Kalgan	M	5
Kalgoorlie	F	5.9
Kalgoorlie	M	5.8
Kallaroo	F	5.4
Kallaroo	M	6
Kalumburu	F	44.1
Kalumburu	M	46.9
Kambalda East	F	9.4
Kambalda East	M	9.4
Kambalda West	F	7.6
Kambalda West	M	7
Kangaroo Gully	F	4.5
Kangaroo Gully	M	3.3
Karakin	F	6.8
Karakin	M	9.3
Karalundi	F	23.1
Karawara	F	18.8
Karawara	M	18.1
Kardinya	F	6.8
Kardinya	M	8.4
Karlkurla	F	9.1
Karloo	F	16.3
Karloo	M	29.1
Karnup	F	9.3
Karnup	M	3.5
Karragullen	F	9.8
Karragullen	M	2.5
Karrakup	F	7.3
Karrakup	M	14.9
Karratha Industrial Estate	M	4.5
Karridale	M	5
Karrinyup	F	4.7
Karrinyup	M	6.1
Katanning	F	5.4
Katanning	M	7
Kauring	F	16.7
Kauring	M	13
Kealy	F	8.3
Kealy	M	5.4
Kellerberrin	F	4.3
Kellerberrin	M	8.9
Kelmscott	F	10.4
Kelmscott	M	9.7
Kendenup	F	9.8
Kendenup	M	10.6
Kensington (WA)	F	5.5
Kensington (WA)	M	6.5
Kenwick	F	11.1
Kenwick	M	10
Kewdale	F	8.6
Kewdale	M	8.7
Keysbrook	F	6
Keysbrook	M	6.6
Kiara	F	7.6
Kiara	M	8.9
King Leopold Ranges	F	7
King Leopold Ranges	M	14.3
King River	F	5.3
King River	M	10
Kingsford (WA)	F	4.1
Kingsford (WA)	M	8.9
Kingsley	F	5.3
Kingsley	M	6.7
Kinross	F	7.7
Kinross	M	8.9
Kirup	F	14.6
Kirup	M	8.9
Kojonup	F	3.6
Kojonup	M	3.6
Kokeby	M	26.1
Kondinin	F	4.1
Kondinin	M	6.5
Konnongorring	M	9.7
Kookynie	F	83.3
Kookynie	M	28.6
Koondoola	F	15.7
Koondoola	M	15.2
Koongamia	F	13.1
Koongamia	M	11.2
Koorda	F	10
Koorda	M	5.3
Kordabup	F	8.8
Kordabup	M	8.6
Kronkup	F	5.4
Kronkup	M	4.6
Kulin	M	4.2
Kununurra	F	4
Kununurra	M	4.8
Kwinana Town Centre	F	20
Kwinana Town Centre	M	8.1
Lagrange	F	50
Lagrange	M	57
Lake Argyle	F	19.4
Lake Argyle	M	5.4
Lake Clifton	F	11.9
Lake Clifton	M	12
Lake Grace	F	2.5
Lakelands (WA)	F	10.6
Lakelands (WA)	M	9.1
Lamington (WA)	F	4.9
Lamington (WA)	M	2.6
Lancelin	F	3.2
Lancelin	M	5.5
Landsdale	F	6.3
Landsdale	M	6.5
Lange	F	6.7
Lange	M	5.6
Langford	F	11.9
Langford	M	13.1
Lathlain	F	6.8
Lathlain	M	7.2
Laverton (WA)	F	5.3
Laverton (WA)	M	3.4
Leda	F	14.1
Leda	M	12.9
Ledge Point	F	8.1
Leederville	F	4.9
Leederville	M	6.3
Leeman	F	12.2
Leeman	M	15.7
Leeming	F	5.4
Leeming	M	6.8
Leinster	F	4.9
Lennard Brook	M	5.8
Leonora	F	6.1
Leonora	M	3.8
Leschenault	F	4.7
Leschenault	M	8.6
Lesmurdie	F	6.3
Lesmurdie	M	6.6
Little Grove	F	3.2
Little Grove	M	2.5
Lockridge	F	11.3
Lockridge	M	12.3
Lockyer (WA)	F	7.1
Lockyer (WA)	M	10.6
Lower Chittering	F	6.6
Lower Chittering	M	6.6
Lower King	F	2.4
Lower King	M	5.8
Lowlands	F	6.8
Lowlands	M	10
Ludlow	F	11.5
Ludlow	M	11.1
Lynwood (WA)	F	10
Lynwood (WA)	M	11
Macleod (WA)	M	30
Maddington	F	13.5
Maddington	M	12.7
Madeley	F	5.8
Madeley	M	6.3
Madora Bay	F	7.8
Madora Bay	M	8
Mahogany Creek	F	5.2
Mahogany Creek	M	7
Mahomets Flats	F	9.8
Mahomets Flats	M	11.6
Maida Vale	F	6.1
Maida Vale	M	7.3
Mandogalup	M	16.7
Mandurah	F	13.5
Mandurah	M	15.9
Manjimup	F	5.3
Manjimup	M	6.2
Manning	F	7.3
Manning	M	7.8
Manypeaks	F	14.7
Manypeaks	M	6.1
Marangaroo	F	9.7
Marangaroo	M	9.5
Marbelup	F	3.5
Marble Bar	F	11.6
Marble Bar	M	9
Mardella	F	7.6
Mardella	M	4.7
Mardie	M	1.1
Margaret River (WA)	F	4.9
Margaret River (WA)	M	5.2
Mariginiup	F	4.6
Mariginiup	M	5
Marmion	F	4.2
Marmion	M	5.7
Martin	F	4
Martin	M	7.1
Marybrook	F	9.8
Marybrook	M	7.1
Mayanup	F	6.8
Maylands (WA)	F	7.6
Maylands (WA)	M	7.6
McKail	F	4.9
McKail	M	6.2
Meadow Springs	F	10.7
Meadow Springs	M	10
Meckering	F	9.3
Meckering	M	4.6
Medina	F	15.2
Medina	M	17.6
Meekatharra	F	6.6
Meekatharra	M	7.8
Meelon	F	6.7
Meelon	M	4.9
Meerup	M	8.8
Melville (WA)	F	5
Melville (WA)	M	5.2
Menora	F	4.8
Menora	M	7.4
Menzies (WA)	M	13.6
Merredin	F	4.5
Merredin	M	6.3
Merriwa (WA)	F	13
Merriwa (WA)	M	13.4
Meru	M	18.8
Metricup	F	6.3
Metricup	M	4.6
Middle Swan	F	13.7
Middle Swan	M	10.7
Middleton Beach	F	7.3
Middleton Beach	M	3.4
Midland	F	13
Midland	M	12.1
Midvale	F	16.1
Midvale	M	14.7
Millars Well	F	6.7
Millars Well	M	5.7
Millbridge	F	6.9
Millbridge	M	5.2
Millbrook (WA)	M	5.3
Millendon	F	5.3
Millendon	M	12.8
Milpara	F	3.5
Milpara	M	7.7
Mindarie (WA)	F	8.2
Mindarie (WA)	M	8.9
Mingenew	F	10.9
Mingenew	M	8.3
Mira Mar	F	4.5
Mira Mar	M	5.4
Mirrabooka (WA)	F	13.7
Mirrabooka (WA)	M	14.3
Mocardy	M	10
Mokine	F	6.8
Monjingup	F	3.1
Monjingup	M	6.4
Moodiarrup	M	13.6
Mooliabeenee	M	7
Moonyoonooka	M	10.4
Moora (WA)	F	5.2
Moora (WA)	M	6.7
Morangup	F	6.3
Morangup	M	9.4
Morawa	F	5.2
Morawa	M	10.9
Moresby (WA)	F	7.7
Moresby (WA)	M	5.5
Morgantown	F	4.1
Morgantown	M	10
Morley	F	8.3
Morley	M	9.1
Mosman Park (WA)	F	5.8
Mosman Park (WA)	M	6.3
Mount Adams	M	100
Mount Barker (WA)	F	6.3
Mount Barker (WA)	M	7.1
Mount Burges	F	35.7
Mount Burges	M	53.3
Mount Claremont	F	5.2
Mount Claremont	M	5.8
Mount Clarence	F	4.2
Mount Clarence	M	4.7
Mount Hardey	F	13.3
Mount Hardey	M	6
Mount Hardman	F	28.3
Mount Hardman	M	30.3
Mount Hawthorn	F	5.2
Mount Hawthorn	M	6
Mount Helena	F	6
Mount Helena	M	9
Mount Lawley	F	5.2
Mount Lawley	M	6.7
Mount Magnet	F	6.8
Mount Magnet	M	10.8
Mount Melville	F	5.2
Mount Melville	M	10.2
Mount Nasura	F	6.8
Mount Nasura	M	8.2
Mount Pleasant (WA)	F	6
Mount Pleasant (WA)	M	6.4
Mount Richon	F	6.9
Mount Richon	M	7.3
Mount Sheila	M	0.4
Mount Tarcoola	F	6.5
Mount Tarcoola	M	8.4
Muchea	F	6.9
Muchea	M	6.6
Muckenburra	F	7
Muckenburra	M	5.5
Mueller Ranges	F	41.2
Mueller Ranges	M	39.5
Mukinbudin	F	4.3
Mukinbudin	M	5.3
Mullaloo	F	6.4
Mullaloo	M	6.5
Mullalyup	M	6.8
Mullewa	F	5.5
Mullewa	M	16.5
Mullingar	F	9.6
Mullingar	M	11.8
