SSC_NAME16	medianTotalHouseholdIncome
Crystal Brook (Qld)	59748
Crystal Creek (Qld)	
Crystalbrook	
Cullinane	63388
Cungulla	48932
Cunnamulla	46384
Cunningham (Qld)	50648
Curra	46696
Currajah	84448
Currajong	59748
Curramore (Qld)	58500
Currimundi	61048
Currumbin	76440
Currumbin Valley	88036
Currumbin Waters	68796
Curtis Island	29900
Cushnie	82316
Cutella	81224
Cuttaburra	84500
Cynthia	55224
Cypress Gardens	25272
D'Aguilar	79092
Dagmar	
Dagun	55224
Daintree	35360
Daisy Hill (Qld)	89180
Dajarra	46800
Dakabin	81744
Dakenba	108316
Dalbeg	43316
Dalby	68536
Dalcouth	56732
Dalga	
Dallarnil	39936
Dalma	89648
Dalrymple Creek	76076
Dalrymple Heights	37700
Dalveen	49868
Dalwogon	68224
Dalysford	43316
Damascus	46800
Damper Creek	37700
Danbulla	46800
Danderoo	84448
Dangore	53248
Daradgee	56316
Dargal Road	111436
Darling Heights	65624
Darlington (Qld)	69316
Darr Creek	
Darra	66976
Darts Creek	69316
Dauan Island	44200
Daveson	84448
Dayboro	97500
Daymar	37700
Deagon	66456
Deception Bay	57772
Dedin	
Deebing Heights	110292
Deep Creek (Qld)	74724
Deepwater (Qld)	37908
Deeragun	67756
Deeral	63336
Degarra	29900
Degilbo	40924
Delan	42068
Delaneys Creek	81380
Depot Hill	43472
Derri Derra	58500
Derrymore	61724
Desailly	
Deuchar	50908
Devereux Creek	91572
Devon Park (Qld)	136500
Diamantina Lakes	129948
Diamond Valley	75816
Diamondvale	111800
Diamondy	58500
Dicky Beach	54184
Didcot	58500
Diddillibah	65884
Diglum	56316
Dimbulah	47892
Dingo	79092
Dingo Beach	47528
Dingo Pocket	94224
Dinmore	50180
Dirnbir	81224
Dirranbandi	60788
Dittmer	53612
Diwan	43680
Dixalea	55224
Dixie (Qld)	
Djarawong	54600
Djiru	
Djuan	84500
Doctor Creek	71500
Dolphin Heads	113984
Domville	
Donnybrook (Qld)	46176
Doolandella	86476
Doolbi	46020
Doomadgee	56264
Doonan	81952
Doongul	31824
Dotswood	68224
Doughboy	24024
Douglas (Toowoomba - Qld)	75348
Douglas (Townsville - Qld)	93600
Dowar Islet	
Downsfield	38324
Dows Creek	71500
Draper	132600
Drayton	58916
Drewvale	105560
Drillham	46800
Drillham South	66612
Drinan	48984
Dromedary (Qld)	
Drummondslope	97448
Duaringa	60944
Duchess	103948
Duckinwilla	84500
Ducklo	56836
Dugandan	58500
Duingal	31148
Dulacca	58500
Dulong	65936
Dululu	34528
Dumbleton	107016
Dumgree	53248
Dumpy Creek	
Dundarrah	
Dundas (Qld)	58500
Dundathu	69628
Dundowran	61100
Dundowran Beach	71032
Dunk	
Dunkeld (Qld)	46748
Dunmora	67756
Dunmore (Qld)	71500
Dunnrock	45500
Dunrobin (Qld)	90948
Dunwich	49088
Durack (Qld)	58760
Durah	
Durham	
Durham Downs	97448
Durong	35360
Dutton Park	70044
Dutton River	54184
Dykehead	
Dynevor	100724
Dysart (Qld)	111904
Eagle Farm	
Eagleby	49712
Eaglefield	
Earlville	49816
East Barron	73112
East Brisbane	90584
East Cooyar	23400
East Creek	
East Deep Creek	59124
East End	71500
East Feluga	66040
East Greenmount	69056
East Haldon	84500
East Innisfail	51012
East Ipswich	57200
East Mackay	69420
East Nanango	46800
East Palmerston	66248
East Russell	55224
East Toowoomba	73268
East Trinity	89336
Eastern Heights	59852
Eaton (Qld)	71500
Eatons Hill	123136
Ebbw Vale	53144
Ebenezer (Qld)	79300
Edens Landing	73996
Edge Hill	72592
Edmonton	69212
Edward River	
Eerwah Vale	60008
Egypt	
Eidsvold	38896
Eidsvold East	58500
Eidsvold West	71500
Eight Mile Creek (Qld)	
Eight Mile Plains	82732
Eimeo	102284
Einasleigh	39624
El Arish	51584
Elaman Creek	38948
Elanora	73788
Elbow Valley	61048
Electra	46800
Elgin (Qld)	71448
Elgin Vale	46800
Eli Waters	51272
Elimbah	94432
Ellangowan (Qld)	84448
Ellen Grove	56264
Ellerbeck	41132
Ellesmere	42172
Ellinjaa	84500
Ellinthorp	46800
Elliott (Qld)	75348
Elliott Heads	48464
Ellis Beach	55224
Elphinstone (Isaac - Qld)	37648
Elphinstone (Toowoomba - Qld)	55224
Emerald (Qld)	98436
Emu Creek (Qld)	44200
Emu Park	51064
Emu Vale	39416
England Creek	58448
Enoggera	88452
Enoggera Reservoir	46748
Epsom (Qld)	
Erakala	120380
Ernestina	37700
Eromanga	66872
Erub Island	44200
Esk (Qld)	41964
Eskdale (Qld)	67184
Esmeralda	64948
Etna Creek	94900
Eton	68068
Etty Bay	73112
Eubenangee	68432
Eudlo	68692
Eukey	48984
Euleilah	36400
Eulo	57564
Eumamurrin	94224
Eumundi	73424
Eungella (Qld)	43524
Eungella Dam	116948
Eungella Hinterland	
Euramo	57200
Eureka (Qld)	54860
Eurella	31148
Eurimbula	
Eurombah	90948
Eurong	46124
Euthulla	92612
Evans Landing	117000
Evanslea	84500
Evelyn	45344
Evergreen	49348
Everton Hills	104780
Everton Park	82680
Evora	
Fairdale	45032
Fairfield (Qld)	89388
Fairney View	66248
Fairy Bower	55224
Fairyland	68224
Fairymead	84500
Farleigh	85644
Farnborough	72020
Farnsfield	75816
Farrars Creek	
Fassifern (Qld)	29900
Fassifern Valley	59540
Federal (Qld)	57668
Felton	66612
Felton South	48516
Feluga	95108
Ferney	68224
Fernvale (Qld)	74932
Ferny Glen	68224
Ferny Grove	102804
Ferny Hills	99528
Ficks Crossing	81224
Fielding	
Fifteen Mile	117000
Fig Tree Pocket	157976
Finch Hatton	53508
Finlayvale	68224
Finnie	94224
Fisher (Qld)	
Fishermans Pocket	58500
Fishery Falls	58500
Fitzgerald Creek	71448
Fitzgibbon	78884
Fitzroy Island	
Flagstone Creek	70668
Flametree	44148
Flaxton	60996
Fletcher (Qld)	39312
Fletcher Creek	
Fleurbaix	55224
Flinders View	89492
Flinton	55224
Florence Bay	
Flying Fish Point	55588
Flying Fox (Qld)	124748
Fordsdale	46800
Foreshores	61048
Forest Creek	45032
Forest Glen (Qld)	77272
Forest Hill (Qld)	49816
Forest Lake	89388
Forest Ridge	35724
Forest Springs	71500
Forestdale	118196
Foresthome	75816
Forestvale	92612
Fork Lagoons	
Formartin	88816
Forrest Beach (Qld)	43836
Forsayth	36712
Fortitude Valley	82108
Forty Mile	
Fossilbrook	
Foulden	
Four Ways	
Foxdale	68224
Frankfield	81224
Fraser Island	56836
Frazerview	46800
Fredericksfield	70824
Freestone	69836
Frenches Creek	58500
Frenchville	75192
Freshwater (Qld)	78364
Freshwater Point	92612
Friday Pocket	77948
Fulham (Qld)	46800
Gadgarra	
Gaeta	35204
Gailes	51064
Gainsford	90948
Gairloch	61724
Galilee	
Gamboola	60632
Gangalidda	
Garbutt	43524
Garfield (Qld)	38948
Gargett	76336
Garnant	81224
Garners Beach	44148
Garradunga	63076
Garrawalt	
Gatton	54288
Gaven	91260
Gayndah	49348
Gaythorne	81432
Geebung	89544
Geham	87984
Gemini Mountains	68224
Georgetown (Qld)	53196
Georgina (Qld)	
Germantown (Qld)	53612
Gheerulla	55536
Ghinghinda	60632
Gidya	
Gigoomgan	58500
Gilbert River	117000
Gilberton (Etheridge - Qld)	
Gilberton (Gold Coast - Qld)	46800
Gilla	81224
Gilldora	50232
Gilston	103324
Gin Gin (Qld)	37908
Gindie	67600
Gindoran	
Ginoondan	58448
Girraween (Qld)	
Giru	53716
Givelda	46800
Gladfield (Qld)	74724
Gladstone Central	69420
Gladstone Harbour	29900
Glamorgan Vale	62140
Glan Devon	50024
Glanmire (Qld)	22724
Glass House Mountains	72228
Glastonbury	55224
Glebe (Qld)	37700
Glen Allyn	56836
Glen Aplin	46800
Glen Boughton	37700
Glen Cairn	66248
Glen Echo	29900
Glen Eden	108472
Glen Esk	35724
Glen Isla	71448
Glen Niven	58448
Glen Russell	
Glen Ruth	
Glenarbon	50024
Glenaubyn	117000
Glenaven	55224
Glenbar	55224
Glencoe (Qld)	84500
Glendale (Qld)	107484
Glenden	128804
Gleneagle	69264
Glenella	110916
Glenfern (Qld)	37700
Glengallan	46748
Glenhaughton	37700
Glenlee (Qld)	104260
Glenleigh	46748
Glenlyon (Qld)	38948
Glenmoral	94224
Glenmorgan	54340
Glenorchy (Qld)	46800
Glenore Grove	66248
Glenrae	62816
Glenrock (Qld)	37648
Glenroy (Qld)	69316
Glenvale	78468
Glenview	88868
Glenwood (Qld)	36504
Godwin Beach	54600
Gogango	81224
Golden Beach (Qld)	52572
Golden Fleece	46800
Goldfields	37700
Goldsborough (Qld)	95836
Gooburrum	79248
Good Night	37700
Goodar	108316
Goodger	55588
Goodna	61308
Goodwood (Qld)	70200
Googa Creek	37700
Goolboo	84500
Goolman	108316
Goomally	103948
Goombi	61724
Goomboorian	61984
Goombungee	54392
Goomburra	55432
Goomeri	39052
Goomeribong	71500
Goondi	50648
Goondi Bend	50388
Goondi Hill	47736
Goondiwindi	72332
Goorganga Creek	
Goorganga Plains	
Gooroolba	
Gootchie	38792
Goovigen	48048
Goowarra	58448
Goranba	37700
Gordon Park	98696
Gordonbrook	68224
Gordonstone	
Gordonvale	69940
Gore	81224
Gowrie Junction	97708
Gowrie Little Plain	123448
Gowrie Mountain	80184
Gowrie Station	29848
Gracemere	74360
Graceville	124644
Grahams Creek	55224
Granadilla	46800
Grand Secret	49868
Grandchester	68224
Grange (Qld)	127140
Granite Vale	
Grant	37700
Grantham	63180
Granville (Qld)	43004
Grapetree	87724
Grassdale (Qld)	
Grasstree Beach	75244
Grays Gate	110500
Great Sandy Strait	
Green Hill	92612
Green Island	
Greenbank	99892
Greenlake	
Greenlands (Qld)	50492
Greenmount (Mackay - Qld)	91676
Greenmount (Toowoomba - Qld)	70616
Greens Creek (Qld)	65728
Greenslopes	86892
Greenswamp	66612
Greenup	37700
Greenvale (Qld)	43316
Greenview	61724
Greenwood (Qld)	56316
Gregors Creek	58500
Gregory (Qld)	40248
Gregory River (Bundaberg - Qld)	39624
Gregory River (Whitsunday - Qld)	66040
Greycliffe	46800
Greymare	71500
Griffin	93860
Groganville	
Groomsville	93184
Groper Creek	38324
Grosmont	61724
Grosvenor	110500
Guanaba	98540
Guijar Islet	
Gulf Of Carpentaria	
Gulliver	60008
Gulngai	
Guluguba	40976
Gumdale	146016
Gumlow	105612
Gumlu	54184
Gunalda	41132
Gundiah	45916
Gungaloon	44148
Gunnawarra	
Gunnewin	94224
Gunpowder	
Gunyarra	116948
Gurgeena	42848
Gurulmundi	35724
Guthalungra	49348
Gwambegwine	54184
Gympie	45448
Habana	104988
Haden	53612
Haigslea	73944
Hail Creek	168948
Haliday Bay	48984
Halifax	49348
Halliford	
Haly Creek	66092
Hamilton (Qld)	98488
Hamilton Creek	61048
Hamilton Plains	46800
Hampden (Qld)	73372
Hampton (Qld)	63232
Hannaford	38948
Happy Valley (Qld)	125528
Harlaxton	48100
Harlin	48256
Harrami	46800
Harriet	
Harristown	50700
Harrisville	67496
Hatton Vale	79456
Hawkins Creek	62088
Hawkwood	60632
Hawthorne	125320
Hay Point	77532
Hazeldean	60216
Hazledean	64948
Headington Hill	55224
Healy	138424
Heathwood	120432
Heatley	56108
Hebel	44148
Helens Hill	81224
Helensvale	85384
Helidon	57044
Helidon Spa	73840
Hemmant	86788
Hendon (Qld)	45500
Hendra	118248
Herberton	39728
Heritage Park	94276
Hermit Park	57928
Herston	83564
Hervey Range	82836
Hibernia	71448
Hidden Valley (Qld)	80184
Hideaway Bay	54704
Highbury (Qld)	
Highfields (Qld)	93184
Highgate Hill	80496
Highgrove	58500
Highland Park	72748
Highland Plains (Maranoa - Qld)	
Highland Plains (Toowoomba - Qld)	46800
Highvale	138320
Highworth	65624
Hillcrest (Qld)	73996
Hillview	54600
Hinchinbrook (Qld)	
Hirstglen	85748
Hivesville	34840
Hobartville (Qld)	71500
Hodgleigh	49348
Hodgson	108316
Hodgson Vale	119808
Holland Park	100256
Holland Park West	99008
Holloways Beach	60476
Hollywell	87100
Holmview	77792
Holroyd River	
Home Creek	97448
Home Hill	56628
Homebush (Qld)	91884
Homestead	29900
Hookswood	42848
Hope Island	91520
Hope Vale	40976
Hopeland (Qld)	82316
Horn	73892
Horse Camp	38792
Horse Creek	27924
Horseshoe Bay	55640
Horseshoe Lagoon	70564
Horton	43680
Howard	40040
Howitt	58500
Hoya	73112
Hudson	51220
Hughenden	60632
Hull Heads	46800
Humboldt	
Humeburn	53248
Humphery	136500
Hunchy	82316
Hungerford (Qld)	55224
Hurricane	19448
Hutton Creek	80132
Hyde Park (Qld)	55484
Iama Island	46800
Ibis	
Idalia	113100
Ideraway	49348
Ilbilbie	58500
Ilfracombe	60632
Ilkley	88504
Illinbah	71500
Image Flat	71916
Imbil	42900
Inala	44304
Indooroopilly	89648
Ingberry	
Ingham	49400
Inglestone	80184
Inglewood (Qld)	48724
Ingoldsby	68224
Injinoo	48984
Injune	55900
Inkerman (Qld)	53040
Innes Park	69524
Innisfail	44720
Innisfail Estate	50752
Innisplain	74724
Innot Hot Springs	35724
Inskip	35100
Inverlaw	79612
Inverness	88816
Ipswich	50804
Iredale	63076
Iron Range	23348
Ironbark (Qld)	85904
Irongate	79612
Ironpot (Livingstone - Qld)	80132
Ironpot (South Burnett - Qld)	71448
Irvinebank	34684
Irvingdale	79248
Isis Central	63492
Isis River	58500
Isisford	39832
Isla	64012
Island Plantation	68224
Iveragh	94224
Ivory Creek	49348
Jackson	46748
Jackson North	58500
Jackson South	
Jacobs Well	81588
Jaffa	29900
Jaggan	50752
Jamboree Heights	89908
Jandowae	43368
Japoonvale	44200
Jardine	61724
Jardine River	
Jarra Creek	67600
Jarvisfield	83200
Jeebropilly	
Jellinbah	168948
Jensen	90740
Jericho (Qld)	30836
Jerona	25324
Jimboomba	94744
Jimbour East	72384
Jimbour West	71500
Jimna	29900
Jindalee (Qld)	103220
Jinghi	72748
Jobs Gate	59748
Johnsons Hill	37700
Johnstown	97448
Jollys Lookout	80184
Jondaryan	65468
Jones Gully	49348
Jones Hill	66924
Josephville	68224
Joskeleigh	37700
Joyner	103324
Jubilee Heights	86112
Jubilee Pocket	72072
Julago	68224
Julatten	53768
Julia Creek	57460
Junabee	65728
Junction View	68224
Jundah	60424
Kaban	45760
Kabra	61516
Kagaru	71500
Kaimkillenbun	55224
Kairabah	
Kairi	60632
Kalapa	73112
Kalbar	58916
Kalinga	148720
Kalkadoon	107224
Kalkie	69680
Kallangur	66976
Kalpowar	43316
Kalunga	44200
Kamerunga	86632
Kandanga	56576
Kandanga Creek	50648
Kangaroo Point (Qld)	95420
Kanigan	56836
Kanimbla (Qld)	102804
Kapaldo	46800
Karalee	112788
Karana Downs	103636
Karara	46020
Karawatha	58500
Karrabin	85540
Karragarra Island	42640
Karron	
Karumba	58500
Kawana	61516
Kawl Kawl	49348
Kawungan	51844
Kearneys Spring	57824
Kedron	91208
Kelsey Creek	56836
Kelso (Qld)	70772
Kelvin Grove	73944
Kelvinhaugh	58500
Kemmis	
Kenilworth	49712
Kenmore	106392
Kenmore Hills	124904
Kennedy	48516
Kensington (Qld)	44772
Kensington Grove	77636
Kents Lagoon	84448
Kents Pocket	110448
Kentville	56316
Keperra	69316
Kepnock	49660
Keppel Sands	48828
Keriri Island	58500
Kerry	64532
Kewarra Beach	80496
Keysland	46800
Kholo	100724
Khosh Bulduk	71500
Kia Ora (Qld)	51324
Kiamba	66248
Kianga (Qld)	95316
Kidaman Creek	54132
Kiels Mountain	92300
Kilbirnie	71500
Kilcoy	56056
Kilcummin	92248
Kilkivan	37856
Killaloe	71500
Killarney (Qld)	44200
Kilmorey Falls	
Kimberley (Qld)	44148
Kin Kin	49868
Kin Kora	79612
Kinbombi	55224
Kinchant Dam	84500
Kincora	88816
Kindon	155948
King Scrub	121316
Kingaham	
Kingaroy	56368
Kings Beach	54028
Kings Creek	81224
Kings Siding	169000
Kingsholme	94224
Kingsthorpe	69420
Kingston (Qld)	55432
Kinka Beach	42068
Kinkuna	75816
Kinleymore	60632
Kinnoul	81224
Kioma	60632
Kippa-Ring	58396
Kirknie	66612
Kirkwood	111384
Kirrama	
Kirwan	77428
Kitoba	38948
Kleinton	101868
Knapp Creek	97500
Koah	59644
Kobble Creek	104468
Kogan	43316
Kokotungo	110448
Kolonga	31148
Koombooloomba	
Koongal	60320
Kooralbyn	43888
Kooralgin	61724
Kooringal (Qld)	46748
Kooroomool	
Kooroongarra	46800
Koumala	75504
Kowanyama	49088
Kowguran	29848
Kragra	117000
Kulangoor	52364
Kulgun	82316
Kullogum	43316
Kulpi	44200
Kuluin	71396
Kumbarilla	39624
Kumbia	42432
Kunda Park	84448
Kunioon	108316
Kunwarara	37700
Kuraby	95420
Kuranda	55952
Kureelpa	78728
Kureen	54184
Kuridala	23400
Kurrimine Beach	46072
Kurrowah	46800
Kurumbul	94224
Kurwongbah	91624
Kuttabul	83928
Kybong	33436
Kynuna	44200
Kyoomba	63336
Labrador	52624
Laceys Creek	100724
Laglan	
Lagoon Pocket	65832
Laguna Quays	49348
Laidley	45708
Laidley Creek West	66248
Laidley Heights	58500
Laidley North	60632
Laidley South	60112
Lake Barrine	57408
Lake Borumba	
Lake Clarendon	83044
Lake Eacham	58032
Lake Macdonald	68692
Lake Manchester	71500
Lake Mary	80132
Lake Monduran	
Lake Proserpine	71500
Lake Tinaroo	
Lake Wivenhoe	
Lakefield	84448
Lakeland	60320
Lakes Creek	70772
Lakeside	35048
Lamb Island	26520
Lamb Range	
Lamington (Qld)	71448
Lammermoor	90272
Landers Shoot	81224
Landsborough (Qld)	64480
Lanefield	88816
Langlands	
Langlo	23400
Langshaw	40664
Lannercost	66612
Lansdowne (Qld)	
Lanskey	74724
Larapinta (Qld)	
Laravale	68692
Lark Hill	71448
Laura (Qld)	45916
Lavelle	71500
Lawes	29848
Lawgi Dawes	84500
Lawn Hill	68224
Lawnton	61880
Leafdale	74724
Lefthand Branch	55224
Leichhardt (Qld)	49400
Lemontree	97500
Leslie	
Leslie Dam	76648
Lethebrook	58500
Leyburn	41444
Leydens Hill	
Lilydale (Qld)	84500
Lilyvale (Central Highlands - Qld)	74724
Lilyvale (Toowoomba - Qld)	97500
Limestone (Qld)	
Limestone Creek	76856
Limestone Ridges	107224
Limevale	56316
Linden (Qld)	136448
Linthorpe	91624
Linville	40092
Little Mountain	70772
Little Mulgrave	77324
Lizard	46800
Llanarth (Qld)	71448
Loch Lomond	58500
Lochington	71448
Lockhart River	46800
Lockrose	50856
Lockyer (Qld)	71500
Lockyer Waters	56056
Logan Central	44512
Logan Reserve	86060
Logan Village	89700
Loganholme	84188
Loganlea	64636
Lonesome Creek	73892
Long Flat (Qld)	57200
Long Pocket	74256
Longreach (Qld)	68796
Lota	95160
Lotus Creek	68224
Low Isles	
Lower Beechmont	73580
Lower Cowley	38428
Lower Cressbrook	
Lower Daintree	54132
Lower Mount Walker	74724
Lower Tenthill	65936
Lower Tully	62816
Lower Wonga	59748
Lowesby	71500
Lowestoff	117000
Lowmead	39988
Lowood	51168
Lucinda	47424
Lumeah (Qld)	
Lumholtz	
Lundavra	73632
Luscombe	117000
Lutwyche	86060
Lynam	
Lyndhurst (Qld)	
Lyndside	
Lyons (Qld)	71500
Lyra	49348
Lytton	
Ma Ma Creek	56836
Maadi	58500
Maalan	61724
Maaroom	37700
Mabuiag Island	58500
Macalister	62348
Macalister Range	
Macfarlane	46800
Macgregor (Qld)	71292
Machans Beach	71084
Machine Creek	71500
Mackay	50752
Mackay Harbour	109096
Mackenzie (Brisbane - Qld)	136500
Mackenzie (Central Highlands - Qld)	71500
Mackenzie River	100724
Macknade	49088
Maclagan	52936
Macleay Island	36712
Magnolia	66092
Maidenhead	33748
Maidenwell	42120
Main Beach	79768
Majors Creek (Qld)	67340
Malanda	50232
Malarga	
Maleny	51012
Malling	55900
Malmoe	55224
Malpas-Trenton	61724
Malu	71500
Mamu	
Manapouri	87724
Mandalay	67860
Maneroo	53248
Mango Hill	97396
Manly (Qld)	94068
Manly West	85124
Mannuem	66612
Manoora (Qld)	46488
Mansfield (Qld)	87672
Mantuan Downs	134316
Manumbar	69316
Manunda	45864
Manyung	61724
Mapleton	52572
Mapoon	49348
Maramie	117000
Marburg	67964
Marcoola	62452
Marcus Beach	71916
Mareeba	54132
Margate (Qld)	55224
Maria Creeks	55692
Marian	102752
Marlborough	61724
Marmadua	
Marmor	46800
Marodian	
Maroochy River	93600
Maroochydore	55380
Maroon	57408
Maroondan	43524
Marsden	68900
Marshlands	
Martyville	68224
Maryborough (Qld)	42432
Maryborough West	55692
Marys Creek	61724
Maryvale (Livingstone - Qld)	81224
Maryvale (Southern Downs - Qld)	41964
Masig Island	44824
Massie	58500
Maudsland	113308
Maxwelton	22100
May Downs	125632
McCutcheon	46800
McDesme	88504
McDowall	110552
McEwens Beach	69836
McIlwraith	53092
McIntosh Creek	61724
McKinlay	81224
Meadowbrook	81224
Meadowvale	66872
Meandarra	54444
Meikleville Hill	65364
Melawondi	35100
Meldale	58500
Melrose (Qld)	
Memerambi	66768
Mena Creek	65728
Mentmore	
Menzies (Qld)	93444
Mer Island	53040
Meridan Plains	70252
Meringandan	88452
Meringandan West	90324
Merlwood	67184
Mermaid Beach	76076
Mermaid Waters	69472
Merrimac	72020
Merritts Creek	97500
Merryburn	80600
Merryvale	
Mexico	169000
Mia Mia (Qld)	88348
Miallo	64064
Miami	72280
Miara	38948
Mica Creek	125216
Middle Park (Qld)	103740
Middle Ridge	102128
Middlebrook	53612
Middlemount	125060
Middleton (Qld)	
Midge Point	48256
Midgee (Qld)	61724
Midgenoo	58448
Midgeree Bar	68224
Mighell	37440
Milbong	59280
Miles	59280
Miles End	109356
Milford	71500
Millaa Millaa	40456
Millaroo	60112
Millbank (Qld)	47320
Millchester	60632
Millmerran	60372
Millmerran Downs	34788
Millmerran Woods	27924
Millstream (Qld)	41704
Millwood	37700
Milman	73632
Milora	63336
Milton (Qld)	91676
Mimosa (Qld)	64948
Min Min	
Minbun	67132
Minden	73060
Minerva	100724
Mingo	46748
Mingoola (Qld)	46800
Minnamoolka	55224
Minnie Downs	
Minyama	63856
Mirani	81848
Miriam Vale	54028
Mirriwinni	61152
Missen Flat	117000
Mission Beach	52988
Mission River	42744
Mistake Creek	110448
Mitchell (Qld)	51220
Mitchelton	96096
Miva	40560
Moa Island	45396
Moffat Beach	70564
Moffatdale	57304
Moggill	110968
Molangul	142948
Molendinar	76336
Mon Repos	74724
Mona Mona	59748
Mona Park	106600
Monal	29848
Monduran	46800
Mondure	45760
Monkland	46176
Monogorilby	29848
Mons	116376
Monsildale	94224
Monto	40352
Montrose (Southern Downs - Qld)	
Montrose (Western Downs - Qld)	71500
Montville	62972
Moodlu	76648
Mooga	
Moogerah	49140
Moola	56316
Moolboolaman	39260
Mooloo	67184
Mooloolaba	61984
Mooloolah Valley	75556
Moombra	49348
Moombria	
Moomin	56836
Moondooner	60112
Moonford	48516
Moongan	46748
Moonie	47944
Moorang	69836
Moore	38376
Moore Park Beach	48464
Moores Pocket	39208
Moorina (Qld)	98748
Moorland (Qld)	72748
Mooroobool	68900
Moorooka	81172
Moraby	84500
Moranbah	125892
Morayfield	68796
Moregatta	36348
Morella	58500
Moresby (Qld)	65884
Moreton Bay	
Moreton Island	110500
Morgan Park	67132
Morganville	32448
Morinish	92612
Morinish South	
Morningside	103480
Mornington (Qld)	102544
Morton Vale	40976
Morven (Qld)	48984
Morwincha	46748
Mosman Park (Qld)	65624
Mosquito Creek	46800
Mossman	50180
Mossman Gorge	61724
Mothar Mountain	58916
Motley	
Mount Abundance	90012
Mount Alford	63336
Mount Alma	43316
Mount Archer (Rockhampton - Qld)	110500
Mount Archer (Somerset - Qld)	73892
Mount Barney	
Mount Beppo	37700
Mount Berryman	53092
Mount Bindango	162500
Mount Binga	58500
Mount Britton	
Mount Byron	71500
Mount Carbine	27248
Mount Chalmers	57200
Mount Charlton	63856
Mount Colliery	40560
Mount Coolon	46800
Mount Coolum	69732
Mount Coot-tha	
Mount Cotton	116428
Mount Crosby	123292
Mount Darry	60632
Mount Debateable	87724
Mount Delaney	54132
Mount Edwards	46800
Mount Elliot (Qld)	
Mount Emlyn	46748
Mount Enniskillen	
Mount Forbes	79040
Mount Fox	37700
Mount French	51220
Mount Gardiner	
Mount Garnet	38428
Mount Gipps	
Mount Glorious	75192
Mount Gravatt	77168
Mount Gravatt East	86736
Mount Hallen	67184
Mount Howe	
Mount Hutton (Qld)	97500
Mount Irving	155948
Mount Isa	145548
Mount Isa City	112268
Mount Jukes	70564
Mount Julian	70876
Mount Kelly	91624
Mount Kilcoy	70408
Mount Kynoch	96408
Mount Larcom	67184
Mount Lawless	71448
Mount Lindesay (Qld)	
Mount Lofty	87620
Mount Louisa	92144
